报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,275.493,130.823,305.651,144.527,275.783,129.104,213.752,96.846
除税前盈利/(亏损),-35.351,-17.819,-12.327,-12.472,-6.444,-7.312,-23.851,-14.594
税项,,,,,,,,
除税后盈利/(亏损),-35.351,-17.819,-12.327,-12.472,-6.444,-7.312,-23.851,-14.594
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-35.351,-17.819,-12.327,-12.472,-6.444,-7.312,-23.851,-14.594
股息,,,,,,,,
除税及股息后盈利/(亏损),-35.351,-17.819,-12.327,-12.472,-6.444,-7.312,-23.851,-14.594
基本每股盈利(仙),-1.450000,-0.730000,-0.510000,-0.510000,-0.260000,-0.300000,-0.980000,-0.600000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-245.951,-118.918,-245.706,-117.556,-226.661,-107.821,-193.793,-90.918
折旧,-4.849,-2.427,-5.224,-2.644,-4.95,-2.371,-4.167,-1.978
销售及分销费用,-12.529,-5.52,-16.198,-7.344,-13.251,-5.876,-10.268,-4.121
一般及行政费用,-39.194,-21.885,-41.686,-21.063,-33.547,-17.788,-31.29,-15.948
利息费用/融资成本,-6.077,-3.049,-6.405,-3.267,-7.67,-4.33,-1.044,-0.493
毛利,29.542,11.905,59.945,26.971,49.122,21.283,19.959,5.928
经营盈利,-35.351,-17.819,-12.327,-12.472,-6.444,-7.312,-23.851,-14.594
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
