报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1267.928,611.47,1292.665,649.214,1254.191,643.832,1397.498,687.369
除税前盈利/(亏损),-371.338,-16.334,-145.811,9.551,-103.302,-7.635,-26.379,-14.524
税项,1.368,0.387,-2.507,-1.664,-0.645,-2.357,-9.422,-5.886
除税后盈利/(亏损),-369.97,-15.947,-148.318,7.887,-103.947,-9.992,-35.801,-20.41
少数股东权益,-54.505,-17.447,-24.859,7.925,-12.98,5.216,7.422,6.255
股东应占盈利/(亏损),-315.465,1.5,-123.459,-0.038,-90.967,-15.208,-43.223,-26.665
股息,,,,,,,,
除税及股息后盈利/(亏损),-315.465,1.5,-123.459,-0.038,-90.967,-15.208,-43.223,-26.665
基本每股盈利(仙),-6.790000,0.033000,-2.700000,-0.001000,-2.410000,-0.400000,-1.270000,-0.900000
摊薄每股盈利(仙),-6.790000,0.033000,-2.700000,-0.001000,-2.410000,-0.400000,-1.270000,-0.900000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-1045.573,-499.545,-1017.862,-518.423,-999.07,-500.68,-1100.379,-534.873
折旧,-37.772,-16.896,-35.794,-19.274,-39.244,-16.07,-41.82,-21.142
销售及分销费用,-184.082,-82.697,-213.738,-90.584,-198.621,-86.441,-225.042,-98.728
一般及行政费用,-152.619,-66.802,-149.492,-54.928,-143.331,-63.076,-121.268,-59.444
利息费用/融资成本,-47.885,-22.064,-40.885,-20.427,-37.713,-11.151,-26.266,-15.687
毛利,222.355,111.925,274.803,130.791,255.121,143.152,297.119,152.496
经营盈利,-371.338,-16.334,-145.811,9.551,-103.302,-7.635,-26.379,-14.524
应占联营公司盈利,-0.234,-0.001,-2.099,-1.894,-5.879,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
