报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31,2014-03-31
报表类型,中报,年报,中报,年报,年报,年报
营业额,25.21289,46.822435,18.822449,40.504968,34.963602,34.825609
除税前盈利/(亏损),2.279131,5.885382,2.905514,6.887783,5.539749,5.622954
税项,-0.427498,-1.196812,-0.639424,-1.269668,-0.918347,-0.531032
除税后盈利/(亏损),1.851633,4.68857,2.26609,5.618115,4.621402,5.091922
少数股东权益,,,,,,
股东应占盈利/(亏损),1.851633,4.68857,2.26609,5.618115,4.621402,5.091922
股息,,,,,,
除税及股息后盈利/(亏损),1.851633,4.68857,2.26609,5.618115,4.621402,5.091922
基本每股盈利(仙),0.180000,0.570000,0.270000,,,
摊薄每股盈利(仙),0.180000,0.570000,0.270000,--,--,--
每股股息(仙),--,--,--,--,--,--
销售成本,-17.936568,-28.830613,-11.497306,-26.753387,-23.673126,-25.698933
折旧,-0.509424,-0.860748,-0.401012,-0.578736,-0.368483,-0.303335
销售及分销费用,-0.064936,-0.121597,-0.072806,-0.098867,-0.082288,-0.106376
一般及行政费用,-4.195414,-9.408928,-2.99341,-6.739724,-5.6726,-5.259227
利息费用/融资成本,-0.046522,-0.077196,-0.036873,-0.114454,-0.102346,-0.081749
毛利,7.276322,17.991822,7.325143,13.751581,11.290476,9.126676
经营盈利,2.279131,5.885382,2.905514,6.887783,5.539749,5.622954
应占联营公司盈利,--,--,--,--,--,--
币种,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元
