报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,44.227,13.001,40.399,10.402,43.613,16.012,43.679,19.779
除税前盈利/(亏损),-23.164,-10.814,-13.91,-66.29,-35.205,-23.44,-957.699,-25.449
税项,-1.015,-1.658,-11.549,-1.644,-2.797,-1.651,214.935,0.776
除税后盈利/(亏损),-24.179,-12.472,-25.459,-67.934,-38.002,-25.091,-742.764,-24.673
少数股东权益,-8.33,-0.458,1.722,-4.301,-3.542,-2.071,-140.777,-3.716
股东应占盈利/(亏损),-15.849,-12.014,-27.181,-63.633,-34.46,-23.02,-601.987,-20.957
股息,,,,,,,,
除税及股息后盈利/(亏损),-15.849,-12.014,-27.181,-63.633,-34.46,-23.02,-601.987,-20.957
基本每股盈利(仙),-0.090000,-0.070000,-0.220000,-0.860000,-0.660000,-0.440000,-11.500000,-0.400000
摊薄每股盈利(仙),--,-0.070000,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-12.244,-1.911,-8.556,-4.048,-8.872,-4.939,-11.606,-4.093
折旧,-1.999,-1.19,-2.078,-1.069,-1.709,-1.315,-3.406,-1.805
销售及分销费用,-1.715,-0.219,-0.57,-0.683,-1.416,-0.707,-1.316,-0.742
一般及行政费用,-38.871,-18.421,-53.917,-29.671,-47.216,-20.393,-72.351,-29.966
利息费用/融资成本,-7.216,-3.467,-42.095,-42.444,-22.059,-13.414,-15.995,-15.976
毛利,31.983,11.09,31.843,6.354,34.741,11.073,32.073,15.686
经营盈利,-17.42,-7.347,22.903,-23.846,-13.884,-10.026,-914.972,-9.473
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
