报告期,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2016-09-30,2015-09-30
报表类型,中报,一季报,年报,中报,一季报,年报,年报
营业额,38.034,26.871,84.155,30.576,10.111,76.725,65.329
除税前盈利/(亏损),-2.441,7.504,13.566,1.664,-0.561,13.443,12.801
税项,-1.088,-1.621,-3.35,-0.515,,-2.689,-2.168
除税后盈利/(亏损),-3.529,5.883,10.216,1.149,-0.561,10.754,10.633
少数股东权益,,,,,,,
股东应占盈利/(亏损),-3.529,5.883,10.216,1.149,-0.561,10.754,10.633
股息,5,,,,,,
除税及股息后盈利/(亏损),-8.529,5.883,10.216,1.149,-0.561,10.754,10.633
基本每股盈利(仙),-0.430000,,,0.150000,,,
摊薄每股盈利(仙),-0.430000,--,--,0.150000,--,--,--
每股股息(仙),0.500000,--,--,--,--,--,--
销售成本,-18.67,-10.65,-35.264,-14.601,-4.92,-33.97,-29.069
折旧,-0.125,-0.063,-0.267,-0.14,-0.078,-0.295,-0.865
销售及分销费用,-1.815,-0.856,-3.861,-1.712,-0.35,-4.211,-3.619
一般及行政费用,-20,-7.866,-31.511,-12.6,-5.403,-25.128,-19.851
利息费用/融资成本,--,--,--,--,--,--,--
毛利,19.364,16.221,48.891,15.975,5.191,42.755,36.26
经营盈利,-2.441,7.504,13.566,1.664,-0.561,13.443,12.801
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
