报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,年报
营业额,166.065,270.861,126.44,163.238,55.487,67.555,49.016
除税前盈利/(亏损),554.709,1033.213,687.217,1881.124,399.062,253.426,331.596
税项,-126.015,-312.735,-163.574,-675.759,-160.932,-105.583,-97.825
除税后盈利/(亏损),428.694,720.478,523.643,1205.365,238.13,147.843,233.771
少数股东权益,,,,,,,
股东应占盈利/(亏损),428.694,720.478,523.643,1205.365,238.13,147.843,233.771
股息,,,,,,,
除税及股息后盈利/(亏损),428.694,720.478,523.643,1205.365,238.13,147.843,233.771
基本每股盈利(仙),14.590000,40.320000,65.000000,,30.000000,,
摊薄每股盈利(仙),14.570000,40.270000,65.000000,--,27.000000,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-60.344,-88.881,-37.801,-57.252,-17.813,-21.262,-16.195
折旧,-0.934,-1.465,-0.612,-0.997,-0.446,-0.509,-0.364
销售及分销费用,-12.495,-19.877,-9.026,-14.312,-6.048,-8.005,-4.197
一般及行政费用,-34.67,-93.246,-47.794,-59.496,-31.795,-32.61,-14.391
利息费用/融资成本,-149.892,-134.299,-17.652,-26.913,-5.535,-17.277,-12.386
毛利,105.721,181.98,88.639,105.986,37.674,46.293,32.821
经营盈利,523.592,1083.481,639.584,1844.288,337.977,242.128,332.362
应占联营公司盈利,147.09,76.502,57.79,16.215,21.16,--,8.57
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
