报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,133.607,62.863,166.83,90.202,252.29,148.177,198.063,86.535
除税前盈利/(亏损),-46.033,-38.647,-53.4,-35.022,11.755,45.818,70.96,91.542
税项,-0.049,,2.202,2.409,1.655,-3.5,-16.633,-10.004
除税后盈利/(亏损),-46.082,-38.647,-51.198,-32.613,13.41,42.318,54.327,81.538
少数股东权益,,,,,-0.196,-0.196,21.652,21.653
股东应占盈利/(亏损),-46.082,-38.647,-51.198,-32.613,13.606,42.514,32.675,59.885
股息,,,,,,,,
除税及股息后盈利/(亏损),-46.082,-38.647,-51.198,-32.613,13.606,42.514,32.675,59.885
基本每股盈利(仙),-1.010000,-0.920000,-1.240000,-0.790000,0.330000,1.030000,0.830000,1.540000
摊薄每股盈利(仙),-1.010000,-0.920000,-1.240000,--,0.330000,--,0.800000,1.540000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,-6.033,-3.275,-9.544,-5.017,-11.955,-6.668,-11.702,-5.6
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,-29.612,-78.761,-44.792,-120.676,-63.393,-115.695,-54.567
利息费用/融资成本,-5.523,-2.626,-5.044,-2.481,-8.63,-6.011,-13.579,-8.761
毛利,133.607,62.863,166.83,90.202,252.29,148.177,198.063,86.535
经营盈利,-46.033,-38.647,-53.4,-35.022,11.755,45.818,70.96,91.542
应占联营公司盈利,--,--,--,--,0.095,0.095,60.463,60.463
币种,港币,港币,港币,港币,港币,港币,港币,港币
