报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,三季报,中报,一季报,年报,三季报,中报,一季报,年报
营业额,135.489,49.388,14.154,205.669,159.212,106.882,53.503,116.907
除税前盈利/(亏损),-87.626,-67.345,-43.482,-110.423,-45.207,-19.126,52.389,-18.575
税项,0.329,0.22,0.07,-0.023,-0.058,,,
除税后盈利/(亏损),-87.297,-67.125,-43.412,-110.446,-45.265,-19.126,52.389,-18.575
少数股东权益,-0.009,-0.007,,-0.006,-0.006,-0.005,,40.662
股东应占盈利/(亏损),-87.288,-67.118,-43.412,-110.44,-45.259,-19.121,52.389,-59.237
股息,,,,,,,,
除税及股息后盈利/(亏损),-87.288,-67.118,-43.412,-110.44,-45.259,-19.121,52.389,-59.237
基本每股盈利(仙),-5.700000,-4.380000,-2.800000,-25.000000,-12.590000,-5.500000,16.400000,-27.000000
摊薄每股盈利(仙),-5.700000,-4.380000,-2.800000,-25.000000,-12.590000,-5.500000,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-23.131,-16.649,-8.665,-16.545,-8.143,-4.903,-2.412,-10.059
折旧,--,-2.803,--,-4.605,--,-2.266,--,-4.981
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-44.448,-32.89,-12.21,-39.188,-29.902,-17.852,-9.251,-40.691
利息费用/融资成本,-2.601,-1.751,-0.93,-0.777,-0.132,-0.008,-0.004,-1.868
毛利,10.351,5.235,2.489,-0.577,-0.057,-0.729,-0.162,-0.769
经营盈利,-84.081,-64.933,-42.269,-109.011,-44.023,-18.379,52.833,-16
应占联营公司盈利,-0.944,-0.661,-0.283,-0.635,-1.052,-0.739,-0.44,-0.707
币种,港币,港币,港币,港币,港币,港币,港币,港币
