报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,75.86,118.419,52.745,109.188,32.613036,111.533707,34.153694,106.296417
除税前盈利/(亏损),15.016,-0.647,-15.334,-71.86,-30.571794,11.627671,-25.202247,32.023389
税项,-2.208,-1.274,-0.239,-0.213,-0.03515,0.03548,0.03548,-0.03548
除税后盈利/(亏损),12.808,-1.921,-15.573,-72.073,-30.606944,11.663151,-25.166767,31.987909
少数股东权益,0.206,0.008,0.01,-2.161,-0.978614,2.576964,0.062282,0.117639
股东应占盈利/(亏损),12.602,-1.929,-15.583,-69.912,-29.62833,9.086187,-25.229049,31.87027
股息,11.043,24.846,11.043,24.846,11.04261,25.766525,9.20261,21.166003
除税及股息后盈利/(亏损),1.559,-26.775,-26.626,-94.758,-40.67094,-16.680338,-34.431659,10.704267
基本每股盈利(仙),0.200000,-0.030000,-0.300000,-1.270000,-0.500000,0.190000,-0.600000,0.850000
摊薄每股盈利(仙),0.200000,-0.030000,-0.300000,-1.270000,-0.500000,0.190000,-0.600000,0.850000
每股股息(仙),0.200000,0.450000,0.200000,0.450000,0.200000,0.500000,0.200000,0.500000
销售成本,--,--,--,--,--,--,--,--
折旧,-4.951,-11.608,-5.928,-11.912,-5.891186,-11.565721,-5.714837,-11.129757
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-68.704,-123.214,-58.758,-120.569,-58.289887,-107.434701,-54.072893,-117.781165
利息费用/融资成本,-0.399,-0.689,-0.317,-1.289,-0.713189,-2.116499,-1.075663,-3.118739
毛利,75.86,118.419,52.745,109.188,32.613036,111.533707,34.153694,106.296417
经营盈利,15.016,-0.647,-15.334,-71.86,-31.380356,11.627671,-25.070223,32.023389
应占联营公司盈利,2.81,-0.451,-0.068,0.605,0.850556,0.766186,-0.132024,-0.347968
币种,港币,港币,港币,港币,港币,港币,港币,港币
