报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,251.161,134.379,50.287,144.075,63.612,144.624,50.477,87.368
除税前盈利/(亏损),210.589,272.087,201.412,486.02,351.382,491.202,209.883,574.614
税项,-15.775,-6.475,-9.803,-8.681,4.19,-18.515,-14.744,-18.26
除税后盈利/(亏损),194.814,265.612,191.609,477.339,355.572,472.687,195.139,556.354
少数股东权益,,,,,,,,
股东应占盈利/(亏损),194.814,265.612,191.609,477.339,355.572,472.687,195.139,556.354
股息,,22.9714328,,22.9714328,,22.971,,22.971
除税及股息后盈利/(亏损),194.814,242.6405672,191.609,454.3675672,355.572,449.716,195.139,533.383
基本每股盈利(仙),41.000000,57.810000,41.710000,103.900000,77.390000,102.890000,42.470000,121.100000
摊薄每股盈利(仙),41.000000,57.810000,41.710000,103.900000,77.390000,102.890000,42.470000,121.100000
每股股息(仙),--,5.000000,--,5.000000,--,5.000000,--,5.000000
销售成本,-187.1,--,--,--,--,--,--,--
折旧,-0.806,-1.423,-0.726,-1.417,-0.697,-1.343,-0.642,-0.862
销售及分销费用,-0.37,--,--,--,--,--,--,--
一般及行政费用,-25.827,--,--,--,--,--,--,--
利息费用/融资成本,-24.526,-35.001,-11.165,-12.958,-7.153,-7.016,-2.366,-4.678
毛利,64.061,134.379,50.287,144.075,63.612,144.624,50.477,87.368
经营盈利,31.748,-164.613,-21.968,-21.922,64.176,45.998,2.646,206.811
应占联营公司盈利,203.367,471.701,234.545,520.9,294.359,452.22,209.603,366.925
币种,港币,港币,港币,港币,港币,港币,港币,港币
