报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,年报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,134.082,106.709,79.998,55.966,693.512,605.188,506.457,276.4
除税前盈利/(亏损),41.302,16.143,8.989,6.17,122.964,107.84,93.736,66.134
税项,-40.114,-11.754,-7.855,-4.899,-49.29,-28.323,-19.767,-9.154
除税后盈利/(亏损),1.188,4.389,1.134,1.271,73.674,79.517,73.969,56.98
少数股东权益,-3.695,-3.003,-1.477,-1.061,21.31,28.969,26.76,24.325
股东应占盈利/(亏损),4.883,7.392,2.611,2.332,52.364,50.548,47.209,32.655
股息,19.712,,,,21.848,,,
除税及股息后盈利/(亏损),-14.829,7.392,2.611,2.332,30.516,50.548,47.209,32.655
基本每股盈利(仙),0.200000,0.300000,0.110000,0.090000,2.130000,2.050000,1.920000,2.650000
摊薄每股盈利(仙),0.200000,0.300000,0.110000,0.090000,2.130000,2.050000,1.920000,2.650000
每股股息(仙),1.000000,--,--,--,1.000000,--,--,--
销售成本,-89.321,-77.582,-64.743,-48.695,-559.414,-472.043,-399.279,-207.352
折旧,-2.855,--,-0.496,--,-3.053,--,-1.219,--
销售及分销费用,-10.776,-9.252,-5.398,-2.684,-17.92,-12.029,-6.696,-3.172
一般及行政费用,-48.75,-29.128,-20.268,-9.949,-40.341,-28.244,-18.94,-9.488
利息费用/融资成本,-5.113,-3.763,-0.324,-0.163,-5.888,--,--,--
毛利,44.761,29.127,15.255,7.271,134.098,133.145,107.178,69.048
经营盈利,48.231,19.906,9.313,6.333,129.766,107.84,93.736,66.134
应占联营公司盈利,-1.315,--,--,--,-0.414,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
