报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,172532.204,82737.598,156705.203,75615.523,146568.105,135749.18,116950.696
除税前盈利/(亏损),8582.348,4419.967,8042.665,4228.774,8050.295,6922.773,6912.913
税项,-1715.482,-966.836,-2074.576,-1048.264,-1968.061,-1430.902,-1458.286
除税后盈利/(亏损),6866.866,3453.131,5968.089,3180.51,6082.234,5491.871,5454.627
少数股东权益,3383.83,1642.684,3146.679,1544.441,3232.158,2845.931,2815.11
股东应占盈利/(亏损),3483.036,1810.447,2821.41,1636.069,2850.076,2645.94,2639.517
股息,691.3,,565.606,,,,
除税及股息后盈利/(亏损),2791.736,1810.447,2255.804,1636.069,2850.076,2645.94,2639.517
基本每股盈利(仙),55.000000,29.000000,57.000000,35.000000,62.000000,57.000000,67.000000
摊薄每股盈利(仙),--,--,--,--,--,--,--
每股股息(仙),11.000000,--,9.000000,--,--,--,--
销售成本,-144256.056,-70209.626,-132596.104,-63862.413,-123369.243,-114259.158,-96801.611
折旧,-1262.79,-688.196,-1010.051,-564.676,-1090.257,-1048,-942.421
销售及分销费用,-13868.785,-5511.144,-10947.479,-4968.248,-10111.546,-8800.154,-8423.115
一般及行政费用,-4247.079,-1778.1,-3882.186,-1743.811,-3844.892,-4246.773,-3673.505
利息费用/融资成本,-2230.949,-954.8,-1796.062,-889.096,-2050.462,-2134.599,-1770.734
毛利,28276.148,12527.972,24109.099,11753.11,23198.862,21490.022,20149.085
经营盈利,8582.348,4419.967,8042.665,4228.774,8050.295,6922.773,6912.913
应占联营公司盈利,140.795,35.995,48.164,31.832,58.224,64.64,54.917
币种,港币,港币,港币,港币,港币,港币,港币
