报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,325.858,130.463,273.71,113.892,241.225,128.265,255.379,154.294
除税前盈利/(亏损),-86.225,-35.22,-82.409,-22.599,-38.044,-18.779,-227.813,4.292
税项,-3.087,-0.755,-1.211,-0.431,-2.846,-0.585,1.911,-4.708
除税后盈利/(亏损),-89.312,-35.975,-83.62,-23.03,-40.89,-19.364,-225.902,-0.416
少数股东权益,-18.326,-10.066,-3.556,-6.92,-5.554,-4.174,-32.858,-0.513
股东应占盈利/(亏损),-70.986,-25.909,-80.064,-16.11,-35.336,-15.19,-193.044,0.097
股息,,,,,,,,
除税及股息后盈利/(亏损),-70.986,-25.909,-80.064,-16.11,-35.336,-15.19,-193.044,0.097
基本每股盈利(仙),-2.230000,-0.810000,-3.420000,-0.710000,-1.810000,-0.910000,-11.570000,0.010000
摊薄每股盈利(仙),-2.230000,-0.810000,-3.420000,-0.710000,-1.810000,-0.910000,-11.570000,0.010000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-228.707,-82.84,-150.421,-64.008,-140.475,-73.892,-147.037,-79.939
折旧,-26.625,-10.677,-25.142,-11.962,-20.577,-9.976,-22.437,-9.516
销售及分销费用,-66.02,-56.572,-57.513,-46.247,-79.567,-49.707,-96.466,-45.828
一般及行政费用,-142.34,-30.306,-112.655,-31.255,-77.941,-26.605,-69.629,-26.314
利息费用/融资成本,-2.885,-2.148,-10.778,-1.68,-3.544,-1.971,-3.947,-1.993
毛利,97.151,47.623,123.289,49.884,100.75,54.373,108.342,74.355
经营盈利,-83.34,-33.072,-71.631,-20.919,-34.5,-16.808,-223.866,6.285
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
