报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报
营业额,156.757,403.266,147.398,464.303,203.951,143.082,464.099
除税前盈利/(亏损),13.887,46.213,18.236,49.546,21.108,13.928,50.058
税项,-2.461,-9.768,-3.722,-9.595,-3.895,-2.746,-6.325
除税后盈利/(亏损),11.426,36.445,14.514,39.951,17.213,11.182,43.733
少数股东权益,,,,,,,
股东应占盈利/(亏损),11.426,36.445,14.514,39.951,17.213,11.182,43.733
股息,,,,,,,
除税及股息后盈利/(亏损),11.426,36.445,14.514,39.951,17.213,11.182,43.733
基本每股盈利(仙),1.670000,6.100000,2.660000,,3.160000,,
摊薄每股盈利(仙),1.670000,6.100000,2.660000,--,3.160000,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-131.533,-331.273,-119.808,-390.666,-175.07,-121.223,-387.049
折旧,-6.384,-14.649,-7.286,-15.686,-7.366,-15.828,-16.417
销售及分销费用,--,--,--,--,--,--,--
一般及行政费用,-12.714,-33.628,-13.89,-25.147,-8.135,-16.925,-33.163
利息费用/融资成本,-0.239,-0.737,-0.443,-0.823,-0.361,-1.178,-2.358
毛利,25.224,71.993,27.59,73.637,28.881,21.859,77.05
经营盈利,14.126,46.95,18.679,50.369,21.469,15.106,52.416
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
