报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,131.343,66.596,130.998,68.366,132.919,74.303,97.334,46.6
除税前盈利/(亏损),70.314,41.32,64.98,48.794,45.021,39.365,14.883,5.398
税项,-9.364,-5.581,-6.834,-4.726,-5.669,-3.686,-1.922,-0.474
除税后盈利/(亏损),60.95,35.739,58.146,44.068,39.352,35.679,12.961,4.924
少数股东权益,0.62,1.14,-2.952,-0.241,-1.102,-0.549,-1.501,-0.757
股东应占盈利/(亏损),60.33,34.599,61.098,44.309,40.454,36.228,14.462,5.681
股息,16.553,7.072,4.713,4.713,4.713,,,
除税及股息后盈利/(亏损),43.777,27.527,56.385,39.596,35.741,36.228,14.462,5.681
基本每股盈利(仙),2.560000,1.470000,2.590000,1.880000,1.720000,1.540000,0.610000,0.240000
摊薄每股盈利(仙),2.540000,1.460000,2.590000,1.880000,1.560000,1.360000,0.530000,0.200000
每股股息(仙),0.700000,0.300000,0.200000,0.200000,0.200000,--,--,--
销售成本,-85.661,-40.292,-87.152,-43.458,-88.645,-44.118,-73.331,-36.052
折旧,-70.068,-34.384,-72.351,-36.677,-76.525,-38.544,-60.245,-30.136
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-25.325,-13.576,-22.755,-10.625,-23.62,-11.228,-21.462,-9.947
利息费用/融资成本,-32.487,-14.806,-31.894,-16.347,-43.154,-22.198,-37.07,-18.474
毛利,45.682,26.304,43.846,24.908,44.274,30.185,24.003,10.548
经营盈利,32.676,21.436,21.253,14.446,20.676,18.979,1.512,-6.408
应占联营公司盈利,67.58,33.619,72.009,49.122,60.916,39.179,45.076,28.352
币种,港币,港币,港币,港币,港币,港币,港币,港币
