报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,,0.309,0.332,-1.349,-1.452,0.117,-0.014,0.155
除税前盈利/(亏损),-5.865,-5.977,-3.24,-11.922,-3.092,1.131,-1.459,-3.876
税项,,,,,,,,
除税后盈利/(亏损),-5.865,-5.977,-3.24,-11.922,-3.092,1.131,-1.459,-3.876
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-5.865,-5.977,-3.24,-11.922,-3.092,1.131,-1.459,-3.876
股息,,,,,,,,
除税及股息后盈利/(亏损),-5.865,-5.977,-3.24,-11.922,-3.092,1.131,-1.459,-3.876
基本每股盈利(仙),-3.390000,-3.000000,-1.880000,-7.000000,-1.790000,1.000000,-0.840000,-2.000000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,-0.003,--,--,--,--,--,--,--
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-4.525,-3.464,-1.516,-3.283,-1.658,-3.16,-1.495,-3.684
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,--,0.309,0.332,-1.349,-1.452,0.117,-0.014,0.155
经营盈利,-5.865,-5.977,-3.24,-11.922,-3.092,1.131,-1.459,-3.876
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
