报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
营业额,96.523837,49.844007,89.795056,45.241933,78.343631,65.181204
除税前盈利/(亏损),4.818877,-0.191424,18.238315,8.673783,18.357943,10.186793
税项,-4.408046,-2.0579,-4.881014,-2.272716,-4.735708,-2.83775
除税后盈利/(亏损),0.410831,-2.249324,13.357301,6.401067,13.622235,7.349043
少数股东权益,,,,,,
股东应占盈利/(亏损),0.410831,-2.249324,13.357301,6.401067,13.622235,7.349043
股息,,,,,,
除税及股息后盈利/(亏损),0.410831,-2.249324,13.357301,6.401067,13.622235,7.349043
基本每股盈利(仙),0.040000,,,,,
摊薄每股盈利(仙),0.040000,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--
销售成本,-65.02958,-36.753073,-59.227157,-30.233038,-51.177683,-46.538854
折旧,-2.013191,-1.008101,-1.80198,-0.913892,-1.933149,-2.092854
销售及分销费用,-5.647423,-2.617576,-5.626869,-3.124045,-5.373865,-4.721168
一般及行政费用,-20.012924,-10.049436,-8.034672,-2.885886,-5.95844,-5.074049
利息费用/融资成本,-0.376973,-0.194775,-0.336475,-0.221096,-0.403181,-0.518131
毛利,31.494257,13.090934,30.567899,15.008895,27.165948,18.64235
经营盈利,5.005897,-0.015378,18.56409,8.883369,18.734933,10.708683
应占联营公司盈利,--,--,--,--,--,-0.006637
币种,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特
