报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,1144.539,821.643,1551.858,696.893,1006.339,659.324,554.902
除税前盈利/(亏损),119.851,76.49,150.486,62.578,127.218,69.738,37.87
税项,-39.523,-22.526,-42.482,-19.11,-32.039,-17.799,-11.079
除税后盈利/(亏损),80.328,53.964,108.004,43.468,95.179,51.939,26.791
少数股东权益,,,,,,,0.244
股东应占盈利/(亏损),80.328,53.964,108.004,43.468,95.179,51.939,26.547
股息,,,,,,13.273,
除税及股息后盈利/(亏损),80.328,53.964,108.004,43.468,95.179,38.666,26.547
基本每股盈利(仙),13.900000,10.100000,24.000000,9.700000,,,
摊薄每股盈利(仙),13.900000,10.100000,24.000000,9.700000,--,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-956.924,-707.987,-1333.225,-589.321,-839.205,-559.481,-489.183
折旧,-0.661,-0.265,-0.486,-0.234,-0.676,-1.175,-2.317
销售及分销费用,--,--,--,--,--,--,--
一般及行政费用,-68.898,-34.3,-42.312,-23.589,-14.747,-12.973,-17.324
利息费用/融资成本,-3.627,-1.622,-9.503,-7.829,-20.039,-21.371,-19.108
毛利,182.047,111.959,194.626,87.982,132.535,76.568,46.561
经营盈利,123.478,78.112,159.989,70.407,147.257,91.109,56.978
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
