报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,613.483,291.943,669.896,339.213,485.371,398.516,282.552
除税前盈利/(亏损),11.375,6.368,11.921,6.143,9.042,9.089,0.508
税项,-1.449,-0.932,-2.494,-1.195,-2.14,-1.707,-0.378
除税后盈利/(亏损),9.926,5.436,9.427,4.948,6.902,7.382,0.13
少数股东权益,-0.021,,0.148,0.148,0.806,0.738,0.013
股东应占盈利/(亏损),9.947,5.436,9.279,4.8,6.096,6.644,0.117
股息,3.202,,,,4,,
除税及股息后盈利/(亏损),6.745,5.436,9.279,4.8,2.096,6.644,0.117
基本每股盈利(仙),1.989000,1.087000,2.322000,1.320000,1.806000,2.053000,0.038000
摊薄每股盈利(仙),--,--,--,--,--,--,--
每股股息(仙),5.000000,2.000000,--,--,--,--,--
销售成本,-583.894,-278.235,-638.279,-324.163,-463.145,-377.319,-269.633
折旧,-0.164,-0.083,-0.165,-0.079,-0.257,-0.238,-0.152
销售及分销费用,-4.477,-2.248,-4.874,-2.196,-2.608,-2.359,-4.159
一般及行政费用,-7.134,-3.257,-6.209,-2.708,-6.817,-4.929,-3.788
利息费用/融资成本,-3.234,-1.813,-3.586,-1.786,-1.75,-0.965,-0.365
毛利,29.589,13.708,31.617,15.05,22.226,21.197,12.919
经营盈利,11.375,6.368,11.921,6.143,9.042,9.089,0.508
应占联营公司盈利,--,--,--,--,--,--,--
币种,美元,美元,美元,美元,美元,美元,美元
