报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,2303.555,1050.618,940.765,128.791,229.514,117.15,831.116,606.389
除税前盈利/(亏损),859.402,498.346,451.721,136.01,76.147,137.557,416.594,205.975
税项,-373.941,-224.521,-186.345,-35.579,-63.168,-35.141,-182.199,-114.793
除税后盈利/(亏损),485.461,273.825,265.376,100.431,12.979,102.416,234.395,91.182
少数股东权益,,,,,,,,
股东应占盈利/(亏损),485.461,273.825,265.376,100.431,12.979,102.416,234.395,91.182
股息,33.886,33.886,69.935,24.874,,,35.148,
除税及股息后盈利/(亏损),451.575,239.939,195.441,75.557,12.979,102.416,199.247,91.182
基本每股盈利(仙),26.900000,15.200000,14.700000,5.600000,0.700000,5.700000,13.000000,5.100000
摊薄每股盈利(仙),26.900000,15.200000,14.700000,5.600000,0.700000,5.700000,13.000000,5.100000
每股股息(仙),4.680000,1.880000,3.880000,1.380000,--,--,1.950000,--
销售成本,-1405.241,-620.043,-580.77,-61.985,-119.147,-58.642,-526.942,-372.684
折旧,-14.969,-4.927,-8.464,-3.57,-10.565,-3.776,-7.915,-3.709
销售及分销费用,-29.405,-14.669,-39.374,-17.641,-18.579,-5.645,-10.99,-4.998
一般及行政费用,-172.504,-77.637,-117.862,-59.391,-119.56,-69.663,-103.309,-57.46
利息费用/融资成本,-126.904,-36.474,-51.039,-40.214,-65.173,-28.205,-56.041,-34.273
毛利,898.314,430.575,359.995,66.806,110.367,58.508,304.174,233.705
经营盈利,859.402,498.346,451.721,136.01,76.147,137.557,416.594,205.975
应占联营公司盈利,-3.619,-0.106,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
