报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,792.873,393.08,742.484,404.383,973.14,468.252,1095.363,582.273
除税前盈利/(亏损),91.514,40.952,-6.767,-9.708,37.359,8.9,43.947,8.114
税项,-5.642,-5.558,-5.608,-1.732,-9.603,-2.401,-7.642,-1.942
除税后盈利/(亏损),85.872,35.394,-12.375,-11.44,27.756,6.499,36.305,6.172
少数股东权益,,,,,,,8.729,4.328
股东应占盈利/(亏损),85.872,35.394,-12.375,-11.44,27.756,6.499,27.576,1.844
股息,,,,,,,,
除税及股息后盈利/(亏损),85.872,35.394,-12.375,-11.44,27.756,6.499,27.576,1.844
基本每股盈利(仙),1.650000,0.680000,-0.240000,-0.220000,0.530000,0.130000,0.710000,0.060000
摊薄每股盈利(仙),1.650000,0.680000,-0.240000,-0.220000,0.530000,0.120000,0.710000,0.060000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-548.588,-278.778,-552.936,-309.706,-720.329,-354.303,-847.583,-452.088
折旧,-16.623,-8.834,-22.32,-11.654,-21.91,-9.522,-15.198,-8.943
销售及分销费用,-108.587,-59.198,-136.726,-69.073,-143.081,-67.867,-139.415,-73.753
一般及行政费用,-80.592,-35.011,-74.447,-37.736,-83.725,-42.742,-95.287,-52.631
利息费用/融资成本,-2.004,-1.6,-3.02,-1.21,-3.038,-1.353,-5.881,-3.376
毛利,244.285,114.302,189.548,94.677,252.811,113.949,247.78,130.185
经营盈利,91.514,40.952,-6.767,-9.708,37.359,8.9,43.947,8.114
应占联营公司盈利,4.822,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
