报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,6972.545,3032.123,5090.073,1973.499,4008.513,1581.079,3346.278,1539.588
除税前盈利/(亏损),608.755,272.089,566.966,218.648,461.923,189.115,413.758,205.176
税项,-96.746,-45.847,-88.284,-30.877,-64.215,-33.34,-62.838,-33.523
除税后盈利/(亏损),512.009,226.242,478.682,187.771,397.708,155.775,350.92,171.653
少数股东权益,16.09,5.881,6.732,0.939,0.079,-0.677,1.103,0.242
股东应占盈利/(亏损),495.919,220.361,471.95,186.832,397.629,156.452,349.817,171.411
股息,134.058,,126.758,,106.522,,93.796,
除税及股息后盈利/(亏损),361.861,220.361,345.192,186.832,291.107,156.452,256.021,171.411
基本每股盈利(仙),39.000000,17.000000,37.000000,15.000000,31.000000,12.000000,33.000000,19.000000
摊薄每股盈利(仙),39.000000,17.000000,37.000000,15.000000,31.000000,12.000000,33.000000,19.000000
每股股息(仙),9.940000,--,9.960000,--,8.370000,--,7.370000,--
销售成本,-5629.327,-2448.737,-3987.039,-1537.795,-3174.537,-1267.546,-2592.362,-1189.439
折旧,-37.264,-17.443,-44.984,-15.633,-34.174,-11.945,-34.853,-9.838
销售及分销费用,-96.636,-45.31,-73.633,-38.954,-57.25,-27.016,-60.616,-26.452
一般及行政费用,-610.998,-278.803,-529.83,-193.529,-354.558,-118.352,-269.867,-120.217
利息费用/融资成本,-141.244,-62.327,-59.033,-17.779,-4.983,-5.679,-2.332,--
毛利,1343.218,583.386,1103.034,435.704,833.976,313.533,753.916,350.149
经营盈利,608.755,272.089,566.966,218.648,461.923,189.115,413.758,205.176
应占联营公司盈利,3.742,2.33,2.771,1.055,1.842,0.882,1.479,0.546
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
