报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,53.961,76.779,34.038,138.293,71.634,143.695,70.026,121.384
除税前盈利/(亏损),-19.281,-450.619,-394.825,-3.778,-10.575,-234.934,-33.113,-197.773
税项,-5.356,-11.807,-4.623,,,,,
除税后盈利/(亏损),-24.637,-462.426,-399.448,-3.778,-10.575,-234.934,-33.113,-197.773
少数股东权益,,,,-0.117,-0.136,-0.914,-0.344,-0.475
股东应占盈利/(亏损),-24.637,-462.426,-399.448,-3.661,-10.439,-234.02,-32.769,-197.298
股息,,,,,,,,
除税及股息后盈利/(亏损),-24.637,-462.426,-399.448,-3.661,-10.439,-234.02,-32.769,-197.298
基本每股盈利(仙),-1.000000,-33.000000,-33.000000,-1.050000,-3.010000,-67.380000,-9.430000,-56.800000
摊薄每股盈利(仙),-1.000000,-33.000000,-33.000000,-1.050000,-3.010000,-67.380000,-9.430000,-56.800000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-44.638,-79.884,-47.609,-85.122,-52.574,-115.825,-54.011,-106.938
折旧,-25.695,-37.549,-18.918,-6.51,-14.61,-38.996,-14.43,-38.237
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-27.707,-45.333,-11.254,-30.383,-15.481,-36.854,-14.341,-25.287
利息费用/融资成本,-11.89,-18.149,-6.645,-25.907,-13.332,-23.432,-10.505,-23.372
毛利,9.323,-3.105,-13.571,53.171,19.06,27.87,16.015,14.446
经营盈利,-22.544,-433.631,-388.195,-3.778,-10.575,-234.934,-33.113,-197.773
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
