报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,196.142,27.48,406.134,294.073,1408.339,704.359,1916.183,820.406
除税前盈利/(亏损),-107.729,-40.139,19.063,21.632,216.52,87.715,193.66,72.939
税项,-1.977,-1.982,-3.567,-2.089,-35.621,-25.275,-37.435,-10.96
除税后盈利/(亏损),-109.706,-42.121,15.496,19.543,180.899,62.44,156.225,61.979
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-109.706,-42.121,15.496,19.543,180.899,62.44,156.225,61.979
股息,,,14.802,,36.729,,,
除税及股息后盈利/(亏损),-109.706,-42.121,0.694,19.543,144.17,62.44,156.225,61.979
基本每股盈利(仙),-13.000000,-5.000000,2.000000,2.300000,24.000000,9.600000,24.000000,9.600000
摊薄每股盈利(仙),--,--,--,--,--,9.600000,--,--
每股股息(仙),--,--,1.789000,--,4.235080,--,--,--
销售成本,-220.418,-41.871,-386.291,-273.897,-1185.77,-591.167,-1655.949,-722.452
折旧,-0.047,-0.02,-0.041,-0.026,-0.058,-0.021,-0.681,-0.437
销售及分销费用,-5.758,-2.023,-10.736,-4.43,-18.407,-11.043,-22.847,-9.123
一般及行政费用,-62.194,-8.869,-24.603,-5.719,-11.671,-4.577,-6.901,-3.602
利息费用/融资成本,-0.103,--,-0.178,-0.178,-3.619,--,--,--
毛利,-24.276,-14.391,19.843,20.176,222.569,113.192,260.234,97.954
经营盈利,-107.729,-40.139,19.063,21.632,216.52,87.715,193.66,72.939
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
