报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
营业额,4581.352,2047.075,3000.131,1208.407,1203.198,1057.784
除税前盈利/(亏损),1187.588,564.68,783.395,354.148,327.746,225.05
税项,-230.289,-105.11,-153.873,-62.383,-56.302,-25.373
除税后盈利/(亏损),957.299,459.57,629.522,291.765,271.444,199.677
少数股东权益,3.476,2.154,0.3,-0.33,-0.509,3.309
股东应占盈利/(亏损),953.823,457.416,629.222,292.095,271.953,196.368
股息,185.947,,,,,
除税及股息后盈利/(亏损),767.876,457.416,629.222,292.095,271.953,196.368
基本每股盈利(仙),51.700000,28.230000,,20.280000,,
摊薄每股盈利(仙),51.700000,28.230000,--,20.280000,--,--
每股股息(仙),9.000000,--,--,--,--,--
销售成本,-3146.324,-1386.631,-2008.62,-785.059,-768.662,-764.72
折旧,-94.605,-45.25,-85.6,-42.119,-39.868,-31.432
销售及分销费用,--,--,--,--,--,--
一般及行政费用,-236.923,-98.598,-197.747,-60.683,-101.71,-63.425
利息费用/融资成本,-125.565,-53.086,-67.715,-29.97,-41.202,-26.228
毛利,1435.028,660.444,991.511,423.348,434.536,293.064
经营盈利,1314.044,618.278,851.977,384.599,369.409,251.278
应占联营公司盈利,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币
