报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1677.966,624.156,1321.601,432.618,1100.491,588.287,1165.579,571.875
除税前盈利/(亏损),28.332,13.889,6.782,-3.983,-37.661,44.676,81.588,50.027
税项,-6.002,-3.356,-0.383,3.182,-1.106,-8.546,-20.395,-8.659
除税后盈利/(亏损),22.33,10.533,6.399,-0.801,-38.767,36.13,61.193,41.368
少数股东权益,,,,,,,,
股东应占盈利/(亏损),22.33,10.533,6.399,-0.801,-38.767,36.13,61.193,41.368
股息,,,,,4,4,,
除税及股息后盈利/(亏损),22.33,10.533,6.399,-0.801,-42.767,32.13,61.193,41.368
基本每股盈利(仙),10.000000,4.860000,3.000000,-0.390000,-19.000000,18.000000,39.000000,28.000000
摊薄每股盈利(仙),10.000000,4.860000,3.000000,-0.390000,-19.000000,18.000000,39.000000,28.000000
每股股息(仙),--,--,--,--,2.000000,2.000000,--,--
销售成本,-1459.129,-533.528,-1160.336,-355.86,-854.979,-436.205,-889.736,-429.628
折旧,-37.658,-17.614,-39.422,-22.076,-47.746,-19.146,-42.327,-20.543
销售及分销费用,-23.943,-12.439,-23.625,-12.16,-25.926,-12.3,-22.918,-11.513
一般及行政费用,-87.638,-50.139,-75.227,-50.36,-107.129,-51.395,-99.879,-44.418
利息费用/融资成本,-24.646,-9.599,-22.866,-12.252,-30.534,-17.222,-29.672,-13.751
毛利,218.837,90.628,161.265,76.758,245.512,152.082,275.843,142.247
经营盈利,28.332,13.889,6.782,-3.983,-37.661,44.676,81.588,50.027
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
