科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"472,014,356.48","511,051,203.62","512,281,198.35","104,480,095.64","243,566,213.38","396,323,905.28","558,424,740.97","119,504,794.44","286,969,261.75","473,889,633.22","663,808,963.41","307,646,214.98","716,796,432.29","1,110,367,719.77","981,443,787.70","369,333,744.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"34,340,609.36",
收到的税费返还,,,,,,,,,,"282,381.91","327,761.32","8,348,633.96","19,252,953.13","30,304,297.45","38,172,073.50","4,495,092.12"
支付其他与投资活动有关的现金,,,,,,,,"1,500,000.00","5,105,900.00","3,105,900.00","3,978,000.00","1,000,000.00",,"2,300,000.00","2,300,000.00","200,000.00"
收到其他与经营活动有关的现金,"7,946,594.70","4,952,964.85","2,215,343.73","118,943.39","1,951,977.91","3,038,974.47","3,872,383.13","827,495.43","1,625,692.42","1,900,692.53","3,547,261.04","487,535.64","4,160,010.42","2,152,558.91","5,906,143.29","229,885.84"
投资活动现金流出小计,"20,812,577.30","15,175,347.90","42,133,060.53","7,863,699.88","470,820,397.10","609,129,064.39","875,780,380.45","138,902,202.55","205,639,101.95","334,865,421.52","527,513,917.96","185,492,285.53","260,699,791.37","378,712,193.71","576,549,268.51","143,892,898.91"
经营活动现金流入小计,"479,960,951.18","516,004,168.47","514,496,542.08","104,599,039.03","245,518,191.29","399,362,879.75","562,297,124.10","120,332,289.87","288,594,954.17","476,072,707.66","667,683,985.77","316,482,384.58","740,209,395.84","1,142,824,576.13","1,025,522,004.49","374,058,722.00"
投资活动产生的现金流量净额,"-19,656,937.48","-11,955,187.16","-21,367,925.10","-7,650,114.19","-257,175,613.67","-221,364,510.96","-269,136,124.19","2,248,097.62","128,657,964.30","80,990,032.07","31,358,954.38","22,369,977.74","91,008,101.36","83,743,715.53","-150,911,077.91","-1,929,493.41"
购买商品、接受劳务支付的现金,"331,595,925.89","354,485,314.06","359,702,446.83","80,396,512.76","188,124,641.94","276,985,252.70","392,794,337.43","96,705,136.61","225,945,959.37","368,527,496.55","510,884,189.59","298,277,276.54","578,467,142.42","937,376,687.37","775,798,470.29","236,738,792.70"
吸收投资收到的现金,,,,,"237,000,000.00","237,000,000.00","237,000,000.00",,,,"36,506,840.00",,"3,977,435.00","201,597,332.44","204,028,119.20",
支付给职工以及为职工支付的现金,"38,596,734.28","44,841,119.96","57,639,706.04","15,065,916.78","32,165,788.22","48,554,950.86","66,255,250.65","17,426,860.87","36,399,508.98","55,820,023.34","74,629,568.70","44,304,181.64","85,981,178.46","127,234,077.01","181,193,740.19","52,091,164.82"
取得借款收到的现金,,,,,,,,,,,,"33,000,000.00","41,500,000.00","46,500,000.00","64,500,000.00",
支付的各项税费,"30,505,817.82","34,747,727.00","32,677,164.39","7,411,539.97","15,373,595.09","22,596,772.39","30,318,445.91","5,924,725.26","14,082,144.18","19,384,819.82","23,444,467.29","12,021,946.63","18,184,938.82","29,688,901.34","49,490,306.02","6,406,151.76"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"18,591,210.85",,"7,888,979.46","55,417,171.86",
支付其他与经营活动有关的现金,"16,674,741.88","13,089,583.99","13,377,298.67","2,908,397.16","9,697,591.66","10,134,556.88","16,334,069.59","3,434,452.22","7,563,288.12","11,891,819.59","16,879,621.02","10,088,947.65","20,062,120.84","30,258,787.51","34,922,145.97","11,938,878.21"
筹资活动现金流入小计,,,,,"237,000,000.00","237,000,000.00","237,000,000.00",,,,"36,506,840.00","51,591,210.85","45,477,435.00","255,986,311.90","323,945,291.06",
经营活动现金流出小计,"417,373,219.87","447,163,745.01","463,396,615.93","105,782,366.67","245,361,616.91","358,271,532.83","505,702,103.58","123,491,174.96","283,990,900.65","455,624,159.30","625,837,846.60","364,692,352.46","702,695,380.54","1,124,558,453.23","1,041,404,662.47","307,174,987.49"
偿还债务支付的现金,,,,,,,,,,,,"26,000,000.00","60,500,000.00","98,500,000.00","121,500,000.00","10,000,000.00"
经营活动产生的现金流量净额,"62,587,731.31","68,840,423.46","51,099,926.15","-1,183,327.64","156,574.38","41,091,346.92","56,595,020.52","-3,158,885.09","4,604,053.52","20,448,548.36","41,846,139.17","-48,209,967.88","37,514,015.30","18,266,122.90","-15,882,657.98","66,883,734.51"
分配股利、利润或偿还利息支付的现金,"12,000,000.00","24,000,000.00","36,000,000.00",,,"48,000,000.00","48,000,000.00",,"24,000,000.00","24,000,000.00","24,000,000.00","750,668.81","22,289,448.37","22,915,034.23","22,251,831.88","22,228,351.00"
收回投资收到的现金,,,,,"206,000,000.00","379,000,000.00","594,000,000.00","140,000,000.00","330,000,000.00","410,000,000.00","550,000,000.00","165,500,000.00","305,500,000.00","420,500,000.00","419,500,000.00","140,000,000.00"
支付其他与筹资活动有关的现金,,,,,"11,732,400.00","11,770,003.80","18,335,002.97","1,832,417.78","517,166.01","12,359,904.65","11,389,247.75",,"26,184,466.33","1,531,130.00","4,086,810.00","50,730,333.17"
取得投资收益收到的现金,,"1,727,604.83","2,783,648.17","95,172.51","1,448,645.12","2,330,645.12","5,264,021.84","1,023,708.97","3,138,368.05","3,930,642.54","5,021,896.10","1,255,469.51","2,896,884.86","3,656,679.38","3,776,679.38","1,449,678.47"
筹资活动现金流出小计,"12,000,000.00","24,000,000.00","36,000,000.00",,"11,732,400.00","59,770,003.80","66,335,002.97","1,832,417.78","24,517,166.01","36,359,904.65","35,389,247.75","26,750,668.81","108,973,914.70","122,946,164.23","147,838,641.88","82,958,684.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,"481,040.29","690,651.72","17,623,860.33","28,006.42","48,691.60","50,690.52","51,302.94",133.50,"773,191.81","914,051.89","2,396,369.84","3,162.39","3,591.21","515,034.66","518,135.45","128,506.37"
筹资活动产生的现金流量净额,"-12,000,000.00","-24,000,000.00","-36,000,000.00",,"225,267,600.00","177,229,996.20","170,664,997.03","-1,832,417.78","-24,517,166.01","-36,359,904.65","1,117,592.25","24,840,542.04","-63,496,479.70","133,040,147.67","176,106,649.18","-82,958,684.17"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"26,418.77","364,767.80","389,475.73","11,335.35","89,995.89","87,871.49","54,049.49","-40,552.64","-230,108.30","-538,164.36","-825,465.89","-3,029,161.11","1,020,873.49","3,222,888.19","957,823.83","-572,604.59"
收到其他与投资活动有关的现金,"674,599.53","801,904.19","357,626.93","90,406.76","6,147,446.71","6,383,217.79","7,328,931.48","126,457.70","385,506.39","1,010,759.16","1,454,606.40","41,103,631.37","43,307,416.66","37,784,195.20","1,843,375.77","385,220.66"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,155,639.82","3,220,160.74","20,765,135.43","213,585.69","213,644,783.43","387,764,553.43","606,644,256.26","141,150,300.17","334,297,066.25","415,855,453.59","558,872,872.34","207,862,263.27","351,707,892.73","462,455,909.24","425,638,190.60","141,963,405.50"
五、现金及现金等价物净增加额,"30,957,212.60","33,250,004.10","-5,878,523.22","-8,822,106.48","-31,661,443.40","-2,955,296.35","-41,822,057.15","-2,783,757.89","108,514,743.51","64,540,511.42","73,497,219.91","-4,028,609.21","66,046,510.45","238,272,874.29","10,270,737.12","-18,577,047.66"
