科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"375,751,047.24","442,943,831.19","476,623,089.59","252,758,866.15","397,481,074.23","547,411,019.89","144,611,497.44","287,090,512.94","489,782,571.17","670,700,348.03","176,668,178.99","343,473,012.37","535,501,949.39","744,757,145.83","178,307,086.13"
二、营业利润,"71,034,427.27","81,059,081.04","97,028,066.50","54,011,778.59","84,871,559.19","122,415,950.64","32,926,307.14","68,790,477.02","114,832,742.30","161,514,297.74","36,419,032.70","79,077,981.92","127,648,134.68","182,133,615.73","37,349,898.47"
减:营业成本,"230,579,518.65","268,849,300.97","282,998,539.15","143,029,726.50","228,049,939.39","312,290,025.34","86,059,136.12","176,998,892.37","304,902,675.30","416,425,379.33","109,650,614.10","213,981,775.55","330,148,058.00","449,332,528.25","113,809,466.91"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"3,308,975.12","3,385,264.15","3,323,708.95","1,641,352.77","2,907,291.38","6,359,893.30","1,884,263.99","3,496,110.42","5,262,091.23","7,579,932.60","2,745,610.92","4,125,338.40","5,341,773.34","7,150,395.40","2,417,420.56"
营业外收入,"4,832,779.68","7,231,444.50","12,311,400.20","5,157,092.31","12,530,408.81","13,451,271.89","3,283,069.15",600.00,"581,557.93","509,835.96",,740.45,"10,760.46","130,030.15","10,498.27"
销售费用,"4,815,269.55","7,147,188.46","12,048,024.94","8,931,554.30","11,600,596.74","14,048,184.07","1,631,156.70","4,627,101.62","11,199,035.52","13,433,436.19","3,608,580.47","7,996,119.14","15,897,455.97","18,554,902.71","1,826,664.25"
减:营业外支出,"659,543.36","714,067.66","712,399.65","10,968.79","124,067.18","309,273.27",,,"41,306.93","109,167.34",,0.10,0.10,0.10,630.00
管理费用,"59,271,943.47","80,147,875.61","78,957,908.21","40,542,597.63","62,575,176.01","84,624,693.41","22,056,315.24","43,846,292.66","67,152,752.47","88,903,693.59","23,176,125.14","46,912,163.17","54,628,850.02","68,125,545.25","18,900,867.61"
其中:非流动资产处置净损失,"50,292.34","484,314.06","463,907.85",,"113,098.39","163,408.74",,,"37,354.95",,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"2,431,599.78","909,993.82","-665,248.83","909,166.58","1,656,808.04","1,156,680.85","327,356.61","2,235,295.08","4,147,381.25","5,681,624.48","4,186,506.40","-388,977.64","-4,009,239.32","-3,127,720.93","2,193,416.22"
三、利润总额,"75,207,663.59","87,576,457.88","108,627,067.05","59,157,902.11","97,277,900.82","135,557,949.26","36,209,376.29","68,791,077.02","115,372,993.30","161,914,966.36","36,419,032.70","79,078,722.27","127,658,895.04","182,263,645.78","37,359,766.74"
资产减值损失,"4,525,511.95","1,887,051.78","3,074,289.40","3,719,067.48","5,864,180.64","6,640,331.64",,"647,008.58","621,648.87","858,825.14","1,575,784.02","2,397,222.24","2,624,006.64","5,704,868.48","-2,055,245.00"
减:所得税,"10,029,129.06","11,720,685.19","14,536,376.45","8,742,070.87","14,405,359.08","18,601,714.76","5,431,406.44","10,226,095.92","17,213,517.04","22,273,959.03","4,935,894.09","10,389,183.11","16,982,060.01","23,485,091.38","4,692,395.33"
加:公允价值变动净收益,,,"68,246.66","-68,246.66","-68,246.66","-68,246.66",,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,"216,198.55","441,924.64","73,952.07","94,624.36","112,723.83","192,986.02","273,038.36","5,904,827.51","9,491,649.32","13,236,327.03","3,183,203.60","7,339,895.58","10,092,773.90","10,065,832.49","932,509.03"
四、净利润,"65,178,534.53","75,855,772.69","94,090,690.60","50,415,831.24","82,872,541.74","116,956,234.50","30,777,969.85","58,564,981.10","98,159,476.26","139,641,007.33","31,483,138.61","68,689,539.16","110,676,835.03","158,778,554.40","32,667,371.41"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,"1,852,226.96","2,930,613.68","1,480,737.66","-31,731.94"
归属于母公司所有者的净利润,"65,143,175.94","75,858,414.99","94,090,690.60","50,415,831.24","82,872,541.74","116,956,234.50","30,777,969.85","58,564,981.10","98,159,476.26","139,641,007.33","31,483,138.61","68,689,539.16","110,676,835.03","158,778,554.40","32,667,371.41"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,"35,358.59","-2,642.30",,,,,,,,,,,,,
