科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"27,406,353.57","33,175,421.96","21,006,930.00","8,786,616.21","12,220,353.83","11,387,398.39","-3,322,348.73","-9,581,270.73","-19,617,457.32","-27,423,391.09","-1,933,183.45","3,450,755.75","1,868,456.59","6,918,227.47","7,990,499.67","21,035,205.96","31,842,293.91","46,150,177.90","11,356,360.59","22,232,026.68","31,939,735.69","39,406,054.54","10,581,338.35","18,921,684.29","26,691,631.74","52,393,001.23","15,146,485.86","28,838,140.67","43,867,880.15","59,736,985.18","13,467,554.46","30,093,650.80","43,873,142.14","63,761,744.31","12,241,448.32","26,299,607.74"
三、利润总额,"59,508,088.66","58,155,816.11","90,954,754.11","66,715,183.15","110,315,967.24","155,518,753.24","38,045,183.47","98,078,490.99","161,059,917.94","223,807,074.16","68,604,722.11","160,130,721.52","238,578,682.92","311,370,862.20","74,039,127.37","147,314,190.05","181,549,807.32","212,826,681.65","58,323,348.99","141,562,268.79","196,704,306.88","267,886,510.57","45,507,137.29","146,322,268.97","222,162,899.55","290,311,807.10","66,217,922.95","180,993,800.80","275,776,729.48","374,159,179.81","115,081,799.30","275,253,997.84","348,595,607.74","489,666,444.70","67,751,957.93","174,439,946.27"
资产减值损失,"221,221.69","1,019,566.57","-34,589.77","68,015.92","68,015.92","57,108.18",,"87,326.48","87,326.66","234,570.62","256,465.97","216,559.13","355,017.12","932,689.43","-256,141.89","790,823.11","13,028,611.37","27,492,408.69","122,315.88","2,167,082.73","2,242,198.15","18,503,048.13","550,092.65","543,339.06","355,013.36","13,592,378.02","8,038,768.26","12,252,803.74","13,820,276.26","10,918,720.50","-10,310.78","851,476.66","-109,725.32","-6,164,020.32","-4,760.93","-350,586.15"
减:所得税,"8,571,597.56","-9,673,061.28","-838,965.85","3,539,525.76","10,079,643.36","17,215,225.65","5,706,777.53","14,575,428.11","24,022,303.74","33,542,107.38","12,151,131.53","29,331,670.15","43,957,440.58","57,569,161.22","14,238,907.73","27,695,760.37","33,074,822.83","32,005,733.51","10,156,698.82","23,717,890.82","36,377,348.08","49,164,780.07","9,182,058.91","25,342,236.88","39,227,357.24","57,232,384.67","13,305,595.57","32,621,658.75","48,767,017.07","65,983,418.84","16,712,594.24","42,486,217.47","56,621,747.31","80,244,274.33","14,269,942.21","33,484,222.72"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,"6,903,383.77","14,363,339.08","21,188,404.73","6,660,087.08","11,608,081.11","16,616,787.70","11,461,512.35","5,166,432.69","8,925,598.72","11,615,844.24","2,270,362.77","2,897,409.04","-174,674.67",,"3,309,275.86","1,105,164.77","2,339,273.82","2,703,749.57","4,180,043.99","1,064,792.47","1,881,058.23"
四、净利润,"50,936,491.10","67,828,877.39","91,793,719.96","63,175,657.39","100,236,323.88","138,303,527.59","32,338,405.94","83,503,062.88","137,037,614.20","190,264,966.78","56,453,590.58","130,799,051.37","194,621,242.34","253,801,700.98","59,800,219.64","119,618,429.68","148,474,984.49","180,820,948.14","48,166,650.17","117,844,377.97","160,326,958.80","218,721,730.50","36,325,078.38","120,980,032.09","182,935,542.31","233,079,422.43","52,912,327.38","148,372,142.05","227,009,712.41","308,175,760.97","98,369,205.06","232,767,780.37","291,973,860.43","409,422,170.37","53,482,015.72","140,955,723.55"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,"21,188,404.73",,,,"11,461,512.35",,,,"-3,527,040.67",,,,"-1,169,487.81",,,,"1,600,489.09",,"1,643,821.96"
归属于母公司所有者的净利润,"50,936,491.10","67,828,877.39","91,793,719.96","63,175,657.39","100,236,323.88","138,303,527.59","32,338,405.94","83,503,062.88","137,037,614.20","190,264,966.78","53,315,318.31","121,778,748.30","179,500,540.96","233,769,016.94","53,695,313.34","105,291,272.93","125,575,606.89","142,977,476.20","41,196,425.18","98,905,970.74","136,230,245.46","172,761,205.49","29,826,815.94","99,160,084.73","148,754,583.71","181,392,100.44","44,087,944.56","122,948,439.38","180,890,216.71","244,927,959.16","80,977,011.93","198,521,467.12","248,358,934.69","344,441,772.16","46,795,178.71","121,244,774.10"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,"3,138,272.27","9,020,303.07","15,120,701.38","20,032,684.04","6,104,906.30","14,327,156.75","22,899,377.60","37,843,471.94","6,970,224.99","18,938,407.23","24,096,713.34","45,960,525.01","6,498,262.44","21,819,947.36","34,180,958.60","51,687,321.99","8,824,382.82","25,423,702.67","46,119,495.70","63,247,801.81","17,392,193.13","34,246,313.25","43,614,925.74","64,980,398.21","6,686,837.01","19,710,949.45"
