科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"293,966,667.94","300,686,307.95","378,756,450.42","100,338,624.88","191,398,844.97","272,695,899.37","374,059,620.79","101,771,322.48","130,663,207.62","277,246,456.81","451,434,716.87","103,816,215.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,"299,563.23","20,371.70"
支付其他与投资活动有关的现金,"29,900,000.00",,,,,,,,,,,
收到其他与经营活动有关的现金,"2,262,925.34","11,482,368.17","7,784,434.55","909,964.63","8,157,518.30","7,453,444.39","11,115,065.07","280,179.95","529,544.16","1,725,542.54","4,942,182.88","2,689,020.92"
投资活动现金流出小计,"63,476,650.09","47,855,691.42","71,344,386.85","21,908,599.72","31,664,884.75","42,397,933.22","53,852,669.09","5,764,327.17","39,116,428.09","45,772,658.05","41,366,670.38","36,890,464.11"
经营活动现金流入小计,"296,229,593.28","312,168,676.12","386,540,884.97","101,248,589.51","199,556,363.27","280,149,343.76","385,174,685.86","102,051,502.43","131,192,751.78","278,971,999.35","456,676,462.98","106,525,608.49"
投资活动产生的现金流量净额,"-63,476,650.09","-17,917,222.93","-71,344,386.85","-21,908,599.72","-31,664,884.75","-42,397,933.22","-53,784,669.09","-5,658,239.18","-39,068,928.09","-45,725,158.05","-41,299,170.38","-36,890,464.11"
购买商品、接受劳务支付的现金,"205,896,443.00","239,799,642.42","278,444,252.06","120,924,933.19","134,413,762.74","255,553,514.18","285,797,487.97","138,705,188.20","184,013,716.13","294,599,285.75","423,768,627.42","87,056,029.01"
吸收投资收到的现金,"95,000,000.00",,,"198,407,000.00","198,407,000.00","184,407,000.00","176,140,000.00",,,,,
支付给职工以及为职工支付的现金,"16,652,377.58","22,815,455.90","28,285,216.35","7,759,094.65","16,447,135.97","23,349,580.98","31,994,713.64","8,491,251.65","17,948,635.64","31,008,674.45","42,186,641.15","11,754,861.05"
取得借款收到的现金,"143,008,116.16","163,566,965.48","209,639,808.33","45,100,000.00","45,100,000.00","94,100,000.00","134,100,000.00","53,593,069.93","135,000,000.00","195,000,000.00","280,000,000.00","40,000,000.00"
支付的各项税费,"15,151,047.30","25,419,999.07","24,046,086.33","7,483,013.90","12,215,553.19","17,279,767.23","28,982,658.46","8,449,231.80","11,002,991.04","18,612,781.23","20,105,206.33","12,525,973.75"
收到其他与筹资活动有关的现金,,,"8,000,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"34,043,708.66","34,069,859.09","36,639,102.23","3,766,937.91","24,769,589.63","14,617,432.73","37,925,920.84","10,110,137.41","17,565,179.42","18,619,184.83","45,381,198.94","10,164,897.21"
筹资活动现金流入小计,"238,008,116.16","163,566,965.48","217,639,808.33","243,507,000.00","243,507,000.00","278,507,000.00","310,240,000.00","53,593,069.93","135,000,000.00","195,000,000.00","280,000,000.00","40,000,000.00"
经营活动现金流出小计,"271,743,576.54","322,104,956.48","367,414,656.97","139,933,979.65","187,846,041.53","310,800,295.12","384,700,780.91","165,755,809.06","230,530,522.23","362,839,926.26","531,441,673.84","121,501,761.02"
偿还债务支付的现金,"183,378,404.62","92,571,045.54","183,304,663.31","83,000,000.00","128,000,000.00","177,000,000.00","197,300,760.50","34,000,000.00","45,170,000.00","90,170,000.00","159,000,000.00","30,000,000.00"
经营活动产生的现金流量净额,"24,486,016.74","-9,936,280.36","19,126,228.00","-38,685,390.14","11,710,321.74","-30,650,951.36","473,904.95","-63,704,306.63","-99,337,770.45","-83,867,926.91","-74,765,210.86","-14,976,152.53"
分配股利、利润或偿还利息支付的现金,"6,751,854.62","5,616,815.52","8,035,514.57","1,945,729.84","3,306,924.53","2,181,635.25","4,920,163.08","1,383,925.83","11,116,565.07","14,725,004.69","15,670,225.86","2,853,250.00"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"1,681,376.60","897,253.04","10,509,692.92","16,883,404.05","20,146,644.85","8,135,392.00","2,067,392.00",,,,,
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"191,811,635.84","99,085,114.10","201,849,870.80","101,829,133.89","151,453,569.38","187,317,027.25","204,288,315.58","35,383,925.83","56,286,565.07","104,895,004.69","174,670,225.86","32,853,250.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"27,000.00",,,,,"68,000.00","106,087.99","47,500.00","47,500.00","67,500.00",
筹资活动产生的现金流量净额,"46,196,480.32","64,481,851.38","15,789,937.53","141,677,866.11","92,053,430.62","91,189,972.75","105,951,684.42","18,209,144.10","78,713,434.93","90,104,995.31","105,329,774.14","7,146,750.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,
收到其他与投资活动有关的现金,,"29,911,468.49",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,,"29,938,468.49",,,,,"68,000.00","106,087.99","47,500.00","47,500.00","67,500.00",
五、现金及现金等价物净增加额,"7,205,846.97","36,628,348.09","-36,428,221.32","81,083,876.25","72,098,867.61","18,141,088.17","52,640,920.28","-51,153,401.71","-59,693,263.61","-39,488,089.65","-10,734,607.10","-44,719,866.64"
购建固定资产、无形资产和其他长期资产支付的现金,"33,576,650.09","47,855,691.42","71,344,386.85","21,908,599.72","31,664,884.75","42,397,933.22","53,852,669.09","5,764,327.17","39,116,428.09","45,772,658.05","41,366,670.38","36,890,464.11"
期初现金及现金等价物余额,"4,382,995.11","11,588,842.08","48,217,190.17","11,788,968.85","11,788,968.85","11,788,968.85","11,788,968.85","67,780,889.13","67,780,889.13","67,780,889.13","64,429,889.13","60,395,282.03"
投资支付的现金,,,,,,,,,,,,
期末现金及现金等价物余额,"11,588,842.08","48,217,190.17","11,788,968.85","92,872,845.10","83,887,836.46","29,930,057.02","64,429,889.13","16,627,487.42","8,087,625.52","28,292,799.48","53,695,282.03","15,675,415.39"
