科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"36,774,443.64","29,320,554.81","20,414,798.46","10,819,473.17","13,857,647.34","18,186,118.39","5,198,825.25","8,712,060.38","18,921,826.59","21,357,241.12","11,408,821.61","26,044,024.40","36,797,390.48","45,328,887.41","8,641,091.69","21,876,896.33","26,416,263.77","28,149,839.71","4,857,717.32","11,151,445.48","15,486,467.46","68,423,841.08","14,507,512.47","20,057,125.58","27,278,693.26","69,220,585.30","12,301,020.44","29,419,387.00","47,979,203.88","53,281,257.10","15,894,572.03","26,025,182.34","83,709,930.43","74,619,587.87"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"27,441,628.55","28,105,776.60","23,030,192.65","11,020,862.78","14,146,329.89","29,590,143.24","6,969,431.24","19,229,392.29","33,351,195.65","49,305,420.33","10,398,902.44","16,994,066.03","21,569,306.86","35,308,761.16","7,056,642.47","17,367,633.80","25,875,988.63","49,198,066.97","6,813,997.99","18,542,124.96","38,881,310.54","103,068,724.89","24,110,431.21","41,198,710.41","70,122,626.57","154,391,059.38","20,920,046.32","44,741,918.61","70,506,245.36","113,453,316.39","18,939,464.04","33,640,507.42","65,175,665.02","122,123,005.59"
筹资活动现金流入小计,"57,000,000.00","69,000,000.00","70,000,000.00","40,000,000.00","40,000,000.00","544,275,100.00","15,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","56,000,000.00","63,000,000.00",,"107,000,000.00","107,000,000.00","117,000,000.00","40,000,000.00","109,500,000.00","195,500,000.00","260,500,000.00","10,000,000.00","77,463,862.27","216,821,924.75","1,432,819,583.99",,"24,470,200.00","54,537,606.52","133,100,902.14","80,000,000.00","102,208,190.00","102,369,407.50","148,263,849.21"
经营活动现金流出小计,"206,031,613.62","203,736,511.57","162,044,325.18","134,410,216.55","180,714,719.36","285,230,605.50","102,743,540.22","235,799,075.35","360,600,400.07","480,884,919.90","82,195,699.51","171,757,669.50","266,912,830.82","320,154,089.83","54,104,075.66","122,429,360.56","179,911,872.82","329,586,219.46","42,978,842.73","193,249,298.72","273,721,664.38","545,606,220.54","158,958,245.87","368,644,035.29","566,981,038.69","706,081,970.03","236,380,359.33","459,218,413.78","655,255,540.99","814,982,567.84","194,538,395.17","459,025,763.18","644,614,206.54","892,273,179.29"
偿还债务支付的现金,"60,000,000.00","87,561,356.80","60,000,000.00","40,000,000.00","40,000,000.00","50,000,000.00","40,156,363.64","55,156,363.64","55,156,363.64","70,156,363.64","207,963.64","20,156,363.64","40,156,363.64","40,156,363.64","156,363.64","37,156,363.64","37,156,363.64","37,156,363.64","40,156,363.64","107,216,963.64","115,156,363.64","237,988,307.04","61,818,072.26","72,170,012.61","181,652,674.77","477,757,310.45","108,002,976.29","122,585,043.52","158,679,098.36","214,799,769.47","1,304,790.98","115,769,292.93","118,399,022.34","198,757,694.79"
经营活动产生的现金流量净额,"59,351,182.81","10,546,423.97","37,353,206.58","16,231,025.84","16,975,288.55","37,709,832.05","1,795,773.50","28,554,371.41","24,914,059.90","33,702,541.38","-3,985,867.05","24,645,454.59","30,624,961.79","48,916,416.96","-11,817,411.91","23,181,201.26","17,863,266.40","40,113,271.59","7,084,827.76","-32,406,575.72","-22,595,725.14","10,607,315.84","-8,551,556.77","-52,099,521.72","-66,831,238.06","22,887,891.26","-47,890,052.89","-38,288,998.25","-57,499,759.18","-7,382,203.81","-24,334,444.43","35,143,033.44","68,271,158.53","233,526,039.05"
分配股利、利润或偿还利息支付的现金,"7,506,103.76","3,584,115.82","18,169,730.50","10,609,113.02","11,214,747.02","11,890,457.70","324,945.83",,"65,297,207.66","65,872,415.68","319,005.56","92,607,081.18","97,912,751.80","98,570,819.96","648,376.36","114,795,583.22","116,379,516.55","120,155,383.02","1,584,230.00","3,404,446.67","6,065,546.68","11,990,855.28","2,081,819.46","26,751,887.44","29,279,394.67","37,058,626.94","1,185,792.74","20,685,425.01","22,178,330.39","23,634,643.19","1,336,759.56","3,758,796.37","4,483,835.64","4,773,043.76"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"2,788.68",,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,"64,740,671.55",,,,,,,,,,,,,,,,,,"37,578,925.67",,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
