科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"15,626,342.53","3,316,662.55","4,886,214.70","-1,646,421.64","507,313.91","509,837.94","351,450.36",,"2,008,043.19","2,008,325.05","5,819,442.28",,"1,141,593.72","3,271,590.76","11,273,282.92",,"756,016.35","5,205,774.26","11,457,556.15",,"5,481,213.83","8,332,652.21","9,684,896.10","-176,541.26","-489,533.37","-470,778.50","-1,087,305.58","3,378,778.23","39,530,286.86","28,897,465.65","16,152,062.29","-957,118.17","3,012,041.62","109,051,221.84","475,133,239.65","-914,546.74","2,900,531.23"
减:所得税,"10,399,630.56","10,966,008.87","13,506,754.68","4,134,048.45","9,105,988.16","16,962,122.38","20,648,548.11","1,944,529.88","6,924,130.78","10,076,248.99","5,631,968.70","1,890,082.46","4,890,542.93","8,863,109.95","5,904,988.54","109,001.32","-87,370.27","-7,128,581.07","-10,585,305.58","-2,649,335.40","-3,252,396.42","-2,302,412.79","-2,549,514.83","280,342.82","677,666.46","197,789.35","2,732,795.79","-1,229,853.66","-9,929,543.08","-3,336,998.93","-5,055,705.23","4,332,545.37","3,101,661.48","-23,314,702.37","-105,805,521.93","7,831,790.74","9,580,656.79"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-1,740,387.29",,,,,,"-8,679.09",,,,,,,,,,"1,756,935.64","1,756,935.64","574,679.34","-1,143,412.86","-3,759,155.51","-6,660,042.78","-6,380,296.78","444,205.26","426,120.56","1,200,025.64","3,135,958.21","2,070,050.20","2,453,656.77","3,925,389.81","6,548,141.61","405,348.62","601,948.35","-69,404.25","1,029,937.19","-619,953.04","2,703,614.87"
四、净利润,"60,518,601.34","74,637,585.84","132,507,652.29","29,625,961.24","58,093,902.40","105,198,925.76","146,981,922.43","10,151,480.76","32,276,358.92","53,685,257.11","37,158,391.37","5,691,506.49","29,260,423.14","39,238,681.77","31,768,434.78","4,238,473.54","-7,865,609.08","-28,960,610.55","-61,712,128.72","-17,029,234.79","-14,014,719.23","9,308,134.93","43,132,436.84","6,083,991.68","11,414,479.20","19,068,074.15","47,336,070.00","-11,195,510.05","-76,087,364.63","-48,740,531.90","14,957,959.04","-27,480,925.41","-54,524,873.24","-185,380,630.57","-481,043,100.27","966,260.83","-32,974,224.50"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,"-6,380,296.78","444,205.26","426,120.56","1,200,025.64","3,135,958.21","2,070,050.20","2,453,656.77","3,925,389.81","5,064,784.19","405,348.62","601,948.35","-69,404.25","1,029,937.19",,"2,703,614.87"
归属于母公司所有者的净利润,"66,671,126.93","71,086,711.07","122,035,449.43","26,685,053.02","52,619,286.52","96,412,650.42","136,814,959.81","9,707,232.66","29,836,712.19","49,772,128.54","35,714,181.71","5,718,368.80","29,115,970.96","40,278,100.46","36,826,161.77","4,583,461.26","-5,831,252.11","-25,252,858.41","-55,152,232.54","-15,425,403.02","-11,698,583.15","10,585,786.18","42,570,279.84","6,023,084.78","11,151,092.93","18,860,508.01","47,167,706.25","-10,994,066.93","-75,343,380.05","-46,877,268.99","19,205,163.24","-26,328,641.56","-52,375,110.97","-182,332,210.86","-478,527,643.84","1,671,118.60","-32,723,489.65"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-6,152,525.59","3,550,874.77","10,472,202.86","2,940,908.22","5,474,615.88","8,786,275.34","10,166,962.62","444,248.10","2,439,646.73","3,913,128.57","1,444,209.66","-26,862.31","144,452.18","-1,039,418.69","-5,057,726.99","-344,987.72","-2,034,356.97","-3,707,752.14","-6,559,896.18","-1,603,831.77","-2,316,136.08","-1,277,651.25","562,157.00","60,906.90","263,386.27","207,566.14","168,363.75","-201,443.12","-743,984.58","-1,863,262.91","-4,247,204.20","-1,152,283.85","-2,149,762.27","-3,048,419.71","-2,515,456.43","-704,857.77","-250,734.85"
