科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"452,176,934.98","510,399,544.24","583,704,339.96","328,782,333.81","490,906,318.63","683,484,275.83","206,469,540.62","366,657,375.98","545,948,773.01","754,425,766.86","238,287,056.57","488,081,841.21","754,270,981.63","1,107,553,942.50","342,929,611.59"
二、营业利润,"50,187,651.36","45,726,924.32","58,672,710.87","47,356,683.17","65,189,902.59","80,210,052.70","23,583,098.96","36,416,962.48","46,877,407.28","83,691,346.59","35,434,152.18","53,165,845.83","75,031,156.16","75,327,658.43","29,870,518.99"
减:营业成本,"249,432,942.68","294,543,045.77","314,546,930.97","163,970,277.65","247,903,026.54","347,278,883.99","105,103,766.71","191,223,251.42","285,315,762.88","401,137,470.99","128,431,590.23","286,595,662.23","449,557,802.90","674,164,469.38","208,802,501.72"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"3,582,231.83","4,588,186.54","4,690,541.90","3,588,868.54","4,804,784.32","7,501,234.14","2,282,364.57","4,353,343.54","6,741,507.52","9,114,090.86","2,513,138.13","5,615,067.62","8,591,394.13","13,114,574.18","3,720,140.49"
营业外收入,"6,858,025.49","10,346,998.96","23,902,286.78","11,493,501.89","12,205,244.39","25,315,292.19","7,210,642.50","15,567,885.00","25,180,827.50","9,800,680.00","601,698.78","744,768.74","903,007.59","780,000.00",
销售费用,"101,554,258.00","120,901,583.13","157,011,713.75","91,061,341.17","134,597,175.26","187,729,041.70","56,998,497.47","104,126,347.96","159,985,158.22","231,110,208.95","68,110,265.85","134,009,877.83","199,811,150.86","287,794,571.02","92,102,677.73"
减:营业外支出,"50,000.00","20,000.00","2,372,840.97","354,108.84","355,923.21","472,427.50","13,201.33","424,666.71","1,996,357.30","2,382,471.48","206,553.44","697,921.98","798,377.75","749,177.35","157,861.46"
管理费用,"43,933,782.28","39,865,592.07","45,308,916.72","22,575,368.27","34,745,476.47","56,831,285.66","17,177,765.67","29,058,520.31","45,609,366.47","63,307,758.88","16,490,696.85","33,486,273.12","39,102,772.65","56,850,371.95","14,919,547.41"
其中:非流动资产处置净损失,,,"2,322,840.97","354,108.84","355,923.21","472,427.50",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"3,321,385.35","3,697,782.79","3,924,335.47","612,147.85","881,008.08","1,321,144.67","691,348.58","1,171,620.64","572,138.29","1,408,251.38","757,921.45","2,352,317.08","4,589,557.66","6,977,879.77","2,197,701.34"
三、利润总额,"56,995,676.85","56,053,923.28","80,202,156.68","58,496,076.22","77,039,223.77","105,052,917.39","30,780,540.13","51,560,180.77","70,061,877.48","91,109,555.11","35,829,297.52","53,212,692.59","75,135,786.00","75,358,481.08","29,712,657.53"
资产减值损失,"164,683.48","1,076,429.62","-450,809.72","-382,352.84","2,784,945.37","2,612,632.97","632,698.66","307,329.63","847,432.35","2,075,264.61","981,068.68","826,304.72","872,094.91","6,806,255.78","439,212.33"
减:所得税,"11,084,209.49","7,704,995.52","14,758,244.69","11,647,983.45","15,001,565.51","19,396,444.23","5,411,901.07","10,109,271.15","16,662,390.27","25,790,167.24","8,739,635.59","13,780,744.60","19,502,703.61","4,138,135.47","1,272,372.73"
加:公允价值变动净收益,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"18,356.17","-549,443.34","-549,443.34","-1,149,443.34",
四、净利润,"45,911,467.36","48,348,927.76","65,443,911.99","46,848,092.77","62,037,658.26","85,656,473.16","25,368,639.06","41,450,909.62","53,399,487.21","65,319,387.87","27,089,661.93","39,431,947.99","55,633,082.39","71,220,345.61","28,440,284.80"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"45,911,467.36","48,348,927.76","65,443,911.99","46,848,092.77","62,037,658.26","85,656,473.16","25,368,639.06","41,620,169.40","53,676,330.78","65,737,337.89","26,989,772.02","39,179,277.63","55,099,623.17","70,513,331.56","28,486,534.16"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,"-169,259.78","-276,843.57","-417,950.02","99,889.91","252,670.36","533,459.22","707,014.05","-46,249.36"
