科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"126,520.00","1,408,749.31","327,349.36",,"706,944.41","1,097,675.58","1,548,679.33","351,991.99","-263,685.38","146,427.14","2,480,334.01","1,927,930.99","955,853.46","806,313.03","9,824,808.75","6,390,498.44","6,025,831.08","6,892,499.38","11,273,924.26","1,147,844.65","677,681.21","4,596,811.67","7,406,441.09","-7,322.95","579,116.50","4,953,828.05","651,174.99","1,766,931.65","1,681,733.38","726,538.80","4,448,837.18","2,405,783.46","6,726,002.68","9,721,740.15","29,039,733.14","4,054,709.02","16,260,773.43"
减:所得税,"2,994,403.21","3,597,654.74","5,426,610.85",,"231,203.88","2,519,315.00","5,717,595.77","584,841.52","1,814,237.79","3,982,040.95","6,207,304.78","-45,339.94","1,210,698.83","3,856,578.38","6,647,148.54","1,211,333.42","2,441,644.93","4,409,161.68","3,011,571.92","1,898,957.11","3,978,340.31","4,334,371.75","9,030,450.06","-2,885,500.26","-5,321,395.77","-5,154,250.36","2,823,059.21","-1,895,651.47","2,083,479.91","904,563.64","7,178,458.09","-606,894.62","-1,832,639.99","-2,261,755.05","-771,038.58","-1,027,541.39","-2,752,314.61"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,"-110,691.22","-111,406.32","1,667,030.35","-1,323,243.50","-147,290.57","8,086,884.78","18,266,938.15","3,590,943.94","16,065,571.52","14,007,909.82","48,810,444.59","-802,890.27","123,924.07","3,282,931.61","6,988,065.59","1,352.49","1,224,917.06"
四、净利润,"24,031,286.74","27,576,977.42","43,888,966.73","658,426.66","3,638,129.46","16,413,167.58","48,406,551.30","2,032,565.23","14,113,331.42","20,558,385.89","50,613,078.32","4,040,960.36","17,804,205.46","27,054,127.97","81,644,946.35","8,807,339.38","41,571,254.79","59,490,490.23","102,393,121.21","11,277,573.48","49,910,416.40","47,582,797.00","28,520,167.63","-26,415,255.01","-21,905,976.49","-8,872,258.44","31,507,994.17","-10,021,347.54","4,775,694.96","10,033,265.27","75,272,348.46","-4,947,646.96","6,443,674.01","15,083,417.71","33,436,828.84","-10,503,201.43","-21,777,068.54"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,"-110,691.22","-111,406.32","1,667,030.35","-1,323,243.50","-147,290.57","-2,318,043.44","2,719,434.76","38,098.79","-1,900,915.67","-3,958,577.37","-70,804.12","-802,890.27","123,924.07","3,282,931.61","6,988,065.59","1,352.49","1,224,917.06"
归属于母公司所有者的净利润,"24,031,286.74","27,576,977.42","43,888,966.73","658,426.66","3,638,129.46","16,413,167.58","48,406,551.30","2,032,565.23","14,113,331.42","20,558,385.89","50,613,078.32","4,040,960.36","17,804,205.46","27,054,127.97","81,644,946.35","8,807,339.38","41,571,254.79","59,490,490.23","102,393,121.21","11,277,573.48","50,092,802.65","48,503,238.51","31,008,779.10","-25,247,891.40","-20,356,039.70","-6,964,666.73","33,505,012.79","-9,035,555.40","6,030,967.62","9,725,418.64","70,721,544.57","-4,024,718.15","6,897,830.83","15,667,740.41","34,320,302.20","-9,303,467.14","-20,080,858.75"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,"-182,386.25","-920,441.51","-2,488,611.47","-1,167,363.61","-1,549,936.79","-1,907,591.71","-1,997,018.62","-985,792.14","-1,255,272.66","307,846.63","4,550,803.89","-922,928.81","-454,156.82","-584,322.70","-883,473.36","-1,199,734.29","-1,696,209.79"
