科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"113,374,132.07","217,205,584.91","241,176,885.87","55,957,390.85","99,237,626.40","221,312,599.01","23,440,593.57","74,091,343.31","124,351,754.49","247,654,196.81","30,185,393.24","77,349,957.44"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,"4,060,244.62","7,551,718.06","3,861,941.14","5,142,813.00","7,664,362.77","9,845,248.32","3,956,967.89","6,071,680.13","6,842,590.03","8,456,447.34","4,465,835.24","5,588,546.64"
支付其他与投资活动有关的现金,,,"1,300,000.00",,,,,,"45,000.00",,,
收到其他与经营活动有关的现金,"14,229,621.44","10,080,525.76","26,519,739.70","8,547,787.85","15,408,223.10","15,969,873.58","6,720,535.89","11,114,958.41","16,558,269.98","8,938,307.87","8,645,792.60","8,892,571.81"
投资活动现金流出小计,"12,168,108.77","191,970,233.58","279,914,694.82","160,409,923.09","183,386,748.58","315,869,655.55","138,311,457.17","395,889,683.96","671,505,063.25","1,050,251,401.18","191,965,709.40","365,329,842.86"
经营活动现金流入小计,"131,663,998.13","234,837,828.73","271,558,566.71","69,647,991.70","122,310,212.27","247,127,720.91","34,118,097.35","91,277,981.85","147,752,614.50","265,048,952.02","43,297,021.08","91,831,075.89"
投资活动产生的现金流量净额,"-12,052,609.37","-55,354,023.99","-65,148,293.35","8,056,079.69","5,152,583.72","-110,270,075.36","17,110,022.65","-7,126,442.52","-51,001,762.86","-74,213,857.45","6,124,233.91","17,598,194.30"
购买商品、接受劳务支付的现金,"26,356,626.81","100,335,499.81","91,994,981.79","28,657,270.66","50,731,201.67","86,217,281.56","17,649,395.35","38,705,626.24","61,292,396.43","73,508,693.77","31,923,057.71","74,943,399.81"
吸收投资收到的现金,"30,000,000.00","200,000.00","4,175,000.00","2,430,000.00","3,265,000.00","224,332,000.00","800,000.00","2,600,000.00","2,600,000.00","2,800,000.00","53,646,600.00","53,646,600.00"
支付给职工以及为职工支付的现金,"45,621,469.05","51,294,203.84","64,614,383.05","37,840,124.50","54,571,447.76","74,000,368.83","25,980,053.87","47,383,659.68","66,883,293.95","85,097,872.80","27,387,183.54","47,852,898.38"
取得借款收到的现金,"38,656,000.00","26,990,000.00","37,065,256.30","6,412,000.00","6,412,000.00","18,719,618.00",,"20,000,000.00","24,200,000.00","24,200,000.00","20,000,000.00","33,191,489.00"
支付的各项税费,"21,669,325.77","22,634,760.86","33,497,620.13","13,619,260.51","27,159,936.92","32,401,049.73","7,952,518.16","14,146,091.71","19,904,671.73","29,247,309.97","11,455,985.30","16,636,525.35"
收到其他与筹资活动有关的现金,"36,100,000.00",,,,,,,,,"23,938.30",,
支付其他与经营活动有关的现金,"23,282,583.52","35,605,009.87","40,738,400.73","22,481,253.18","32,698,557.54","38,624,820.65","9,716,242.72","21,203,571.31","33,503,617.45","32,519,208.39","17,357,884.04","27,033,042.65"
筹资活动现金流入小计,"104,756,000.00","27,190,000.00","41,240,256.30","8,842,000.00","9,677,000.00","243,051,618.00","800,000.00","22,600,000.00","26,800,000.00","27,023,938.30","73,646,600.00","86,838,089.00"
经营活动现金流出小计,"116,930,005.15","209,869,474.38","230,845,385.70","102,597,908.85","165,161,143.89","231,243,520.77","61,298,210.10","121,438,948.94","181,583,979.56","220,373,084.93","88,124,110.59","166,465,866.19"
偿还债务支付的现金,"29,488,000.00","3,573,280.00","6,107,422.00","7,260,184.30","8,260,184.30","82,262,172.30",,,,,"20,000,000.00","20,000,000.00"
经营活动产生的现金流量净额,"14,733,992.98","24,968,354.35","40,713,181.01","-32,949,917.15","-42,850,931.62","15,884,200.14","-27,180,112.75","-30,160,967.09","-33,831,365.06","44,675,867.09","-44,827,089.51","-74,634,790.30"
分配股利、利润或偿还利息支付的现金,"328,332.61","558,178.11","3,059,232.79","1,694,670.87","2,401,716.14","3,207,853.79",,"8,174,000.00","8,407,015.33","8,673,220.67","299,857.79","5,369,763.40"
收回投资收到的现金,,"136,000,000.00","213,000,000.00","165,000,000.00","185,000,000.00","205,000,000.00","155,000,000.00","387,000,000.00","617,800,000.00","971,900,000.00","197,000,000.00","380,450,000.00"
支付其他与筹资活动有关的现金,"39,100,000.00",,,,,"8,470,000.00",,"860,000.00","860,000.00","860,000.00",,"546,147.22"
取得投资收益收到的现金,,"432,038.36","701,340.84","338,389.28","367,156.40","390,663.25","410,684.94","1,694,509.88","2,598,617.83","3,945,477.07","1,049,067.31","2,383,323.16"
筹资活动现金流出小计,"68,916,332.61","4,131,458.11","9,166,654.79","8,954,855.17","10,661,900.44","93,940,026.09",,"9,034,000.00","9,267,015.33","9,533,220.67","20,299,857.79","25,915,910.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"115,499.40","184,171.23","265,060.63","127,613.50","172,175.90","208,916.94","10,794.88","68,731.56","104,682.56","192,066.66","40,876.00","94,714.00"
