科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
财务费用,"-99,842.88","880,070.88","618,979.25","816,535.14","-4,630,300.00","-10,790,538.63","-17,191,236.17","-22,244,135.46","-6,487,164.30","-13,050,254.21","-21,069,694.20","-29,294,457.65","-8,941,427.80","-17,027,177.43","-24,618,101.78","-32,282,085.63","-5,172,829.45","-14,408,652.49","-23,084,224.61","-31,114,762.95","-8,118,678.55","-18,219,217.75","-30,320,007.34","-40,433,615.67","-7,940,264.22","-17,658,639.91","-24,011,273.30","-28,102,344.18","-3,565,459.42","-7,626,839.47","-12,382,804.45","-16,914,509.08","-2,398,869.47","-4,727,574.22","-8,727,303.93","-10,822,493.78","-2,261,899.01"
三、利润总额,"27,763,563.32","45,659,121.42","89,025,508.72","126,559,385.85","38,474,184.08","85,084,474.99","141,333,658.45","210,776,625.65","40,637,364.37","61,794,335.07","81,148,259.05","105,930,207.74","5,805,273.48","11,867,394.50","28,469,559.14","19,939,099.16","-4,114,028.37","-19,505,459.43","-32,954,225.41","-77,332,838.32","4,781,284.47","16,482,721.16","26,077,384.05","44,806,716.73","20,460,808.62","45,769,706.88","81,660,300.20","132,513,992.49","28,496,384.91","61,611,668.40","94,864,603.65","132,366,453.51","34,820,435.11","76,141,978.04","97,542,572.65","125,276,855.15","17,259,366.03"
资产减值损失,"621,779.95","2,153,170.53","1,008,352.82","808,218.55","1,442,901.82","2,668,565.00","3,532,510.07","6,822,255.54","167,670.18","954,893.70","3,342,175.17","1,668,127.33","1,010,909.29","3,446,079.39","3,602,403.58","5,517,253.29","-1,100,037.69","-218,875.18","-64,242.64","2,186,268.26","3,976.71","-1,562,968.34","-1,562,913.35","105,126.25","1,123,766.92","10,276,159.02","13,906,358.53","22,995,556.67","-1,366,261.83","-2,769,029.49","2,511,557.14","16,303,863.75","975,592.04","10,120,108.69","15,518,161.30","41,371,660.26","2,471,449.44"
减:所得税,"1,333,163.80","6,673,227.98","10,568,404.93","15,191,274.19","5,882,852.61","12,520,116.54","20,354,778.23","18,490,341.20","6,364,593.69","9,255,442.78","13,207,497.72","13,635,015.12","1,648,425.72","4,270,231.01","7,450,166.61","5,827,166.70","-4,711,459.03","-4,777,390.97","-4,154,547.40","-3,361,344.62","1,641,316.43","924,756.98","1,309,667.76","1,548,988.43","1,131,661.49","4,102,642.57","9,222,869.63","18,185,141.96","4,773,348.80","8,137,075.17","10,687,044.73","12,242,623.00","4,328,146.24","8,134,248.91","16,650,273.72","25,856,342.86","4,920,213.12"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"485,041.97",,"-159,845.29","1,209,122.27","769,766.24","3,840,810.23","5,975,297.19","7,181,444.34","995,805.46","1,275,690.10","2,604,787.08","3,104,149.03","-222,497.79","145,780.12","247,829.05","-233,905.39","-116,321.95","113,118.98","115,711.09","159,399.42","750,802.34","703,930.34","-982,299.76","-213,870.69","784,202.41","579,081.62","538,047.12","385,136.24","-533,682.73","-553,567.94","-602,806.62","-2,487,842.98","3,901.80","36,023,699.27","35,945,929.84","36,190,086.66","3,888.64"
四、净利润,"26,430,399.52","38,985,893.44","78,457,103.79","111,368,111.66","32,591,331.47","72,564,358.45","120,978,880.22","192,286,284.45","34,272,770.68","52,538,892.29","67,940,761.33","92,295,192.62","4,156,847.76","7,597,163.49","21,019,392.53","14,111,932.46","597,430.66","-14,728,068.46","-28,799,678.01","-73,971,493.70","3,139,968.04","15,557,964.18","24,767,716.29","43,257,728.30","19,329,147.13","41,667,064.31","72,437,430.57","114,328,850.53","23,723,036.11","53,474,593.23","84,177,558.92","120,123,830.51","30,492,288.87","68,007,729.13","80,892,298.93","99,420,512.29","12,339,152.91"
其中:对联营企业和合营企业的投资权益,,,"-159,845.29","1,209,122.20","769,766.24","3,840,810.23","5,975,297.19","7,181,444.34","995,805.46","1,275,690.10","2,604,787.08","3,104,149.03","-222,497.79","145,780.12","247,829.05","-233,905.39","-116,321.95","113,118.98","115,711.09","159,399.42","-472,665.47","-512,358.41","-572,210.00","-653,957.42","1,268.40","-203,852.39","-244,886.89","-397,797.38","-533,682.73","-553,567.94","-602,806.62","-2,487,842.98","3,901.80","23,699.27","-54,070.16","-7,742.16","3,888.64"
归属于母公司所有者的净利润,"26,430,399.52","38,985,893.44","78,684,741.41","111,344,457.28","33,117,511.45","73,510,662.70","120,280,873.81","189,449,533.67","35,117,265.85","52,306,147.93","66,924,238.46","88,406,752.56","7,374,492.05","10,717,892.74","22,378,093.30","12,727,783.42","1,375,490.03","-13,734,407.70","-26,894,219.01","-69,236,012.73","3,302,568.05","16,428,762.37","25,690,430.64","43,858,205.45","19,033,804.64","41,888,925.45","73,259,171.38","114,433,558.12","24,049,448.39","53,536,559.12","85,037,560.05","119,938,184.11","31,394,213.67","72,751,741.05","90,077,547.37","112,094,052.51","11,898,440.84"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-227,637.62","23,654.38","-526,179.98","-946,304.25","698,006.41","2,836,750.78","-844,495.17","232,744.36","1,016,522.87","3,888,440.06","-3,217,644.29","-3,120,729.25","-1,358,700.77","1,384,149.04","-778,059.37","-993,660.76","-1,905,459.00","-4,735,480.97","-162,600.01","-870,798.19","-922,714.35","-600,477.15","295,342.49","-221,861.14","-821,740.81","-104,707.59","-326,412.28","-61,965.89","-860,001.13","185,646.40","-901,924.80","-4,744,011.92","-9,185,248.44","-12,673,540.22","440,712.07"
