科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"259,795,693.00","288,925,039.01","315,337,877.21",,"124,909,225.52","216,124,346.39","241,334,098.59","63,446,717.31","135,962,285.24","190,796,274.35","271,403,422.99","75,248,426.09","111,098,169.96","213,242,429.54","324,379,239.81","101,389,632.02","219,587,777.55","370,833,717.59","468,017,262.32","172,371,435.33"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"190,017,075.71",,,,,
收到的税费返还,"42,955.14","779,990.28","431,798.17",,,,"457,865.35",,,"433,581.13","3,262,132.66","25,977.68","2,930,744.89",,"2,858,335.66",,"1,586,473.62","1,797,956.84","1,788,028.55",
支付其他与投资活动有关的现金,"833,934.69",,"3,600,000.00",,,,"581,147.79",,,,,,,,,,,,"4,000,000.00",
收到其他与经营活动有关的现金,"3,636,479.40","7,891,880.95","8,944,731.11",,"6,478,217.72","7,044,131.49","8,134,708.66","604,464.79","1,986,632.51","5,628,197.86","6,322,042.98","3,084,436.16","774,426.37","5,481,250.76","12,266,224.70","34,001,248.79","6,559,679.53","12,518,084.53","23,328,617.57","677,466.78"
投资活动现金流出小计,"8,002,057.76","13,831,591.57","38,358,642.15",,"1,990,917.89","2,965,640.39","44,001,879.03","2,102,265.39","18,136,949.02","22,688,786.34","32,593,833.93","12,187,914.25","28,096,109.32","62,268,654.42","287,050,620.76","8,895,058.36","27,363,407.16","38,952,857.81","60,662,154.21","1,132,274.04"
经营活动现金流入小计,"263,475,127.54","297,596,910.24","324,714,406.49",,"131,387,443.24","223,168,477.88","249,926,672.60","64,051,182.10","137,948,917.75","196,858,053.34","280,987,598.63","78,358,839.93","114,803,341.22","218,723,680.30","339,503,800.17","135,390,880.81","227,733,930.70","385,149,758.96","493,133,908.44","173,048,902.11"
投资活动产生的现金流量净额,"-6,590,386.23","-13,413,682.49","-38,193,344.08",,"-1,846,158.33","-2,693,009.64","-36,585,779.03","-2,102,265.39","-18,011,853.49","-22,563,690.81","-30,062,686.14","-12,187,914.25","-28,096,109.32","-62,268,654.42","-284,496,820.76","-8,895,058.36","-27,363,407.16","-38,952,857.81","101,821,654.62","-1,132,274.04"
购买商品、接受劳务支付的现金,"167,736,128.55","193,164,773.90","219,972,037.82",,"75,969,618.73","165,210,088.48","158,987,745.55","31,346,111.68","82,266,936.55","147,404,447.64","137,414,960.53","68,896,095.65","111,349,020.42","210,352,792.09","213,661,397.99","94,562,335.49","260,537,141.90","533,499,848.02","364,330,144.38","134,753,324.59"
吸收投资收到的现金,,,,,"229,592,176.00","229,592,176.00","229,592,176.00",,,,,,"4,900,000.00","9,800,000.00","14,700,000.00",,"9,800,000.00","14,700,000.00","14,700,000.00",
支付给职工以及为职工支付的现金,"17,288,047.27","22,550,185.83","24,835,828.98",,"14,987,573.02","17,021,972.72","29,710,349.77","10,207,241.89","16,149,963.04","23,475,974.18","31,560,809.77","8,697,164.15","16,827,591.34","22,762,694.04","38,108,828.67","18,431,528.22","35,838,838.56","52,153,962.70","74,365,696.47","13,081,207.90"
取得借款收到的现金,"73,000,000.00","117,000,000.00","155,100,000.00",,"95,000,000.00","111,000,000.00","151,000,000.00","25,000,000.00","70,000,000.00","70,000,000.00","85,000,000.00","87,000,000.00","142,000,000.00","265,000,000.00","438,600,000.00","111,000,000.00","425,000,000.00","571,250,000.00","520,000,000.00","160,000,000.00"
支付的各项税费,"21,397,037.22","26,162,495.39","23,911,314.53",,"10,304,437.46","18,906,183.32","21,248,216.00","8,716,085.02","14,384,898.80","19,459,226.27","23,487,169.95","10,483,551.83","11,011,220.65","19,639,866.77","20,377,730.85","12,262,280.46","13,161,510.18","19,767,810.68","18,227,606.00","5,087,315.99"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"42,016,813.30","45,116,252.08","43,095,595.40",,"18,032,136.41","33,212,678.14","37,453,012.05","9,102,174.82","12,816,740.13","18,104,201.11","44,955,822.31","7,965,012.24","8,481,675.15","16,990,395.58","55,941,168.23","43,035,420.59","38,628,825.28","33,278,098.52","87,014,700.33","8,169,776.06"
筹资活动现金流入小计,"73,000,000.00","117,000,000.00","155,100,000.00",,"324,592,176.00","340,592,176.00","380,592,176.00","25,000,000.00","70,000,000.00","70,000,000.00","85,000,000.00","87,000,000.00","146,900,000.00","274,800,000.00","453,300,000.00","111,000,000.00","434,800,000.00","585,950,000.00","534,700,000.00","160,000,000.00"
经营活动现金流出小计,"248,438,026.34","286,993,707.20","311,814,776.73",,"119,293,765.62","234,350,922.66","247,399,323.37","59,371,613.41","125,618,538.52","208,443,849.20","237,418,762.56","96,041,823.87","147,669,507.56","269,745,748.48","328,089,125.74","168,291,564.76","348,166,315.92","638,699,719.92","543,938,147.18","161,091,624.54"
偿还债务支付的现金,"104,980,000.00","74,000,000.00","129,000,000.00",,"132,100,000.00","188,100,000.00","212,100,000.00","16,000,000.00","16,000,000.00","86,000,000.00","101,000,000.00","72,000,000.00","92,000,000.00","125,000,000.00","205,000,000.00","67,000,000.00","226,000,000.00","331,000,000.00","314,000,000.00","170,378,635.31"
经营活动产生的现金流量净额,"15,037,101.20","10,603,203.04","12,899,629.76","-14,731,500.00","12,093,677.62","-11,182,444.78","2,527,349.23","4,679,568.69","12,330,379.23","-11,585,795.86","43,568,836.07","-17,682,983.94","-32,866,166.34","-51,022,068.18","11,414,674.43","-32,900,683.95","-120,432,385.22","-253,549,960.96","-50,804,238.74","11,957,277.57"
分配股利、利润或偿还利息支付的现金,"4,113,328.80","8,058,854.68","14,093,883.16",,"12,045,075.76","13,038,165.39","13,537,355.48","688,842.82","11,175,187.24","11,859,677.92","12,752,843.32","520,418.96","11,291,469.07","12,763,054.93","16,051,369.89","3,551,797.63","17,978,458.50","24,985,062.52","32,012,634.80","6,130,511.51"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,
