科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"935,640,313.63","934,083,258.71","693,556,634.75","288,494,679.73","399,630,353.41","548,000,850.46","136,963,939.12","295,696,592.88","403,890,878.30","594,210,193.18","112,119,836.82","362,432,662.41","586,081,230.91","629,416,816.80","178,027,455.42"
取得子公司及其他营业单位支付的现金净额,,"2,598,200.50",,,,,,,,,,,,,
收到的税费返还,"58,903,269.84","46,510,994.83","32,789,152.65","5,723,304.13","19,204,951.11","24,781,637.30","7,281,228.89","14,016,836.14","14,858,038.19","22,435,752.81","4,095,017.49","9,104,991.75","15,471,637.65","26,829,861.21","1,126,549.10"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,578,007.50","31,589,657.64","33,273,256.98","17,539,857.71","33,230,958.85","50,644,568.90","26,598,037.45","43,185,526.84","45,894,882.49","34,829,993.88","8,457,415.92","29,755,625.45","35,624,800.80","34,350,406.77","24,911,438.21"
投资活动现金流出小计,"288,684,244.80","38,803,407.92","42,466,306.08","8,875,524.44","16,429,898.98","24,810,418.25","76,599,298.79","206,841,926.29","343,777,651.75","485,863,447.09","158,616,033.13","183,127,382.76","187,604,829.53","860,794,099.36","28,470,633.76"
经营活动现金流入小计,"1,006,121,590.97","1,012,183,911.18","759,619,044.38","311,757,841.57","452,066,263.37","623,427,056.66","170,843,205.46","352,898,955.86","464,643,798.98","651,475,939.87","124,672,270.23","401,293,279.61","637,177,669.36","690,597,084.78","204,065,442.73"
投资活动产生的现金流量净额,"-282,830,568.76","-34,410,594.92","-42,092,499.62","-8,021,539.44","-15,382,353.98","-23,473,817.25","-10,846,680.98","-70,238,664.64","-53,651,066.81","-37,009,320.05","-8,016,223.05","-10,592,004.18","-14,144,939.64","108,235,806.59","69,705,118.53"
购买商品、接受劳务支付的现金,"593,191,848.25","586,977,377.82","385,733,082.84","188,253,740.15","305,339,445.69","437,318,666.74","130,605,707.18","248,920,499.85","371,224,783.25","537,046,583.26","180,430,360.73","328,980,418.34","486,626,019.97","643,698,433.31","66,442,549.25"
吸收投资收到的现金,,,,,"175,470,600.00","175,470,600.00",,,"1,450,000.00","1,450,000.00",,,"75,300.00","75,300.00",
支付给职工以及为职工支付的现金,"130,131,886.69","136,706,966.68","144,749,272.70","62,125,375.90","89,711,027.39","127,233,926.10","30,211,486.42","63,888,840.37","102,152,436.31","141,415,994.07","42,406,095.67","78,582,301.90","118,741,478.18","156,356,059.43","28,878,696.96"
取得借款收到的现金,"335,678,561.40","290,000,000.00","202,000,000.00","90,000,000.00","140,000,000.00","250,000,000.00","80,000,000.00","100,000,000.00","260,000,000.00","490,000,000.00","103,752,192.00","223,465,442.00","368,465,442.00","408,465,442.00",
支付的各项税费,"97,491,110.72","66,076,615.37","72,256,210.99","42,216,687.67","54,682,534.43","65,360,628.78","8,035,634.34","17,738,798.08","27,911,716.08","32,301,028.74","16,114,096.08","23,268,400.86","24,632,393.95","23,498,738.76","10,289,077.68"
收到其他与筹资活动有关的现金,,,,,,,,,,"46,353,229.22",,,,"354,776,891.37","208,825,364.15"
支付其他与经营活动有关的现金,"117,408,009.43","113,939,667.84","98,005,847.32","48,015,814.94","89,205,702.40","112,856,139.41","50,978,437.12","84,482,587.31","100,305,674.14","99,824,483.83","34,265,642.86","98,867,517.44","127,916,092.27","107,984,990.13","29,933,855.15"
筹资活动现金流入小计,"335,678,561.40","290,000,000.00","202,000,000.00","90,000,000.00","315,470,600.00","425,470,600.00","80,000,000.00","100,000,000.00","261,450,000.00","537,803,229.22","103,752,192.00","223,465,442.00","368,540,742.00","763,317,633.37","208,825,364.15"
