科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
投资活动现金流出小计,"3,618,982,000.00","6,078,718,000.00","35,307,463,000.00","12,427,495,000.00","19,847,800,000.00","38,452,194,000.00","58,136,604,000.00","12,011,154,000.00","27,762,349,000.00","28,530,231,000.00","54,213,501,000.00","22,589,705,000.00","34,039,981,301.00","49,597,830,000.00","61,038,437,000.00","25,934,271,000.00"
收到的税费返还,,,,,,,,,,,,,,,,
投资活动产生的现金流量净额,"-2,441,532,000.00","-4,134,987,000.00","-7,766,355,000.00","-3,553,406,000.00","-3,092,992,000.00","-8,411,739,000.00","-12,714,965,000.00","2,822,601,000.00","-571,688,000.00","6,387,587,000.00","-1,272,257,000.00","-3,456,949,000.00","1,539,924,549.00","1,017,095,000.00","2,054,402,000.00","-6,178,089,000.00"
收到原保险合同保费取得的现金,,,,,,,,,,,,,,,,
三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,
收到再保业务现金净额,,,,,,,,,,,,,,,,
吸收投资收到的现金,,,,,,"923,883,000.00","923,883,000.00",,,,,,,,,
保户储金及投资款净增加额,,,,,,,,,,,,,,,,
发行债券收到的现金,,,,,,,"7,779,627,000.00",,"11,098,387,000.00","19,591,835,000.00","29,247,407,000.00","7,128,501,000.00","17,682,197,240.00","32,699,201,000.00","44,360,464,000.00","13,061,591,000.00"
收到其他与经营活动有关的现金,"81,140,000.00","99,815,000.00","823,728,000.00","16,029,000.00","115,143,000.00","48,248,000.00","67,733,000.00","84,321,000.00","218,831,000.00","258,675,000.00","141,317,000.00","88,233,000.00","196,849,863.00","102,245,000.00","122,341,000.00","111,123,000.00"
取得借款收到的现金,,,,,,,,,,,,,,,,
经营活动现金流入小计,"6,117,761,000.00","10,419,822,000.00","12,068,912,000.00","4,816,607,000.00","5,961,722,000.00","10,980,134,000.00","12,128,059,000.00","3,443,393,000.00","4,889,264,000.00","9,032,150,000.00","9,170,228,000.00","3,204,434,000.00","-396,137,314.00","1,116,757,000.00","556,337,000.00","4,626,574,000.00"
收到其他与筹资活动有关的现金,,,"1,125,314,000.00","200,259,000.00","997,499,000.00","4,876,611,000.00",,"2,549,755,000.00",,,,"731,722,000.00",,"793,707,000.00",,
客户贷款及垫款净增加额,"5,050,314,000.00","4,307,133,000.00","1,950,359,000.00","-246,399,000.00","1,422,311,000.00","1,809,379,000.00","3,071,148,000.00","1,175,196,000.00","1,803,760,000.00","2,605,998,000.00","3,397,747,000.00","2,063,207,000.00","4,286,778,623.00","6,664,094,000.00","7,902,692,000.00","1,989,795,000.00"
筹资活动现金流入小计,,,"1,125,314,000.00","200,259,000.00","997,499,000.00","5,800,494,000.00","8,703,510,000.00","2,549,755,000.00","11,098,387,000.00","19,591,835,000.00","29,247,407,000.00","7,860,223,000.00","17,682,197,240.00","33,492,909,000.00","44,360,464,000.00","13,061,591,000.00"
存放中央银行和同业款项净增加额,"767,578,000.00","-373,406,000.00","-1,671,338,000.00","183,145,000.00","146,010,000.00","296,416,000.00","-8,572,259,000.00","1,013,301,000.00","483,604,000.00","866,828,000.00","687,652,000.00","-235,948,000.00","118,058,821.00","831,009,000.00","581,289,000.00","-640,070,000.00"
偿还债务支付的现金,,,,,,,"3,700,000,000.00",,"13,560,000,000.00","21,874,709,000.00","30,230,000,000.00","6,470,000,000.00","13,350,000,000.00","25,870,000,000.00","35,560,000,000.00","8,125,999,000.00"
支付的手续费及佣金的现金,"1,765,300,000.00","1,481,976,000.00","1,952,860,000.00","584,811,000.00","802,852,000.00","1,194,691,000.00","1,504,227,000.00","519,104,000.00","970,727,000.00","1,305,277,000.00","1,837,946,000.00","713,256,000.00","1,639,621,736.00","2,118,750,000.00","2,765,528,000.00","2,526,933,000.00"
分配股利、利润或偿付利息支付的现金,"172,949,000.00","258,074,000.00","108,041,000.00","5,370,000.00","8,370,000.00","8,370,000.00","8,370,000.00",,"253,859,000.00","266,103,000.00","270,503,000.00",,"183,335,435.00","183,335,000.00","183,335,000.00",
购买商品、提供劳务支付的现金,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"1,127,817,000.00",,,"1,201,625,000.00",,"4,098,602,000.00",,,,"81,286,000.00",,"807,397,000.00",,
支付原保险合同赔付款项的现金,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"172,949,000.00","258,074,000.00","1,235,858,000.00","5,370,000.00","8,370,000.00","1,209,995,000.00","3,708,370,000.00","4,098,602,000.00","13,813,859,000.00","22,140,812,000.00","30,500,503,000.00","6,551,286,000.00","13,533,335,435.00","26,860,733,000.00","35,743,335,000.00","8,125,999,000.00"
支付保单红利的现金,,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,"-172,949,000.00","-258,074,000.00","-110,544,000.00","194,889,000.00","989,129,000.00","4,590,499,000.00","4,995,140,000.00","-1,548,847,000.00","-2,715,472,000.00","-2,548,977,000.00","-1,253,096,000.00","1,308,937,000.00","4,148,861,805.00","6,632,176,000.00","8,617,129,000.00","4,935,593,000.00"
支付给职工以及为职工支付的现金,"440,855,000.00","436,500,000.00","393,913,000.00","195,603,000.00","307,353,000.00","379,850,000.00","470,131,000.00","193,158,000.00","348,240,000.00","476,686,000.00","572,345,000.00","208,438,000.00","305,374,726.00","428,490,000.00","572,561,000.00","144,856,000.00"
四、汇率变动对现金的影响,"-64,000.00","-5,366,000.00","-4,958,000.00","-599,000.00","17,136,000.00","23,192,000.00","58,822,000.00","-6,432,000.00","-4,497,000.00","-8,581,000.00","-11,942,000.00","-25,083,000.00","5,366,153.00","33,852,000.00","9,691,000.00","-12,228,000.00"
支付的各项税费,"426,814,000.00","321,108,000.00","354,546,000.00","47,904,000.00","166,821,000.00","198,754,000.00","318,479,000.00","53,080,000.00","121,859,000.00","165,293,000.00","260,145,000.00","81,781,000.00","138,030,409.00","198,855,000.00","266,119,000.00","73,865,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"208,363,000.00","238,172,000.00","210,155,000.00","797,349,000.00","884,228,000.00","991,320,000.00","1,014,322,000.00","187,214,000.00","223,867,000.00","581,600,000.00","380,574,000.00","125,675,000.00","262,193,199.00","345,009,000.00","365,185,000.00","173,982,000.00"
五、现金及现金等价物净增加额,"-5,156,008,000.00","-390,090,000.00","996,560,000.00","-104,922,000.00","-754,811,000.00","2,311,677,000.00","6,661,009,000.00","1,569,661,000.00","-2,354,444,000.00","6,860,495,000.00","-503,475,000.00","-1,925,070,000.00","-1,452,042,321.00","-1,786,327,000.00","-1,215,815,000.00","-897,510,000.00"
经营活动现金流出小计,"8,659,223,000.00","6,411,484,000.00","3,190,496,000.00","1,562,413,000.00","2,129,507,000.00","4,870,410,000.00","-2,193,953,000.00","3,141,054,000.00","3,952,058,000.00","6,001,683,000.00","7,136,409,000.00","2,956,410,000.00","6,750,057,514.00","10,586,206,000.00","12,453,374,000.00","4,269,360,000.00"
期初现金及现金等价物余额,"11,337,458,000.00","6,181,450,000.00","5,791,360,000.00","6,787,920,000.00","6,747,900,000.00","6,761,712,000.00","6,099,712,000.00","4,248,018,000.00","12,760,721,000.00","4,248,018,000.00","4,248,018,000.00","3,744,542,000.00","3,744,542,498.00","3,744,542,000.00","3,744,542,000.00","2,528,726,000.00"
经营活动产生的现金流量净额,"-2,541,462,000.00","4,008,338,000.00","8,878,417,000.00","3,254,194,000.00","2,111,914,000.00","6,109,724,000.00","14,322,012,000.00","302,339,000.00","937,206,000.00","3,030,467,000.00","2,033,820,000.00","248,024,000.00","-7,146,194,828.00","-9,469,449,000.00","-11,897,037,000.00","357,214,000.00"
期末现金及现金等价物余额,"6,181,450,000.00","5,791,360,000.00","6,787,920,000.00","6,682,998,000.00","6,033,109,000.00","9,073,389,000.00","12,760,721,000.00","5,817,679,000.00","10,406,277,000.00","11,108,513,000.00","3,744,542,000.00","1,819,472,000.00","2,292,500,177.00","1,958,216,000.00","2,528,727,000.00","1,631,216,000.00"
二、投资活动产生的现金流量,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
