科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,431,313,132.02","2,033,866,487.14","2,597,774,148.38","1,351,537,809.69","3,319,978,704.65","4,143,609,306.12","5,356,995,628.95","674,769,707.77","1,643,803,403.51","2,435,657,035.40","3,573,157,614.34","720,592,142.40","1,411,343,024.47","2,459,379,773.94","3,626,978,660.51","657,519,868.13","1,470,051,891.72","2,205,833,257.82","3,314,496,768.38","1,027,231,120.26"
提取保险责任准备金,,,,,,,,,,,,,,,,,,,,
利息净收入,"80,081,907.29","-122,489,201.06","-94,652,229.37","18,468,886.29","53,587,017.65","-157,697,704.82","-319,399,231.37","-175,086,327.43","-390,075,239.20","-437,456,214.56","-387,861,855.51","-28,540,421.17","-53,207,934.24","-64,076,375.59","-192,272,314.81","-190,640,241.40","-375,079,261.06","-551,091,156.15","-754,958,561.97","88,137,664.71"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,,,,,
利息收入,,,,,,,,,,,"1,572,137,666.36",,"761,480,722.75",,"1,570,351,288.15",,"850,525,023.93",,"1,685,729,723.00","625,250,471.35"
保单红利支出,,,,,,,,,,,,,,,,,,,,
利息支出,,,,,,,,,,,"1,959,999,521.87",,"814,688,656.99",,"1,762,623,602.96",,"1,225,604,284.99",,"2,440,688,284.97","-537,112,806.64"
分保费用,,,,,,,,,,,,,,,,,,,,
手续费及佣金净收入,"821,988,917.96","1,079,487,825.94","1,475,243,981.33","596,065,621.06","1,794,085,892.51","2,652,748,056.64","3,662,621,336.48","573,063,390.27","1,101,852,978.46","1,629,579,712.92","2,254,420,897.46","436,625,694.81","870,009,064.85","1,379,902,730.00","1,994,315,489.89","406,294,723.60","892,805,514.01","1,277,955,844.35","1,681,410,390.90","471,801,701.07"
营业税金及附加,"58,290,955.57","127,452,456.39","156,606,366.48","70,215,329.93","194,689,794.72","269,737,204.65","350,380,765.52","47,238,000.48","66,763,645.69","73,131,859.20","85,646,785.90","5,938,158.26","26,096,496.79","33,292,762.61","40,504,286.23","6,761,563.19","15,046,212.95","20,735,443.18","26,808,001.13","7,884,295.69"
手续费及佣金收入,,,,,,,,,,,"2,606,511,695.84",,"995,581,521.10",,"2,265,410,731.45",,"1,007,459,349.55",,"1,900,801,573.97",
手续费及佣金支出2,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出,,,,,,,,,,,"352,090,798.38",,"125,572,456.25",,"271,095,241.56",,"114,653,835.54",,"219,391,183.07",
业务及管理费,"766,269,320.35","1,084,685,326.23","1,122,412,792.88","403,766,179.89","1,135,834,707.76","1,560,637,769.99","2,276,801,361.54","285,045,381.12","638,522,632.78","1,002,138,381.68","1,791,216,235.84","349,329,453.28","712,757,071.90","1,327,202,484.30","2,027,753,881.06","323,235,294.34","760,619,983.46","1,245,618,068.08","1,892,737,386.15","447,972,837.14"
其中：代理买卖证券业务净收入,"501,855,049.79","777,304,336.12","1,042,998,796.54","473,523,456.58","1,438,040,444.91","1,974,531,494.10","2,440,866,581.99","279,224,028.12","545,803,750.30","794,129,437.69",,,,,,,,"489,412,937.67","603,657,982.69","202,408,179.74"
减：摊回分保费用,,,,,,,,,,,,,,,,,,,,
证券承销业务净收入,"239,303,994.45","188,821,865.75","227,872,892.35","72,649,235.15","220,758,868.66","458,900,938.98","701,344,779.80","205,406,890.02","423,428,786.97","580,973,180.42",,,,,,,,"459,798,475.40","612,510,450.78","177,851,275.85"
资产减值损失,,"30,069,629.02","52,032,814.09","30,926,150.95","73,359,602.82","113,295,837.69","201,066,517.91","-14,194,640.82","-5,547,298.35","-766,732.87","62,025,654.20","1,086,073.27","-14,751,965.37","-53,108,673.98","30,636,181.71","2,971,833.78","13,254,301.62","12,745,575.50","199,196,675.75",
