科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"731,635,649.48","829,966,537.74","879,924,583.59","490,832,257.69","785,547,400.00","1,115,804,642.69","325,712,643.60","658,165,609.58","1,013,184,429.69","1,384,091,448.06","354,161,703.62"
二、营业利润,"82,687,452.44","85,616,323.89","98,823,423.57","61,880,965.45","102,266,400.00","140,673,479.62","42,699,577.33","84,228,106.18","131,757,708.94","181,472,557.14","42,438,124.34"
减:营业成本,"534,919,439.86","625,624,874.68","649,461,818.79","356,363,063.70",,"797,567,095.24","231,509,869.19","464,879,616.08","713,366,942.53","977,099,259.33","249,732,974.70"
加:补贴收入,,,,,,,,,,,
营业税金及附加,"5,176,897.62","5,473,983.40","9,172,443.30","5,594,180.16",,"10,078,063.08","3,349,195.74","6,278,578.73","8,798,034.09","12,123,208.98","2,405,240.75"
营业外收入,"7,613,332.39","3,891,449.73","7,518,534.00","2,434,923.08",,"10,963,975.02","3,690,000.00","4,590,373.50","5,334,685.79","1,891.58","10,120.61"
销售费用,"23,662,008.14","25,648,411.05","28,690,937.75","15,200,128.66",,"36,112,348.27","10,035,196.06","20,684,812.98","31,466,246.74","40,935,095.31","11,729,549.45"
减:营业外支出,"264,788.25","1,089,774.80","663,989.34","1,247,431.85",,"1,423,076.28","58,610.94","853,597.01","1,090,520.87","20,009.97","89,771.66"
管理费用,"66,341,406.34","69,412,334.69","80,871,303.78","44,698,860.84",,"118,905,670.64","33,624,572.63","74,966,037.29","115,503,928.58","159,905,058.84","44,422,441.57"
其中:非流动资产处置净损失,,,,,,"1,423,076.28",,"853,597.01",,,
堪探费用,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,
财务费用,"15,596,764.38","15,432,916.42","9,330,036.24","5,733,800.68",,"9,369,625.29","3,193,735.49","6,093,655.70","10,995,258.10","19,154,564.98","8,198,423.17"
三、利润总额,"90,035,996.58","88,417,998.82","105,677,968.23","63,068,456.68","105,902,200.00","150,214,378.36","46,330,966.39","87,964,882.67","136,001,873.86","181,454,438.75","42,358,473.29"
资产减值损失,"2,526,880.70","2,316,793.61","2,761,320.16","1,382,308.20",,"3,438,460.55","1,104,097.16","1,544,972.07","2,201,414.23","3,336,714.82","130,949.63"
减:所得税,"13,658,656.29","12,459,495.33","14,423,508.07","10,349,513.65",,"21,511,784.12","10,618,425.54","13,192,162.13","21,439,885.55","28,941,919.53","5,628,142.19"
加:公允价值变动净收益,"200,100.00","-326,400.00","250,050.00","-114,650.00",,"153,450.00","-224,000.00",,,,
加:影响净利润的其他科目,,,,,,,,,,,
投资收益,"-924,900.00","-114,500.00","-1,063,350.00","135,700.00",,"186,650.00","27,600.00","510,169.45","905,103.52","1,748,772.19",
四、净利润,"76,377,340.29","75,958,503.49","91,254,460.16","52,718,943.03","88,801,900.00","128,702,594.24","35,712,540.85","74,772,720.54","114,561,988.31","152,512,519.22","36,730,331.10"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,
归属于母公司所有者的净利润,"76,377,340.29","75,958,503.49","91,254,460.16","52,718,943.03","88,801,900.00","128,702,594.24","35,712,540.85","74,772,720.54","114,561,988.31","152,512,519.22","36,730,331.10"
影响营业利润的其他科目,,,,,,,,,,,-0.01
少数股东损益,,,,,,,,,,,
