科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,
收回投资收到的现金,"1,507,619,000.00","2,144,864,000.00","995,036,000.00","7,171,311,000.00","7,437,540,000.00","7,906,323,000.00","3,472,462,000.00","5,542,016,000.00","7,905,121,000.00","7,559,369,000.00","4,750,677,000.00","9,981,079,000.00","20,387,827,000.00","12,333,620,000.00","65,305,052,000.00"
客户存款和同业存放款项净增加额,"4,621,145,000.00","876,063,000.00","4,783,997,000.00","4,679,399,000.00","6,846,761,000.00","8,696,894,000.00","-136,162,000.00","2,577,632,000.00","2,349,676,000.00","5,575,871,000.00","300,588,000.00","4,247,839,000.00","8,849,968,000.00","12,931,681,000.00","1,599,099,000.00"
取得投资收益收到的现金,"263,909,000.00","282,100,000.00","343,738,000.00","335,862,000.00","308,983,000.00","418,781,000.00","282,550,000.00","397,147,000.00","813,939,000.00","876,426,000.00","312,048,000.00","610,684,000.00","681,195,000.00","1,320,466,000.00","24,382,000.00"
向中央银行借款净增加额,,,,"17,870,000.00","71,821,000.00","143,274,000.00","209,756,000.00","382,145,000.00","403,047,000.00","306,726,000.00","-300,000,000.00","-150,000,000.00","150,000,000.00","1,090,000,000.00",
收到其他与投资活动有关的现金,"8,562,000.00","7,508,000.00","208,000.00","473,000.00","3,450,000.00","515,000.00","33,000.00","47,000.00","3,000.00","721,000.00","32,000.00",,"368,000.00",,
向其他金融机构拆入资金净增加额,,,,,,,"34,497,000.00",,,"-422,842,000.00","-60,347,000.00","-228,633,000.00","223,863,000.00","-1,067,372,000.00","-2,322,416,000.00"
投资活动现金流入小计,"1,780,090,000.00","2,434,472,000.00","1,338,982,000.00","7,507,646,000.00","7,749,973,000.00","8,325,619,000.00","3,755,045,000.00","5,939,210,000.00","8,719,063,000.00","8,436,516,000.00","5,062,757,000.00","10,592,090,000.00","21,069,390,000.00","13,658,760,000.00","65,329,434,000.00"
收取利息、手续费及佣金的现金,"3,083,571,000.00","3,301,165,000.00","3,205,865,000.00","1,421,952,000.00","2,126,958,000.00","2,871,955,000.00","765,788,000.00","1,532,647,000.00","2,326,276,000.00","3,073,313,000.00","961,907,000.00","1,709,660,000.00","2,749,170,000.00","3,618,734,000.00","1,088,803,000.00"
投资支付的现金,"2,559,595,000.00","2,375,111,000.00","6,720,427,000.00","6,371,534,000.00","9,464,262,000.00","9,933,408,000.00","5,154,193,000.00","9,327,982,000.00","13,776,912,000.00","17,098,888,000.00","7,207,896,000.00","11,027,817,000.00","22,517,906,000.00","18,784,111,000.00","62,585,337,000.00"
处置交易性金融资产净增加额,,,,,,,,,,,,,,,
质押贷款净增加额,,,,,,,,,,,,,,,
拆入资金净增加额,,,,,,,,,,,,,,,
购建固定资产、无形资产和其他长期资产支付的现金,"216,160,000.00","228,617,000.00","120,297,000.00","95,456,000.00","174,701,000.00","207,424,000.00","62,170,000.00","220,986,000.00","266,355,000.00","327,727,000.00","53,807,000.00","64,009,000.00","124,830,000.00","245,249,000.00","266,264,000.00"
回购业务资金净增加额,,,,,,"202,042,000.00","368,476,000.00",,,"-4,117,096,000.00","-1,429,137,000.00","-504,031,000.00",,"-1,435,234,000.00",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
销售商品、提供劳务收到的现金,,,,,,,,,,,,,,,
