科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"-339,417.20","1,306,222.04","385,243.11","1,174,716.21","918,536.11","2,555,539.78","121,496.11","2,617,833.02","4,624,769.24","6,801,032.85","-1,335,818.59","-931,125.43","602,179.74","684,923.51","303,346.53","1,743,091.45","2,486,584.43","1,555,111.60","-4,648,717.02","-1,561,521.42","-168,094.64","-639,285.23","908,747.80","1,125,762.08","1,385,586.57","6,822,896.96","-317,014.87","2,135,312.25","2,512,369.86","4,297,718.28","-1,003,941.82","-962,479.41"
减:所得税,"4,187,700.49","6,063,769.27","6,324,853.60","3,275,635.43","4,092,466.60","6,475,144.63","368,021.80","966,020.88","607,796.84","647,745.04","281,130.34","851,152.89","590,711.48","3,508,482.77","473,052.43","544,674.31","-23,783.82","382,507.46","188,927.00","99,107.44","19,102.10","12,543.41",,,,,,,,,,
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"1,359,557.87",,,,,,,,,"79,178.08","79,178.08","79,178.08","79,178.08",,,,,,,,"41,699,456.13",,,,,,,"8,767.12","363,945.21",,"219,205.48"
四、净利润,"31,521,686.60","32,733,633.81","38,160,421.35","20,111,832.93","30,865,079.39","39,178,199.57","2,265,917.50","8,307,626.48","8,774,010.26","6,504,451.71","-6,392,011.66","-7,111,396.18","-15,397,187.88","-27,393,966.84","-3,386,976.15","-5,543,405.20","-11,044,131.72","-37,684,622.64","-6,381,194.65","-16,449,007.19","-14,669,142.64","20,865,433.42","-4,875,279.47","-11,883,106.21","-18,773,312.60","-25,705,794.33","-960,099.74","-2,320,181.82","-310,865.73","5,412,456.91","-3,800,757.63","-3,097,573.79"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"30,113,309.19","32,216,769.50","38,160,421.35","20,111,832.93","30,865,079.39","39,178,199.57","2,265,917.50","8,307,626.48","8,774,010.26","6,362,040.74","-6,780,756.90","-7,802,909.97","-16,378,704.15","-28,540,949.63","-3,702,307.60","-5,858,736.65","-11,359,463.17","-37,999,954.09","-6,381,194.65","-16,449,007.19","-14,669,142.64","20,865,433.42","-4,875,279.47","-11,883,106.21","-18,773,312.60","-25,705,794.33","-960,099.74","-2,320,181.82","-310,865.73","5,412,456.91","-3,800,757.63","-3,097,573.79"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,408,377.41","516,864.31",,,,,,,,"142,410.97","388,745.24","691,513.79","981,516.27","1,146,982.79","315,331.45","315,331.45","315,331.45","315,331.45",,,,,,,,,,,,,,
