科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-122,040.70","6,475.33","-43,595.63","130,585.44","407,983.58","819,573.85","343,432.11","-2,414,547.20","-729,450.04","-2,813,954.60","-4,002,332.42","-4,537,224.83","122,853.71","735,993.92","2,046,101.96","3,649,782.35","787,400.42","1,028,893.35","538,931.22","2,612,636.69","283,227.48","904,308.31","75,380.57","826,925.29","383,639.79","1,398,940.98","2,334,953.00","3,417,404.42","781,331.38","254,531.60","1,335,348.31","4,332,161.03","2,575,453.14","6,185,454.71","13,920,508.14"
三、利润总额,"52,121,996.41","57,294,252.36","19,330,326.66","77,858,559.75","19,601,319.49","39,502,651.81","52,214,540.26","82,765,746.47","25,416,634.26","45,221,280.29","60,544,435.06","84,880,626.67","22,124,516.00","45,640,547.05","55,892,197.07","63,750,854.02","26,347,555.89","45,154,278.68","37,121,030.19","46,532,819.96","15,286,763.20","12,593,265.65","10,792,408.89","13,277,891.00","8,586,453.88","8,431,474.85","15,052,220.07","48,284,964.65","7,885,723.11","34,923,396.10","68,228,380.75","114,910,911.28","39,554,256.18","82,411,394.46","136,157,077.35"
资产减值损失,"858,962.64","1,544,464.48",,"741,287.86",,"566,377.90","1,825,041.24","4,090,812.63","107,136.71","-640,266.39","-743,144.90","1,825,323.97","-758,106.05","213,231.67","-520,382.19","6,261,505.25","26,707.44","878,203.78","1,194,150.20","18,324,845.60","1,582,013.74","1,733,252.32","2,127,018.90","24,756,283.83","-1,793,284.96","6,948,659.83","25,973,867.11","38,577,270.99","1,794,492.86","26,008,159.84","38,501,817.57","64,901,385.24","372,640.06","22,158,841.83","26,555,663.69"
减:所得税,"5,168,078.96","6,587,047.74","3,638,541.48","12,963,797.93","3,602,422.52","8,633,899.55","10,658,956.79","16,276,771.10","6,321,881.35","11,306,326.20","15,118,845.53","19,732,700.58","5,162,878.70","11,365,072.27","12,759,635.15","15,870,042.85","6,864,891.99","10,543,555.35","8,747,591.26","14,450,061.11","4,486,405.75","4,426,786.49","5,082,931.51","11,752,013.51","2,886,781.69","9,709,977.62","8,351,917.62","-1,854,417.78","-1,879,520.41","-2,876,235.50","-9,520,690.11","-22,059,146.66","1,276,216.68","-13,550,247.49","-12,536,454.54"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,"6,352,308.54","5,316,564.23","9,347,231.19","14,548,037.34","18,989,196.71","4,100,214.53","8,598,927.11","9,112,453.36","9,860,284.68","537,313.13","4,335,898.90","5,999,790.85","-3,334,771.16","-55,217.04","2,206,859.36","2,629,179.49"
四、净利润,"46,953,917.45","50,707,204.62","15,691,785.18","64,894,761.82","15,998,896.97","30,868,752.26","41,555,583.47","66,488,975.37","19,094,752.91","33,914,954.09","45,425,589.53","65,147,926.09","16,961,637.30","34,275,474.78","43,132,561.92","47,880,811.17","19,482,663.90","34,610,723.33","28,373,438.93","32,082,758.85","10,800,357.45","8,166,479.16","5,709,477.38","1,525,877.49","5,699,672.19","-1,278,502.77","6,700,302.45","50,139,382.43","9,765,243.52","37,799,631.60","77,749,070.86","136,970,057.94","38,278,039.50","95,961,641.95","148,693,531.89"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,"909,515.61",,,,"-1,045,233.49","-175,361.27","-258,667.37","-301,726.50"
归属于母公司所有者的净利润,"43,709,535.14","44,064,267.18","14,256,839.89","58,379,483.29","15,167,760.20","28,657,806.22","37,590,537.92","63,417,391.63","19,748,114.67","32,993,328.35","41,470,282.08","57,268,876.43","15,085,780.51","29,835,703.15","37,388,431.96","37,309,537.82","16,638,319.87","30,186,243.80","22,934,551.54","25,400,234.24","10,527,549.29","8,598,638.78","7,372,961.50","6,563,968.21","7,327,993.89","15,914,329.05","32,402,265.63","80,914,680.77","11,830,739.70","44,489,639.62","88,721,153.87","152,055,870.13","38,431,810.60","98,510,682.10","151,745,630.67"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"3,244,382.31","6,642,937.44","1,434,945.29","6,515,278.53","831,136.77","2,210,946.04","3,965,045.55","3,071,583.74","-653,361.76","921,625.74","3,955,307.45","7,879,049.66","1,875,856.79","4,439,771.63","5,744,129.96","10,571,273.35","2,844,344.03","4,424,479.53","5,438,887.39","6,682,524.61","272,808.16","-432,159.62","-1,663,484.12","-5,038,090.72","-1,628,321.70","-17,192,831.82","-25,701,963.18","-30,775,298.34","-2,065,496.18","-6,690,008.02","-10,972,083.01","-15,085,812.19","-153,771.10","-2,549,040.15","-3,052,098.78"
