科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
资产减值损失,"1,187,224.00","-390,639.59","-523,629.48","-318,923.46","1,912,702.42","-211,770.49","582,384.46","1,165,547.51","2,098,144.92","-350,456.14","263,222.25","2,111,520.06","2,260,844.12","977,389.91","-262,598.66","1,857,346.84","2,133,066.04","3,159,587.17","1,323,379.76","3,486,858.86","8,025,459.24","5,990,085.09","700,456.32","-923,946.73","741,377.27","875,683.37","-451,899.34","-169,649.08","699,968.00","1,014,501.68","-22,736.00","1,107,475.08","4,470,789.95"
减:所得税,"2,235,549.97","7,305,435.61","6,398,390.66","3,973,074.76","7,401,902.22","9,390,044.96","1,123,030.03","4,535,365.57","9,067,978.95","11,257,154.72","1,952,776.55","5,842,380.49","11,235,311.19","13,737,538.61","3,073,587.48","7,502,193.37","12,172,781.96","18,341,124.70","3,723,904.00","7,301,287.84","13,124,740.67","21,007,699.19","1,905,755.79","3,266,250.76","4,403,042.71","9,868,943.33","2,482,823.21","2,518,647.27","4,025,211.67","6,137,192.29","2,339,581.05","3,706,379.67","4,631,794.78"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"843,899.58","115,633.57","2,905,374.98",,,,,,,,,,,,"7,421.51","31,156.42","157,666.38","348,744.16","-5,181.91","19,172.69","51,364.77","482,336.91","8,394.26","19,269.18","-245,379.73","-172,234.82","-227,450.70","-325,970.29","-605,973.93","943,910.69","-107,498.56","-161,328.26","-199,955.25"
四、净利润,"3,939,719.26","21,281,329.40","37,366,782.70","23,163,679.90","45,152,632.57","52,674,079.07","6,945,621.22","27,242,164.42","52,385,137.68","61,487,216.21","8,735,148.18","30,689,904.99","57,808,564.30","70,496,718.77","13,250,883.84","38,145,361.30","61,469,592.56","81,113,551.13","17,191,798.35","47,492,006.89","68,206,098.74","96,024,062.83","9,922,712.78","8,397,818.69","5,376,021.27","13,222,459.78","6,749,621.40","7,437,814.78","5,974,396.56","10,086,621.99","9,018,490.99","10,894,798.66","15,388,673.22"
其中:对联营企业和合营企业的投资权益,"843,899.58","126,198.12",,,,,,,,,,,,,"7,421.51","31,156.42","157,666.38",,"-5,181.91","19,172.69","51,364.77","482,336.91","8,394.26","19,269.18","-245,379.73","-172,234.82","-227,450.70","-325,970.29","-605,973.93","943,910.69","-107,498.56","-161,328.26","-199,955.25"
归属于母公司所有者的净利润,"4,376,670.96","21,404,356.15","37,381,730.87","23,163,679.90","45,152,632.57","52,674,079.07","6,945,621.22","27,280,166.78","52,562,345.90","62,022,631.50","9,595,960.27","32,048,152.70","60,228,999.81","72,541,959.06","14,655,004.58","40,190,019.99","64,222,820.63","84,232,763.30","17,908,729.86","44,788,762.42","67,973,334.87","94,824,397.71","10,752,788.99","10,097,400.46","7,971,800.50","18,066,889.18","7,937,689.73","8,731,996.78","8,626,139.10","15,065,173.52","9,000,633.13","11,132,024.97","16,277,552.06"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-436,951.70","-123,026.75","-14,948.17",,,,,"-38,002.36","-177,208.22","-535,415.29","-860,812.09","-1,358,247.71","-2,420,435.51","-2,045,240.29","-1,404,120.74","-2,044,658.69","-2,753,228.07","-3,119,212.17","-716,931.51","2,703,244.47","232,763.87","1,199,665.12","-830,076.21","-1,699,581.77","-2,595,779.23","-4,844,429.40","-1,188,068.33","-1,294,182.00","-2,651,742.54","-4,978,551.53","17,857.86","-237,226.31","-888,878.84"
