科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"610,250,277.16","681,842,197.38","693,664,797.76","394,652,793.09","575,251,672.57","777,204,107.33","222,035,614.41","439,219,095.54","660,999,903.51","895,764,551.33","257,145,664.77","480,725,632.38"
取得子公司及其他营业单位支付的现金净额,"8,013,392.83",,,,,,,,,,,
收到的税费返还,"2,935,027.86","3,044,893.57","3,249,561.19","2,326,097.67","8,554,405.40","8,334,815.10","813,227.94","4,901,078.25","8,158,336.42","8,180,182.24","940,273.07","4,700,254.23"
支付其他与投资活动有关的现金,,,,,,,"169,000,000.00","278,000,000.00","430,000,000.00","582,000,000.00","165,000,000.00","260,000,000.00"
收到其他与经营活动有关的现金,"14,643,249.14","14,316,384.64","16,980,687.30","8,086,298.93","14,184,215.50","14,952,850.86","4,621,313.67","13,004,491.81","16,643,932.76","20,909,340.34","3,727,476.97","6,834,534.85"
投资活动现金流出小计,"30,289,493.28","62,665,229.90","72,205,515.06","26,082,680.64","34,002,856.53","55,727,375.83","200,146,319.11","341,563,302.76","506,803,856.73","683,224,233.75","184,209,010.51","297,022,433.56"
经营活动现金流入小计,"627,828,554.16","699,203,475.59","713,895,046.25","405,065,189.69","597,990,293.47","800,491,773.29","227,470,156.02","457,124,665.60","685,802,172.69","924,854,073.91","261,813,414.81","492,260,421.46"
投资活动产生的现金流量净额,"-17,501,195.95","-61,306,014.02","-69,415,044.81","-25,705,926.22","-32,871,755.23","-53,557,543.70","-199,940,957.51","-201,195,392.81","-225,854,463.22","-246,935,612.43","-30,518,210.51","-26,869,537.93"
购买商品、接受劳务支付的现金,"357,202,502.15","399,112,096.98","386,709,569.70","241,479,901.78","362,654,276.80","472,157,775.23","141,505,257.17","266,613,861.79","379,659,814.92","528,345,822.53","151,786,552.47","301,880,086.47"
吸收投资收到的现金,,,,,,,"337,650,000.00","337,650,000.00","337,650,000.00","337,650,000.00",,
支付给职工以及为职工支付的现金,"109,644,655.36","114,934,392.81","136,276,196.53","80,539,506.86","115,836,842.75","157,162,683.11","55,682,324.71","94,736,690.16","136,614,675.80","181,786,081.95","55,876,404.73","98,966,302.67"
取得借款收到的现金,"151,336,670.10","106,900,000.00","130,000,000.00","94,000,000.00","123,000,000.00","139,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00",,
支付的各项税费,"47,092,815.83","48,915,857.74","55,832,265.41","26,936,765.97","39,884,829.07","55,786,673.54","15,100,271.67","25,270,855.47","37,504,501.60","50,276,753.38","11,393,852.36","19,731,442.28"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"48,395,292.02","51,783,146.65","55,461,731.37","28,491,719.37","45,293,449.35","64,207,770.44","15,113,096.66","29,769,971.80","47,632,473.29","63,452,405.87","17,887,036.51","35,037,521.45"
筹资活动现金流入小计,"151,336,670.10","106,900,000.00","130,000,000.00","94,000,000.00","123,000,000.00","139,000,000.00","358,650,000.00","358,650,000.00","358,650,000.00","358,650,000.00",,
经营活动现金流出小计,"562,335,265.36","614,745,494.18","634,279,763.01","377,447,893.98","563,669,397.97","749,314,902.32","227,400,950.21","416,391,379.22","601,411,465.61","823,861,063.73","236,943,846.07","455,615,352.87"
偿还债务支付的现金,"165,911,175.78","126,869,673.15","101,900,000.00","102,000,000.00","129,000,000.00","135,000,000.00","110,000,000.00","110,000,000.00","111,000,000.00","111,000,000.00",,
经营活动产生的现金流量净额,"65,493,288.80","84,457,981.41","79,615,283.24","27,617,295.71","34,320,895.50","51,176,870.97","69,205.81","40,733,286.38","84,390,707.08","100,993,010.18","24,869,568.74","36,645,068.59"
分配股利、利润或偿还利息支付的现金,"26,096,840.75","19,435,022.40","5,612,222.35","2,481,153.96","6,965,545.54","7,839,170.54","417,720.85","24,929,725.19","25,431,495.84","25,431,495.84",,"24,490,542.55"
收回投资收到的现金,"12,500,000.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,250,000.00","800,000.00","800,000.00",,"400,000.00","1,200,000.00","9,018,800.00","14,568,800.00","14,568,800.00","14,670,000.00",,
取得投资收益收到的现金,"12,066.27","36,469.55",,,"54,173.29","54,173.29",,"917,393.15","2,465,876.71","4,130,697.26","1,277,300.00","2,564,698.63"
筹资活动现金流出小计,"194,258,016.53","147,104,695.55","108,312,222.35","104,481,153.96","136,365,545.54","144,039,170.54","119,436,520.85","149,498,525.19","151,000,295.84","151,101,495.84",,"24,490,542.55"
处置固定资产、无形资产和其他长期资产收回的现金净额,"276,231.06","832,746.33","764,037.66","376,754.42","560,828.01","1,464,516.11","205,361.60","450,516.80","483,516.80","654,924.06","413,500.00","588,197.00"
筹资活动产生的现金流量净额,"-42,921,346.43","-40,204,695.55","21,687,777.65","-10,481,153.96","-13,365,545.54","-5,039,170.54","239,213,479.15","209,151,474.81","207,649,704.16","207,548,504.16",,"-24,490,542.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,395,289.26","-684,261.58","1,447,123.46","208,224.92","298,968.43","1,089,430.73","-199,385.43","-617,242.64","-908,858.04","-893,791.50","-283,118.67","120,530.28"
收到其他与投资活动有关的现金,,"490,000.00","2,026,432.59",,"516,100.00","651,142.73",,"139,000,000.00","278,000,000.00","431,503,000.00","152,000,000.00","267,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"12,788,297.33","1,359,215.88","2,790,470.25","376,754.42","1,131,101.30","2,169,832.13","205,361.60","140,367,909.95","280,949,393.51","436,288,621.32","153,690,800.00","270,152,895.63"
五、现金及现金等价物净增加额,"2,675,457.16","-17,736,989.74","33,335,139.54","-8,361,559.55","-11,617,436.84","-6,330,412.54","39,142,342.02","48,072,125.74","65,277,089.98","60,712,110.41","-5,931,760.44","-14,594,481.61"
购建固定资产、无形资产和其他长期资产支付的现金,"22,276,100.45","62,665,229.90","57,205,515.06","26,082,680.64","34,002,856.53","55,727,375.83","31,146,319.11","63,563,302.76","76,803,856.73","101,224,233.75","19,209,010.51","37,022,433.56"
期初现金及现金等价物余额,"38,493,205.45","41,168,662.61","23,431,672.87","56,766,812.41","56,766,812.41","56,766,812.41","50,436,399.87","50,436,399.87","50,436,399.87","50,436,399.87","111,148,510.28","111,148,510.28"
投资支付的现金,,,"15,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"41,168,662.61","23,431,672.87","56,766,812.41","48,405,252.86","45,149,375.57","50,436,399.87","89,578,741.89","98,508,525.61","115,713,489.85","111,148,510.28","105,216,749.84","96,554,028.67"
