科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,394,310.96","-15,395.09","616,187.35","-324,505.12","-5,689,749.63","-11,552,829.89","-16,738,468.32","-5,919,354.73","-11,498,211.93","-16,464,545.52","-19,905,572.21","-2,974,884.14","-4,220,237.38","-5,746,798.09","-7,600,976.81","-920,321.84","52,376.17","423,448.81","1,373,208.68","6,604,283.08","13,570,211.37","19,316,584.81","29,960,461.04","9,470,995.73","19,823,460.91","30,290,556.38","36,694,748.68","5,939,869.48","10,636,725.58","9,072,302.44","16,087,473.27","4,219,113.28"
三、利润总额,"22,330,597.34","38,155,377.70","54,814,347.56","15,001,047.38","35,367,757.52","59,580,681.60","93,749,396.44","18,405,005.02","45,137,840.70","73,205,651.52","105,110,785.72","21,143,993.66","48,772,205.82","81,397,772.40","147,856,594.47","25,366,963.10","56,740,179.43","115,716,938.70","186,338,666.29","40,116,779.88","98,500,371.68","189,936,147.20","338,359,045.91","62,807,106.19","120,469,714.62","241,875,699.60","309,189,458.02","85,483,459.53","173,612,323.29","257,637,133.70","350,544,240.67","106,033,488.83"
资产减值损失,"707,256.04","2,413,415.53","1,280,396.24",,,,"1,099,442.99",,,,"2,663,317.30",,,,"2,683,788.08","986,018.18","2,637,205.96","4,887,161.82","2,502,036.75","2,383,284.74","1,422,087.18","4,500,676.43","18,919,545.12","3,786,669.83","1,905,434.03","10,161,078.25","48,737,625.30","7,835,456.82","13,182,424.83","13,939,331.55","59,465,872.20","-4,315,130.36"
减:所得税,"2,471,775.38","2,789,465.83","5,320,767.19","2,250,157.11","5,305,163.63","8,937,102.24","13,275,010.84","2,760,750.76","7,034,178.16","11,080,160.04","15,311,763.45","3,162,451.18","7,105,866.50","11,712,326.30","17,925,873.47","3,856,349.03","7,393,251.24","10,455,690.45","14,776,981.68","2,384,975.35","8,816,570.49","15,691,349.76","33,016,997.47","4,194,074.22","9,829,699.41","11,763,017.33","17,264,768.86","7,025,071.19","13,370,087.57","23,281,540.51","20,822,860.51","7,785,501.04"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"229,873.98","506,250.69","755,154.81","810,839.74","810,839.74",,,,,,,,,"510,000.00","510,000.00","510,000.00","7,166,487.25","480,000.00","2,542,028.60","2,912,766.51","2,855,775.43","270,000.00","4,169,975.44","5,264,553.66","423,188.47",
四、净利润,"19,858,821.96","35,365,911.87","49,493,580.37","12,750,890.27","30,062,593.89","50,643,579.36","80,474,385.60","15,644,254.26","38,103,662.54","62,125,491.48","89,799,022.27","17,981,542.48","41,666,339.32","69,685,446.10","129,930,721.00","21,510,614.07","49,346,928.19","105,261,248.25","171,561,684.61","37,731,804.53","89,683,801.19","174,244,797.44","305,342,048.44","58,613,031.97","110,640,015.21","230,112,682.27","291,924,689.16","78,458,388.34","160,242,235.72","234,355,593.19","329,721,380.16","98,247,987.79"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"19,858,821.96","35,365,911.87","49,493,580.37","12,750,890.27","30,062,593.89","50,643,579.36","80,474,385.60","15,644,254.26","38,103,662.54","62,125,491.48","89,799,022.27","17,981,542.48","41,666,339.32","69,685,446.10","129,930,721.00","21,510,614.07","49,346,928.19","105,261,248.25","171,561,684.61","37,731,804.53","89,683,801.19","174,244,797.44","305,342,048.44","58,613,031.97","110,640,015.21","230,112,682.27","291,924,689.16","78,458,388.34","160,242,235.72","234,355,593.19","329,721,380.16","98,247,987.79"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
