科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"290,741,250.22","308,567,064.72","316,610,239.26","196,312,923.75","292,898,400.00","400,060,859.88","139,070,244.92","306,689,559.32","470,253,791.40","641,329,293.31","216,849,112.37","503,602,321.15","749,780,748.04","1,020,652,942.83","364,365,551.76"
二、营业利润,"58,041,656.46","48,650,626.00","59,183,045.29","44,073,007.92","66,670,400.00","91,730,161.78","35,371,658.02","78,188,507.83","118,506,811.31","161,531,253.71","59,405,542.40","141,441,363.57","202,742,470.00","260,529,561.80","104,526,829.27"
减:营业成本,"178,504,418.91","196,633,546.65","201,526,876.08","115,429,981.78","226,248,000.00","230,559,473.77","78,546,435.02","175,134,978.51","267,789,583.44","362,514,308.89","119,576,604.84","276,575,355.38","417,811,816.68","583,327,741.69","207,125,569.16"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"2,052,017.59","2,520,024.10","2,005,207.63","869,228.91",,"4,519,018.46","2,282,355.85","4,371,016.24","6,476,703.17","7,913,986.22","1,396,109.42","2,746,000.86","3,957,852.03","5,619,346.19","1,625,113.87"
营业外收入,"2,846,294.16","5,415,060.53","1,414,753.05","418,060.68",,"1,346,891.85","453,407.57","1,558,899.17","2,049,057.20","1,490,240.42","153,183.96","82,287.67","207,991.56","230,974.48","18,808.45"
销售费用,"12,598,255.25","14,917,132.43","15,872,083.20","10,755,698.26",,"24,421,317.94","6,494,343.95","15,989,237.46","25,362,956.66","38,372,760.29","10,366,766.37","25,439,067.68","39,522,954.51","55,661,362.27","18,533,772.35"
减:营业外支出,"478,006.36","34,078.87","47,416.42","1,599.84",,"24,677.00","4,244.56","7,543.98","88,422.57","114,073.48","14,447.26","16,377.53","35,110.10","43,825.66","75,037.01"
管理费用,"31,074,701.42","37,161,728.61","37,125,134.45","20,695,617.46",,"44,560,651.67","12,833,430.54","29,338,767.58","45,661,356.82","67,431,346.48","21,390,137.72","50,581,345.96","42,979,944.24","62,807,741.61","14,120,874.84"
其中:非流动资产处置净损失,"266,563.14","33,481.09","44,641.94","1,599.84",,"22,554.94","1,508.16","4,807.58","83,686.17",,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"7,621,027.03","5,249,778.01","943,180.75","1,384,560.41",,"1,662,608.69","966,230.82","2,242,023.57","3,345,336.50","4,390,490.89","2,259,627.40","3,747,450.06","7,337,282.69","10,963,888.73","4,115,130.40"
三、利润总额,"60,409,944.26","54,031,607.66","60,550,381.92","44,489,468.76","67,397,300.00","93,052,376.63","35,820,821.03","79,739,863.02","120,467,445.94","162,907,420.65","59,544,279.10","141,507,273.71","202,915,351.46","260,716,710.62","104,470,600.71"
资产减值损失,"849,173.56","3,434,228.92","310,179.82","3,104,829.01",,"2,626,533.36","2,575,790.72","1,425,028.13","3,111,043.50","550,633.71","2,802,017.10","3,874,605.00","4,166,227.42","3,216,330.14","5,328,794.64"
减:所得税,"8,773,925.09","8,865,892.08","8,690,263.16","6,714,127.61",,"13,658,357.76","5,192,921.34","11,639,545.44","17,993,943.14","23,220,212.65","8,484,950.63","19,513,203.20","27,930,930.16","35,542,577.35","15,388,697.82"
加:公允价值变动净收益,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,,,"355,467.96",,,"18,905.79",,,,,,,,,
四、净利润,"51,636,019.17","45,165,715.58","51,860,118.76","37,775,341.15","57,412,200.00","79,394,018.87","30,627,899.69","68,100,317.58","102,473,502.80","139,687,208.00","51,059,328.47","121,994,070.51","174,984,421.30","225,174,133.27","89,081,902.89"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"51,636,019.17","45,165,715.58","51,860,118.76","37,775,341.15","57,412,200.00","79,394,018.87","30,627,899.69","68,100,317.58","102,473,502.80","139,687,208.00","51,059,328.47","121,994,070.51","174,984,421.30","225,174,133.27","89,081,902.89"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,
