科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
财务费用,"1,060,469.00","-197,035.74","-347,877.83","-789,560.85","-543,796.44","-2,682,782.89","-8,522,889.03","-5,830,141.03","-12,562,866.14","-18,208,388.01","-28,260,618.93","-9,239,305.55","-16,189,931.81","-23,326,799.12","-31,850,602.69","-7,011,818.31","-12,674,221.27","-20,182,483.98","-25,625,729.15","-2,159,758.70","-9,237,703.56","-15,440,127.99","-20,559,391.36","-3,338,760.06","-8,864,992.00","-14,719,524.14","-20,373,126.26","-5,445,983.09","-7,033,880.61","-9,215,503.37","-12,760,003.08","-659,625.11","-8,232,727.35","-12,118,445.62","-17,406,492.30","-2,524,726.54"
三、利润总额,"76,217,783.55","85,335,196.67","42,803,273.88","100,478,733.09","47,890,785.79","58,743,431.82","118,840,057.24","2,445,871.17","73,593,967.99","85,209,479.44","201,538,599.21","4,220,766.44","84,483,859.46","95,104,680.72","251,352,244.33","5,397,056.62","31,593,465.13","61,901,857.62","231,953,560.50","6,882,416.35","60,064,915.80","87,613,956.28","211,531,814.81","-24,511,507.78","-33,844,895.24","-59,769,611.16","-58,178,354.28","-31,413,420.41","-49,035,163.75","-62,253,523.04","-150,152,213.37","-9,558,007.44","-334,602.92","797,086.79","14,334,976.82","-8,504,473.42"
资产减值损失,"2,523,863.93","2,196,207.79","1,479,887.58","2,600,909.74","1,982,038.65","3,274,785.94","4,443,661.86","-115,387.61","15,870,543.42","11,369,927.28","22,787,105.53","-5,886,743.26","835,942.80","1,300,650.59","11,070,790.04","958,067.22","3,654,900.20","-9,925,984.98","-10,316,743.41","3,634,343.25","19,513,133.66","21,179,821.02","26,191,405.41","1,862,351.65","9,870,395.88","30,911,589.39","41,614,587.48","6,092,740.04","15,572,952.48","15,751,476.45","26,381,453.04","-4,931,518.70","5,520,893.65","-1,075,310.73","-26,121,899.41","-5,750,973.50"
减:所得税,"8,535,735.05","13,635,815.20","6,420,491.08","12,783,022.32","7,183,617.87","8,901,480.16","13,815,139.62","431,098.61","11,434,749.22","13,508,657.37","29,585,412.75","983,644.59","13,286,393.27","14,928,252.54","37,503,329.52","967,213.04","4,934,145.10","9,557,117.22","39,537,347.73","1,864,317.30","5,293,982.51","14,390,444.46","40,795,073.28","-89,567.20","-1,024,098.44","-3,960,175.24","-7,217,821.10","-911,591.36","-2,275,847.42","-2,078,205.93","23,685,587.61","33,970.34","37,540.07","582,204.58","626,073.69","31,652.78"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,896,046.19","265,500.96","12,131,457.98","13,410,428.73","27,439,052.67",
四、净利润,"67,682,048.50","71,699,381.47","36,382,782.80","87,695,710.77","40,707,167.92","49,841,951.66","105,024,917.62","2,014,772.56","62,159,218.77","71,700,822.07","171,953,186.46","3,237,121.85","71,197,466.19","80,176,428.18","213,848,914.81","4,429,843.58","26,659,320.03","52,344,740.40","192,416,212.77","5,018,099.05","54,770,933.29","73,223,511.82","170,736,741.53","-24,421,940.58","-32,820,796.80","-55,809,435.92","-50,960,533.18","-30,501,829.05","-46,759,316.33","-60,175,317.11","-173,837,800.98","-9,591,977.78","-372,142.99","214,882.21","13,708,903.13","-8,536,126.20"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"67,682,048.50","71,699,381.47","36,382,782.80","87,695,710.77","40,707,167.92","49,841,951.66","105,024,917.62","2,446,631.07","63,200,979.96","73,348,221.32","174,339,033.21","3,964,454.43","72,484,406.98","81,209,454.80","211,827,684.38","4,809,768.77","26,736,036.73","52,500,027.45","191,986,366.94","6,666,360.41","54,892,409.88","74,086,581.65","169,375,777.99","-22,438,916.02","-32,029,057.35","-53,732,492.80","-47,822,654.53","-29,309,706.04","-43,984,007.90","-54,100,182.68","-164,484,674.13","-9,005,063.50","1,300,814.60","2,202,283.45","15,986,370.32","-8,260,769.42"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,"-431,858.51","-1,041,761.19","-1,647,399.25","-2,385,846.75","-727,332.58","-1,286,940.79","-1,033,026.62","2,021,230.43","-379,925.19","-76,716.70","-155,287.05","429,845.83","-1,648,261.36","-121,476.59","-863,069.83","1,360,963.54","-1,983,024.56","-791,739.45","-2,076,943.12","-3,137,878.65","-1,192,123.01","-2,775,308.43","-6,075,134.43","-9,353,126.85","-586,914.28","-1,672,957.59","-1,987,401.24","-2,277,467.19","-275,356.78"
