科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,339,417,803.66","1,650,099,167.83","1,241,963,822.00","346,624,300.00","518,780,181.17","849,329,836.77","1,209,465,496.10","238,985,721.38","476,948,038.84","878,904,060.70","1,252,039,237.33","180,059,497.15","448,742,203.75","763,522,606.07","1,200,950,545.97","295,064,270.79","666,098,783.22","1,031,078,743.07","1,364,689,742.56","325,941,887.01"
二、营业利润,"606,733,033.99","418,692,563.12","98,025,377.04","43,266,800.00","64,470,719.19","101,326,714.08","108,830,049.80","43,960,423.80","74,083,025.01","144,267,267.06","132,038,952.28","-15,028,000.77","1,261,287.13","3,402,088.92","2,533,269.29","-10,277,914.78","74,965,868.60","144,825,569.78","102,692,959.42","25,336,181.27"
减:营业成本,"581,277,548.32","968,277,533.88","863,945,063.20",,"323,864,204.35","534,935,776.82","757,290,400.13","126,700,955.68","266,542,048.75","510,797,095.68","737,511,148.69","103,686,498.17","259,768,075.48","450,282,563.87","731,143,263.52","206,956,949.16","452,027,303.68","696,265,039.94","898,023,887.95","224,052,863.46"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"13,389,996.49","9,653,482.56","3,165,894.31",,"3,832,495.60","6,459,267.56","9,564,337.41","2,034,680.23","2,458,898.85","4,126,567.17","8,342,630.02","2,406,921.54","2,782,298.95","3,483,939.25","7,740,533.19","2,858,641.10","4,743,498.65","6,502,861.90","7,875,376.87","1,171,905.12"
营业外收入,"25,376,161.75","27,524,938.36","15,126,087.52",,"8,763,953.05","13,690,969.23","22,530,797.76","2,313,779.63","6,419,660.30","9,461,529.46","19,408,779.03","6,975,734.72","2,442,942.01","3,500,544.80","881,201.70","1,341,096.93","2,080,676.54","5,952,850.42","4,430,278.01","8,330.02"
销售费用,"12,211,856.41","21,982,352.60","26,927,241.76",,"11,133,786.98","16,495,613.33","27,143,376.75","5,166,867.90","11,276,204.68","21,575,261.20","43,786,223.64","9,188,741.16","24,420,952.71","43,264,465.86","60,873,677.31","13,038,020.75","27,817,912.43","37,620,318.55","53,246,008.38","5,526,095.92"
减:营业外支出,"555,060.88","1,298,342.80","259,109.89",,"82,376.94","230,962.08","183,856.18","48,726.31","50,879.83","114,892.10","220,280.58","59,898.82","92,449.29","116,733.52","214,742.21","36,737.66","118,262.71","128,252.29","368,260.11","3,546.90"
管理费用,"125,711,006.15","214,383,659.94","248,905,258.88",,"104,772,483.85","177,866,381.23","295,187,662.91","60,403,363.23","135,833,988.43","215,056,936.76","373,994,606.82","83,448,367.42","181,777,643.43","274,702,668.90","408,410,937.23","79,618,380.83","158,131,190.55","41,594,606.06","56,764,946.63","18,186,037.58"
其中:非流动资产处置净损失,"12,377.62","21,830.57","37,231.35",,"1,195.81","101,239.35","14,708.80","2,287.88","3,842.65","38,368.87","188,001.33","58,498.82","90,207.87","113,311.17",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"-941,252.89","2,935,551.34","-14,786,834.04",,"-12,490,724.16","-28,293,051.01","-46,177,690.22","719,430.54","-13,738,920.45","-17,942,087.95","-49,439,151.59","-3,578,211.88","6,466,455.58","17,904,324.65","19,933,793.40","25,622,644.52","-21,082,731.24","-53,017,290.89","-64,347,609.38","-119,634.05"
三、利润总额,"631,554,134.86","444,919,158.68","112,892,354.67","44,839,600.00","73,152,295.30","114,786,721.23","131,176,991.38","46,225,477.12","80,451,805.48","153,613,904.42","151,227,450.73","-8,112,164.87","3,611,779.85","6,785,900.20","3,199,728.78","-8,973,555.51","76,928,282.43","150,650,167.91","106,754,977.32","25,340,964.39"
资产减值损失,"1,035,615.19","14,174,024.39","15,730,712.11",,"23,197,215.36","40,539,134.76","57,627,359.32",,"492,793.57","1,023,020.78","7,212,284.18","528,934.93","640,473.35","331,078.50","25,491,558.67","768,204.94","9,440,607.86","13,282,419.57","67,922,472.41","4,764,318.57"
减:所得税,"60,382,671.29","25,987,556.25","2,554,734.81",,"10,506,090.99","16,967,066.86","3,201,607.71","7,234,055.98","14,347,555.34","16,486,615.54","6,915,167.44","1,170,816.79","5,195,587.56","6,316,378.56","4,940,832.26","2,950,920.02","4,236,535.99","10,066,200.21","-989,774.58","2,399,956.78"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,"602,136.99"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,"-51,108.74",,,,,,,,"1,407,456.71","593,753.42","1,822,072.88","1,902,713.88","10,009,403.47","1,321,555.96","6,566,988.98","7,866,823.43","11,520,728.14","412,207.29"
四、净利润,"571,171,463.57","418,931,602.43","110,337,619.86","39,563,900.00","62,646,204.31","97,819,654.37","127,975,383.67","38,991,421.14","66,104,250.14","137,127,288.88","144,312,283.29","-9,282,981.66","-1,583,807.71","469,521.64","-1,741,103.48","-11,924,475.53","72,691,746.44","140,583,967.70","107,744,751.90","22,941,007.61"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"571,171,463.57","418,931,602.43","110,337,619.86","39,563,900.00","62,646,204.31","97,819,654.37","127,975,383.67","38,991,421.14","66,104,250.14","138,110,193.88","148,703,352.98","-7,396,470.58","1,689,795.37","5,577,775.06","17,330,406.47","-12,898,438.37","75,452,214.91","144,701,047.64","118,127,426.72","24,235,907.93"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,"-982,905.00","-4,391,069.69","-1,886,511.08","-3,273,603.08","-5,108,253.42","-19,071,509.95","973,962.84","-2,760,468.47","-4,117,079.94","-10,382,674.82","-1,294,900.32"
