科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"223,845,849.82","256,738,467.76","554,703,910.67","186,799,793.19","245,130,233.02","304,657,461.26","44,254,272.05","90,024,401.90","152,597,255.70","292,375,843.67","72,483,512.45","234,114,915.67","385,933,011.06","633,906,500.33","88,370,294.72"
二、营业利润,"45,685,026.89","60,664,554.72","76,598,890.55","27,657,900.72","48,355,551.52","61,629,721.79","594,222.19","17,638,929.97","37,410,791.34","51,184,473.82","5,919,997.88","20,422,907.60","45,218,223.73","61,508,234.60","4,554,585.43"
减:营业成本,"118,543,012.58","144,643,310.01","428,238,635.27","142,320,091.61","170,686,243.33","199,030,388.38","39,551,339.75","65,031,173.45","104,462,637.49","208,534,754.98","67,715,735.63","203,958,843.57","328,771,712.20","539,603,576.08","80,954,025.02"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"2,655,025.56","3,564,778.45","3,896,401.17","537,513.08","933,486.00","2,207,048.42","8,833.50","813,891.83","918,177.91","1,554,679.03","163,533.06","1,144,548.71","1,298,595.65","1,953,395.94","694,812.27"
营业外收入,"8,203,439.61","5,635,365.11","9,692,593.11","6,635,971.06","8,153,571.38","8,546,523.92","505,524.52","717,860.05","971,045.58","15,850.00","11,000.00","14,000.00","17,100.00","80,243.75","11,000.00"
销售费用,"3,636,106.67","3,126,970.72","2,534,597.45","860,291.77","1,439,531.31","2,485,428.90","581,618.33","1,264,659.96","1,883,845.68","3,204,982.87","697,828.21","1,284,494.27","1,981,217.13","3,857,969.78","705,144.10"
减:营业外支出,"595,025.70","654,788.53","664,037.90","93,240.74","158,188.07","265,665.60","8,810.00","2,010.00","3,010.00","13,610.00","1,600.00","3,000.00","23,303.60","9,000.00",600.00
管理费用,"54,345,541.92","48,729,779.33","46,511,771.74","15,492,428.74","26,345,287.29","41,692,961.26","5,999,532.60","15,354,051.43","23,907,445.71","41,480,842.71","4,929,164.43","15,962,985.28","15,489,025.38","24,382,832.02","3,070,017.06"
其中:非流动资产处置净损失,"315,087.80","256,385.99","112,329.02",,,"45,276.65",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"-470,928.90","-536,215.48","-865,994.44","-965,007.49","-1,035,392.31","-1,285,287.78","-617,029.40","-1,165,192.66","-1,830,732.96","-2,407,742.58","-184,995.93","-785,988.56","-1,099,750.89","-4,051,462.06","-2,228,829.83"
三、利润总额,"53,293,440.80","65,645,131.30","85,627,445.76","34,200,631.04","56,350,934.83","69,910,580.11","1,090,936.71","18,354,780.02","38,378,826.92","51,186,713.82","5,929,397.88","20,433,907.60","45,212,020.13","61,579,478.35","4,564,985.43"
资产减值损失,"-447,934.90","-1,252,390.35","2,701,956.11","2,437,067.91","1,280,238.21","2,247,309.88","-913,560.00","-45,590.77","-1,227,656.97","4,031,059.62","-492,131.49","2,761,437.75","3,294,487.05","8,257,290.13","-1,742,461.46"
减:所得税,"7,728,254.14","8,829,115.24","11,725,390.42","4,842,570.47","7,771,191.47","9,598,260.00","148,613.51","1,995,185.79","3,841,878.04","6,822,342.37","887,621.90","2,535,121.14","5,403,973.63","7,905,166.46","595,969.97"
加:公允价值变动净收益,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,"100,000.00","2,202,319.64","4,912,347.18","1,540,493.15","2,874,712.33","3,350,109.59","950,684.92","1,987,521.31","6,047,252.50","6,415,513.04","6,058,283.81","6,895,126.49","14,456,413.89","17,936,435.56","100,000.00"
四、净利润,"45,565,186.66","56,816,016.06","73,902,055.34","29,358,060.57","48,579,743.36","60,312,320.11","942,323.20","16,359,594.23","34,536,948.88","44,364,371.45","5,041,775.98","17,898,786.46","39,808,046.50","53,674,311.89","3,969,015.46"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"45,565,186.66","56,816,016.06","73,902,055.34","29,358,060.57","48,579,743.36","60,312,320.11","942,323.20","16,359,594.23","34,536,948.88","44,364,371.45","5,041,775.98","17,898,786.46","39,808,046.50","53,674,311.89","3,969,015.46"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,
