科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"512,536,867.38","663,929,169.49","942,245,607.85","245,353,374.68","533,613,064.15","822,950,371.82","1,115,628,082.61","361,885,837.89","825,804,672.75","1,124,479,027.44","1,478,963,131.77","717,294,032.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,"25,473,163.15","5,000,000.00","13,500,000.00","34,688,000.00",,"20,574,736.00"
收到的税费返还,"8,959,456.95","21,600,266.71","15,536,529.54","523,607.04","2,368,273.88","23,411,677.31","18,029,593.87","6,385,543.21","18,383,535.67","32,982,046.53","59,497,643.80","24,216,244.41"
支付其他与投资活动有关的现金,,,,"15,540,000.00",,,,,,,,
收到其他与经营活动有关的现金,"3,091,917.42","7,271,805.17","22,585,389.01","5,171,958.92","7,907,802.08","11,980,550.71","24,572,032.03","18,607,223.78","16,188,963.05","29,488,888.69","37,012,751.81","11,443,945.41"
投资活动现金流出小计,"542,218,693.65","572,672,078.43","1,694,745,259.61","432,329,314.31","1,470,858,756.14","2,340,717,728.46","3,317,170,631.86","783,928,382.36","1,462,267,836.17","2,031,400,531.25","2,644,946,128.37","625,601,679.56"
经营活动现金流入小计,"524,588,241.75","692,801,241.37","980,367,526.40","251,048,940.64","543,889,140.11","858,342,599.84","1,158,229,708.51","386,878,604.88","860,377,171.47","1,186,949,962.66","1,575,473,527.38","752,954,222.03"
投资活动产生的现金流量净额,"55,816,183.73","-16,156,543.33","-109,493,193.42","37,660,544.05","-358,364,102.08","-446,174,789.47","-482,321,642.17","53,065,759.11","133,287,332.40","116,555,286.14","132,358,311.83","-27,045,352.93"
购买商品、接受劳务支付的现金,"413,951,404.13","419,565,425.56","572,590,643.47","131,622,561.91","301,153,423.06","489,297,201.45","635,359,392.16","250,837,158.08","552,667,811.35","821,184,941.47","1,069,724,190.20","416,954,970.47"
吸收投资收到的现金,,,,"507,457,233.25","512,994,287.25","569,576,813.25","569,576,813.25",,,,,
支付给职工以及为职工支付的现金,"131,006,369.64","152,137,846.24","185,501,080.85","47,537,373.53","130,783,779.09","186,473,422.65","248,691,218.71","67,879,190.72","173,641,284.39","250,684,723.72","339,201,815.06","84,433,391.21"
取得借款收到的现金,"15,000,000.00","20,000,000.00","101,000,000.00",,,,,,,,"7,985,080.23","71,001,176.49"
支付的各项税费,"24,692,974.41","53,114,777.11","70,848,707.62","22,384,363.51","39,136,783.03","56,483,622.63","69,034,976.82","32,845,070.40","66,497,058.80","78,882,113.07","102,604,292.06","33,650,467.70"
收到其他与筹资活动有关的现金,,,,,,,"1,000,000.00",,,,,
支付其他与经营活动有关的现金,"47,733,222.43","54,057,597.21","79,832,276.26","24,476,368.09","51,090,280.94","80,546,103.17","112,467,843.77","39,056,239.76","79,419,716.79","126,268,699.87","158,816,814.70","48,569,025.00"
筹资活动现金流入小计,"15,000,000.00","20,000,000.00","101,000,000.00","507,457,233.25","512,994,287.25","569,576,813.25","570,576,813.25",,,,"7,985,080.23","71,001,176.49"
经营活动现金流出小计,"617,383,970.61","678,875,646.12","908,772,708.20","226,020,667.04","522,164,266.12","812,800,349.90","1,065,553,431.46","390,617,658.96","872,225,871.33","1,277,020,478.13","1,670,347,112.02","583,607,854.38"
偿还债务支付的现金,,"15,000,000.00","20,000,000.00","71,250,000.00","72,500,000.00","73,750,000.00","76,000,000.00","1,250,000.00","2,500,000.00","3,750,000.00","5,000,000.00","1,250,000.00"
经营活动产生的现金流量净额,"-92,795,728.86","13,925,595.25","71,594,818.20","25,028,273.60","21,724,873.99","45,542,249.94","92,676,277.05","-3,739,054.08","-11,848,699.86","-90,070,515.47","-94,873,584.64","169,346,367.65"
分配股利、利润或偿还利息支付的现金,"2,770,600.00","1,781,100.00","4,650,666.67","913,412.48","1,270,259.71","16,644,079.16","20,719,261.45","296,874.99","26,398,251.91","26,671,376.91","28,283,562.72","364,366.65"
