科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,458,427,856.74","1,572,972,351.33","1,326,812,512.98","536,746,573.43","908,103,989.28","1,400,157,739.63","241,056,527.36","685,310,210.30","1,247,433,415.04","1,853,265,500.23","374,180,463.29"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,
收到其他与经营活动有关的现金,"21,180,934.92","46,456,715.02","29,623,884.14","10,446,190.07","14,232,881.63","17,236,069.00","12,471,298.93","8,754,081.13","26,106,239.37","25,939,311.60","8,603,777.24"
投资活动现金流出小计,"84,313,580.75","158,124,671.37","110,600,954.12","137,801,994.85","150,592,817.49","161,488,729.28","3,532,140.40","31,000,080.71","107,742,382.36","340,895,704.64","329,174,870.35"
经营活动现金流入小计,"1,479,608,791.66","1,619,429,066.35","1,356,436,397.12","547,192,763.50","922,336,870.91","1,417,393,808.63","253,527,826.29","694,064,291.43","1,273,539,654.41","1,879,204,811.83","382,784,240.53"
投资活动产生的现金流量净额,"-83,110,984.60","-106,727,655.20","-83,452,862.10","-32,385,953.63","-45,106,776.27","-55,453,188.06","-3,477,140.40","-30,938,080.71","-87,596,998.80","-245,216,389.57","-17,438,116.91"
购买商品、接受劳务支付的现金,"1,134,852,142.40","1,089,159,882.66","918,617,737.41","409,192,294.04","704,620,683.69","1,029,008,969.70","240,384,088.16","592,212,040.31","966,863,777.75","1,394,000,316.02","384,090,633.37"
吸收投资收到的现金,,"36,000,000.00",,,,,"487,870,000.00","487,870,000.00","487,870,000.00","487,870,000.00",
支付给职工以及为职工支付的现金,"74,904,660.30","94,521,406.22","98,684,101.80","47,837,595.52","71,265,478.84","99,899,466.80","28,133,405.99","60,897,802.67","92,491,475.75","127,178,988.40","41,575,827.09"
取得借款收到的现金,"188,000,000.00","177,000,000.00","128,000,000.00","22,500,000.00","106,500,000.00","126,600,000.00","9,000,000.00","9,000,000.00","15,000,000.00","15,000,000.00",
支付的各项税费,"76,870,111.42","111,104,180.85","97,090,643.53","51,967,055.68","79,432,511.95","104,987,773.44","28,128,911.73","47,752,325.34","63,675,050.67","95,451,313.58","21,415,723.21"
收到其他与筹资活动有关的现金,,,,,,,,,,,
支付其他与经营活动有关的现金,"85,185,862.32","87,717,278.67","83,828,349.18","44,775,377.35","52,203,773.32","98,873,304.16","32,240,259.89","60,031,332.42","96,728,486.66","84,946,257.96","18,322,147.22"
筹资活动现金流入小计,"188,000,000.00","213,000,000.00","128,000,000.00","22,500,000.00","106,500,000.00","126,600,000.00","496,870,000.00","496,870,000.00","502,870,000.00","502,870,000.00",
经营活动现金流出小计,"1,371,812,776.44","1,382,502,748.40","1,198,220,831.92","553,772,322.59","907,522,447.80","1,332,769,514.10","328,886,665.77","760,893,500.74","1,219,758,790.83","1,701,576,875.96","465,404,330.89"
偿还债务支付的现金,"209,000,000.00","188,000,000.00","177,000,000.00","38,500,000.00","125,000,000.00","130,000,000.00","4,000,000.00","69,100,000.00","118,600,000.00","129,600,000.00","4,000,000.00"
经营活动产生的现金流量净额,"107,796,015.22","236,926,317.95","158,215,565.20","-6,579,559.09","14,814,423.11","84,624,294.53","-75,358,839.48","-66,829,209.31","53,780,863.58","177,627,935.87","-82,620,090.36"
分配股利、利润或偿还利息支付的现金,"41,425,818.34","11,024,348.74","86,705,260.07","3,100,815.10","38,960,473.14","42,476,399.49","1,420,550.54","2,383,849.14","31,609,449.77","33,269,970.10","109,233.32"
收回投资收到的现金,,"48,000,000.00","27,000,000.00","105,000,000.00","105,000,000.00","105,000,000.00",,,"20,000,000.00","95,000,000.00","310,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,"6,718,000.00","6,718,000.00","6,718,000.00",
取得投资收益收到的现金,"1,080,000.00","3,204,900.00","90,098.62","299,041.22","299,041.22","299,041.22",,,"68,383.56","515,315.07","1,724,753.44"
筹资活动现金流出小计,"250,425,818.34","199,024,348.74","263,705,260.07","41,600,815.10","163,960,473.14","172,476,399.49","5,420,550.54","78,201,849.14","156,927,449.77","169,587,970.10","4,109,233.32"
处置固定资产、无形资产和其他长期资产收回的现金净额,"122,596.15","192,116.17","57,993.40","117,000.00","187,000.00","736,500.00","55,000.00","62,000.00","77,000.00","164,000.00","12,000.00"
筹资活动产生的现金流量净额,"-62,425,818.34","13,975,651.26","-135,705,260.07","-19,100,815.10","-57,460,473.14","-45,876,399.49","491,449,449.46","418,668,150.86","345,942,550.23","333,282,029.90","-4,109,233.32"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
