科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-696,556.19","-563,148.00","8,201.55","-1,161,444.50","-872,771.20","-1,163,524.19","-622,709.18","-1,397,396.18","-2,450,346.22","-4,483,459.30","-64,838.80","-1,430,377.91","-2,825,531.74","-4,482,232.05","-187,750.29","-295,949.91","-5,302,128.51","-5,601,876.62","-261,996.69","-513,069.03","-1,515,908.23","-1,687,599.11","-899,096.09","-840,955.82","-1,477,022.35","-1,187,607.79","491,222.73","746,382.30","894,923.41","1,149,606.33","38,894.39","274,805.05","252,481.83"
三、利润总额,"20,196,125.24","23,466,008.62","31,252,766.49","18,997,068.31","30,969,673.00","35,541,711.72","5,080,688.03","11,410,182.85","20,309,445.52","28,888,059.67","5,069,266.86","15,395,605.66","27,575,526.24","31,950,864.04","5,482,948.41","18,866,223.09","37,464,193.77","44,067,890.30","4,575,728.37","20,832,168.98","31,327,313.56","32,038,164.06","5,028,287.99","15,077,614.43","21,799,626.59","21,423,204.18","1,225,553.32","11,491,570.57","23,094,334.88","34,021,838.67","4,498,410.96","15,039,732.32","56,309,893.69"
资产减值损失,"415,291.49","454,356.53","-1,862,796.40","381,047.41","708,820.04","936,090.29","496,321.56","-63,709.40","-253,235.56","-4,637.97","638,998.87","812,891.58","1,210,381.71","1,379,695.87","371,344.66","1,002,795.10","1,541,718.27","2,538,109.28","603,580.77","1,535,198.98","2,258,956.00","3,092,481.06","1,081,061.81","678,516.82","2,824,001.79","28,430,798.05","-251,781.30","52,106.14","2,958,722.30","29,429,294.04","-1,019,763.86","474,240.49","6,111,194.61"
减:所得税,"2,780,470.12","3,238,968.24","4,851,104.37","2,870,412.50","4,944,303.83","4,751,083.73","554,432.84","1,569,024.57","2,955,986.79","3,804,959.91","620,227.32","4,214,260.49","6,117,509.18","5,464,426.71","245,635.79","1,470,606.10","4,611,279.40","4,518,048.27","1,122,297.96","3,372,403.83","4,914,112.99","4,909,806.95","663,615.43","1,121,374.83","1,207,519.04","5,825,125.62","286,866.29","1,576,684.63","2,474,246.75","6,197,742.93","912,903.57","3,540,089.89","10,454,878.60"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"-88,360.85","250,708.12","283,209.20","544,935.18","787,799.62","278,107.89","521,083.12","702,543.52","763,750.00","36,963.60","258,076.04","602,410.14","163,419.49","-82,073.66","-88,901.97","-86,624.81","244,313.29","-193,157.89","234,539.03","328,399.08","265,530.91","-97,027.56","64,635.86","160,969.56","1,528,175.60","-100,435.76","383,230.88","361,288.41","1,573,818.64","-74,815.93","-58,048.97","271,661.23"
四、净利润,"17,415,655.12","20,227,040.38","26,401,662.12","16,126,655.81","26,025,369.17","30,790,627.99","4,526,255.19","9,841,158.28","17,353,458.73","25,083,099.76","4,449,039.54","11,181,345.17","21,458,017.06","26,486,437.33","5,237,312.62","17,395,616.99","32,852,914.37","39,549,842.03","3,453,430.41","17,459,765.15","26,413,200.57","27,128,357.11","4,364,672.56","13,956,239.60","20,592,107.55","15,598,078.56","938,687.03","9,914,885.94","20,620,088.13","27,824,095.74","3,585,507.39","11,499,642.43","45,855,015.09"
其中:对联营企业和合营企业的投资权益,,,"211,151.33","283,209.20","544,935.18","743,639.54","216,988.89","361,327.13","542,787.53","603,994.01","36,963.60","258,076.04","602,410.14","163,419.49","-82,073.66","-88,901.97","-86,624.81","244,313.29","-193,157.89","54,253.86","148,113.91","43,704.64","-150,452.21",279.69,"59,695.57","958,618.66","-114,339.86","355,902.13","280,320.44","1,455,787.65","-74,815.93","-93,432.51","196,387.32"
归属于母公司所有者的净利润,"16,912,473.03","19,980,911.49","26,401,662.12","16,126,655.81","26,025,369.17","30,790,627.99","4,526,255.19","9,841,158.28","16,900,197.40","24,583,598.87","4,798,341.17","11,609,929.78","20,568,034.78","23,801,449.91","4,647,240.14","16,331,712.83","29,185,753.10","33,637,712.41","3,525,658.44","16,462,167.85","23,817,318.03","22,852,577.02","3,292,265.93","11,040,880.26","16,542,477.20","12,718,476.30","957,026.88","9,559,968.68","19,771,559.59","26,705,173.98","3,303,859.89","10,923,710.14","44,022,824.97"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"503,182.09","246,128.89",,,,,,,"453,261.33","499,500.89","-349,301.63","-428,584.61","889,982.28","2,684,987.42","590,072.48","1,063,904.16","3,667,161.27","5,912,129.62","-72,228.03","997,597.30","2,595,882.54","4,275,780.09","1,072,406.63","2,915,359.34","4,049,630.35","2,879,602.26","-18,339.85","354,917.26","848,528.54","1,118,921.76","281,647.50","575,932.29","1,832,190.12"
