科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"418,694,415.44","435,745,634.57","481,501,008.47","172,199,568.21","319,959,770.13","529,584,201.09","53,039,243.77","198,298,603.25","328,849,784.55","561,813,616.92","69,045,412.34","160,900,777.44","268,377,241.77","448,493,089.65","31,457,148.97"
二、营业利润,"32,635,516.71","38,066,625.18","32,199,375.96","7,253,323.72","24,548,982.91","35,214,835.63","-1,475,439.44","14,053,431.97","42,957,318.74","55,891,864.84","2,915,654.89","11,128,522.77","21,271,869.21","16,789,947.35","-7,290,408.02"
减:营业成本,"292,208,296.31","288,748,204.48","338,708,774.77","125,789,247.53","233,531,965.36","393,790,894.72","38,736,454.65","148,395,776.54","230,588,549.31","385,630,140.13","49,716,131.22","112,473,770.46","193,012,884.64","325,464,681.28","21,790,052.22"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"11,764,062.00","11,719,298.25","13,965,207.94","562,147.32","1,260,310.81","3,101,912.12","466,081.17","1,703,224.92","3,040,345.42","5,772,201.12","631,823.50","1,717,459.41","2,412,100.52","4,045,080.99","211,030.73"
营业外收入,"3,748,756.44","5,156,791.84","10,731,847.15","4,196,436.62","9,202,115.95","11,903,058.57","2,110,141.30","613,655.65","1,082,857.07","2,229,586.58","44,596.66","1,792,494.51","1,495,605.01","3,524.00","103,479.25"
销售费用,"27,561,647.76","33,247,185.16","39,814,336.93","15,098,701.86","25,239,312.54","38,335,411.75","2,619,970.16","13,346,101.59","19,196,096.52","40,926,322.80","4,609,213.04","12,988,044.70","19,658,372.13","37,166,883.35","6,238,806.40"
减:营业外支出,"956,651.94","134,141.08","48,625.36","430,000.00","430,000.00","430,000.00",,"77,857.79","696,335.42","501,053.00","30,000.00","30,000.00","30,000.00","35,000.00","40,000.00"
管理费用,"42,567,741.54","47,330,821.11","39,992,834.10","18,961,758.18","29,034,941.65","44,227,020.48","11,286,797.11","22,090,941.75","30,702,846.98","54,162,804.86","10,508,778.94","20,318,934.52","20,339,436.00","31,286,802.30","8,551,937.60"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"9,666,869.16","11,242,591.88","10,215,330.81","4,649,865.84","6,025,912.73","8,266,795.14","1,405,380.12","3,039,279.26","4,416,462.97","6,173,635.95","2,165,070.75","4,014,334.47","5,887,543.00","7,905,455.11","1,992,532.13"
三、利润总额,"35,427,621.21","43,089,275.94","42,882,597.75","11,019,760.34","33,321,098.86","46,687,894.20","634,701.86","14,589,229.83","43,343,840.39","57,620,398.42","2,930,251.55","12,891,017.28","22,737,474.22","16,758,471.35","-7,226,928.77"
资产减值损失,"2,290,281.96","5,390,908.51","6,605,147.96","-115,476.24","318,344.13","6,647,331.25",,"-380,152.78","2,398,164.61","19,708,106.40",,"87,297.32","1,550,025.92","18,037,963.43","-1,278,439.48"
减:所得税,"5,318,429.41","6,508,878.88","6,013,935.61","1,864,869.77","5,061,064.71","6,660,304.92","666,277.23","3,146,799.76","7,442,034.06","8,885,444.17","949,139.97","3,435,085.83","3,738,654.37","1,066,652.94","285,383.06"
加:公允价值变动净收益,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,
四、净利润,"30,109,191.80","36,580,397.06","36,868,662.14","9,154,890.57","28,260,034.15","40,027,589.28","-31,575.37","11,442,430.07","35,901,806.33","48,734,954.25","1,981,111.58","9,455,931.45","18,998,819.85","15,691,818.41","-7,512,311.83"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"30,109,191.80","36,580,397.06","36,868,662.14","9,154,890.57","28,260,034.15","40,027,589.28","-31,575.37","11,442,430.07","35,901,806.33","48,734,954.25","1,981,111.58","9,455,931.45","18,998,819.85","15,691,818.41","-7,512,311.83"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,
