科目,2012-12-31,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,707,228.91","30,608,444.01",,"47,998,354.04",,"87,744,689.41","89,705,726.20","109,241,165.67","212,548,787.28","151,622,590.70","130,865,833.64","117,383,458.31","123,511,689.01","199,824,681.96","133,871,114.92"
短期借款,,"2,300,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"12,006,000.00"
应收票据,"12,437,112.47","16,221,010.14",,"28,705,778.82",,"28,964,963.36","14,301,456.94","33,990,371.03","26,300,532.62","26,794,674.85","17,143,191.82","28,800,473.63","20,297,764.94","22,019,263.46","39,389,553.71"
应付票据,"15,914,408.42","15,194,961.14",,"25,175,474.54",,"30,482,358.06","19,874,145.32","21,818,961.50","32,219,686.00","31,653,799.00","31,134,426.50","30,626,259.10","39,069,400.40","41,913,629.20","49,210,606.50"
应收账款,"12,529,415.71","13,731,241.10",,"16,828,361.87",,"24,194,106.34","36,785,675.17","22,973,377.45","39,724,025.67","28,054,578.93","35,422,664.95","26,733,678.72","42,102,818.53","34,074,459.66","56,668,331.12"
应付账款,"39,156,678.97","25,604,701.35",,"21,071,077.56",,"18,711,320.57","18,986,710.92","26,418,835.95","21,996,278.63","26,040,140.29","19,227,023.82","32,018,943.54","25,900,428.97","31,235,177.40","28,465,969.36"
预付款项,"6,279,240.85","2,486,236.50",,"2,188,780.37",,"1,625,226.12","2,407,248.50","463,372.90","1,262,672.15","1,556,884.23","7,047,783.40","2,356,702.45","6,279,363.64","6,584,927.53","8,292,783.12"
预收款项,"985,570.68","1,535,157.25",,"1,771,432.93",,"1,355,919.89","1,356,593.80","2,139,436.76","2,405,755.26","2,207,542.79","4,335,178.06","3,045,547.53","3,572,778.81","2,177,694.80","7,058,960.12"
其他应收款,"1,894,453.60","1,898,831.27",,"1,534,260.60",,"245,094.63","228,878.27","70,250.00","364,495.56","179,279.62","264,366.09","153,645.39","432,999.28","243,618.17","6,082,327.05"
应付职工薪酬,"1,153,542.56","1,427,563.07",,"1,756,681.18",,"1,619,312.20","1,697,496.33","3,468,054.97","1,819,451.70","2,024,469.99","1,922,325.68","4,182,832.26","2,441,601.54","2,681,900.58","3,914,262.72"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"3,989,980.69","2,869,926.67",,"3,756,102.97",,"2,900,026.95","3,389,068.58","4,312,579.49","5,224,048.45","3,962,407.45","2,989,298.76","3,026,873.00","4,758,516.45","4,188,377.56","7,274,843.29"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,"11,897,703.00"
存货,"10,266,504.57","16,213,288.18",,"15,826,371.28",,"17,021,523.49","15,764,686.20","14,888,187.70","13,877,508.51","19,397,437.67","20,087,708.73","23,585,361.75","23,573,978.25","20,933,057.48","31,085,295.34"
其他应付款,"6,644,257.00","6,233,654.87",,"7,029,827.85",,"9,826,632.62","8,851,810.76","7,028,500.82","7,146,682.71","7,458,815.82","8,274,274.83","8,204,950.10","5,108,575.11","1,975,056.50","1,768,441.23"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","25,000,000.00","100,000,000.00","120,000,000.00","150,047,010.68","140,049,953.50","65,225,812.45","100,375,861.90"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"84,113,956.11","81,159,051.20",,"113,081,906.98",,"279,795,603.35","279,193,671.28","301,626,724.75","319,078,021.79","327,605,446.00","330,831,548.63","349,060,330.93","356,248,567.15","348,905,820.71","375,765,267.16"
流动负债合计,"67,844,438.32","55,165,964.35",,"60,560,597.03",,"64,895,570.29","54,155,825.71","65,186,369.49","70,811,902.75","73,347,175.34","67,882,527.65","81,105,405.53","80,851,301.28","84,171,836.04","121,596,786.22"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,"500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","493,637.38","451,170.69","1,311,256.95"
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"27,356,690.65","111,622,756.80",,"120,712,674.93",,"122,366,541.16","121,924,886.57","121,375,384.42","120,109,924.77","119,165,090.14","117,259,811.73","124,704,276.50","118,797,850.37","120,053,770.88","130,374,777.82"
递延所得税负债,,,,,,,,,,,,,,,"479,900.45"
在建工程,"69,900,812.01","9,613,660.80",,"2,030,982.15",,"488,525.20","1,107,360.33","3,923,070.86","5,294,688.70","7,083,459.47","9,103,726.55","5,266,129.06","12,493,024.95","20,498,983.77","28,986,201.94"
其他非流动负债,,,,,,,,,,,,,"28,131,755.48",,
工程物资,,,,,,,,,,,,,,,"19,947.95"
非流动负债合计,"23,187,660.11","29,184,913.45",,"28,633,633.55",,"28,650,160.64","28,408,424.19","29,676,687.74","29,434,951.29","30,193,214.84","29,951,478.39","29,039,741.94","28,625,392.86","28,174,939.71","29,113,189.96"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"91,032,098.43","84,350,877.80",,"89,194,230.58",,"93,545,730.93","82,564,249.90","94,863,057.23","100,246,854.04","103,540,390.18","97,834,006.04","110,145,147.47","109,476,694.14","112,346,775.75","150,709,976.18"
生产性生物资产,,,,,,,,,,,,,,,
