科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"8,915,433.30","7,254,943.04","8,502,991.51","1,787,909.21","4,423,697.79","-1,167,315.86","-6,301,812.90","-7,916,409.13","-14,672,124.38","-21,842,340.11","-26,060,297.40","-3,086,649.92","-4,884,416.84","-5,962,188.13","-7,550,197.38","-3,884,061.79","-4,418,027.90","-2,685,139.23","-322,481.31","-4,497,738.93","-4,766,905.41","-17,658,036.30","-17,353,544.32","7,075,820.71","-1,154,766.56","-4,199,624.77","-10,173,317.62","8,496,554.59","18,110,198.04","34,546,478.75","46,568,222.78","22,898,118.09","7,611,989.69"
三、利润总额,"147,001,718.66","171,928,427.56","220,748,991.55","44,499,997.76","123,799,332.87","189,980,715.40","249,744,171.05","49,123,945.19","124,351,227.31","178,096,269.57","229,969,665.40","70,020,239.92","181,117,536.21","283,777,540.56","368,640,645.48","110,059,202.01","273,656,990.41","452,108,787.89","589,751,724.92","153,989,658.00","367,441,573.16","595,239,775.55","753,085,232.98","169,250,930.21","425,313,055.99","655,135,099.33","832,213,626.68","180,274,392.72","430,401,115.05","624,640,036.96","782,654,924.78","124,950,625.52","407,112,395.44"
资产减值损失,"4,719,450.75","925,818.69","1,329,640.96","-24,649.37","2,828,347.90","4,767,774.54","5,496,999.51","939,983.75","4,450,145.97","2,692,933.36","2,668,767.57","-92,610.34","2,138,529.52","866,353.55","10,495,339.10","970,784.67","9,311,569.92","12,829,143.85","20,116,218.11","-642,058.47","4,847,797.22","9,298,686.60","15,989,683.80","-428,817.38","-1,478,301.30","-1,141,206.23","-1,077,489.83","1,419,152.19","7,718,373.47","6,571,146.10","12,187,162.30","-2,919,075.76","8,791,425.00"
减:所得税,"10,085,045.19","20,805,699.20","32,625,928.81","6,723,387.05","17,734,385.86","27,383,881.42","36,850,604.31","7,283,859.48","17,543,064.77","25,710,357.42","32,179,254.94","10,809,142.59","26,530,993.88","42,315,806.43","53,181,194.64","16,715,749.25","44,105,947.80","70,978,081.16","88,109,096.25","23,317,406.86","52,282,137.81","87,083,853.75","109,677,135.36","25,502,051.02","60,391,004.39","91,160,962.56","116,774,979.53","24,405,353.69","59,703,601.00","86,190,837.39","107,230,417.83","16,017,620.71","55,000,083.80"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,"1,068,470.33","5,075,944.64","1,263,572.44","1,263,572.44","1,263,572.44","1,715,435.45","3,086,931.51","4,314,097.27","5,104,804.11","5,795,046.43","5,161,567.25","7,222,137.59","11,110,119.10","15,804,701.31","2,816,924.13","8,560,356.49","12,840,734.39","20,841,838.89","4,732,456.43","12,693,661.00"
四、净利润,"136,916,673.47","151,122,728.36","188,123,062.74","37,776,610.71","106,064,947.01","162,596,833.98","212,893,566.74","41,840,085.71","106,808,162.54","152,385,912.15","197,790,410.46","59,211,097.33","154,586,542.33","241,461,734.13","315,459,450.84","93,343,452.76","229,551,042.61","381,130,706.73","501,642,628.67","130,672,251.14","315,159,435.35","508,155,921.80","643,408,097.62","143,748,879.19","364,922,051.60","563,974,136.77","715,438,647.15","155,869,039.03","370,697,514.05","538,449,199.57","675,424,506.95","108,933,004.81","352,112,311.64"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,"-524,330.24","-1,493,597.24","-1,782,706.06","-1,605,522.84","-2,056,388.02","-2,513,260.65","1,048,559.74","-50,249.52","438,667.06"
归属于母公司所有者的净利润,"136,926,656.66","151,122,728.36","188,123,062.74","37,776,610.71","106,064,947.01","162,596,833.98","212,893,566.74","41,840,085.71","106,808,162.54","152,385,912.15","197,790,410.46","59,211,097.33","154,523,559.75","241,635,074.49","316,358,023.58","93,503,425.06","230,100,036.88","381,724,457.65","502,236,167.01","130,672,251.14","315,159,435.35","508,207,557.19","644,456,609.54","143,964,922.20","366,208,269.98","565,749,913.55","717,665,672.15","156,156,105.76","370,989,862.87","538,491,533.35","675,827,863.48","109,080,849.33","352,221,549.24"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-9,983.19",,,,,,,,,,,,"62,982.58","-173,340.36","-898,572.74","-159,972.30","-548,994.27","-593,750.92","-593,538.34",,,"-51,635.39","-1,048,511.92","-216,043.01","-1,286,218.38","-1,775,776.78","-2,227,025.00","-287,066.73","-292,348.82","-42,333.78","-403,356.53","-147,844.52","-109,237.60"
