科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"29,796,728.42","23,495,888.49","33,530,395.79","8,330,922.34","8,027,286.58","7,089,048.42","81,912.09","-1,298,979.02","-8,963,943.49","-13,157,251.79","-19,597,042.43","-5,438,845.11","-11,349,826.08","-16,966,394.07","-22,999,663.56","-5,981,690.27","-11,867,091.36","-17,558,363.79","-24,507,047.75","-6,610,635.02","-12,895,479.63","-18,810,168.85","-24,556,631.29","-4,423,214.51","-8,277,614.36","-11,917,710.72","-15,802,829.70","-4,227,973.19","-8,508,563.07","-12,011,665.31"
三、利润总额,"55,674,072.83","64,000,929.13","102,123,677.66","25,118,083.82","72,607,099.91","116,485,802.24","161,091,815.00","28,625,526.92","91,522,859.07","136,917,435.70","186,692,132.60","34,432,961.40","88,551,771.98","138,023,353.34","196,408,973.18","32,926,336.33","95,223,433.65","155,407,217.10","236,775,279.98","39,196,970.57","150,217,253.27","245,778,019.94","359,012,062.35","60,235,217.83","229,031,440.24","324,797,977.23","435,793,620.65","62,185,851.31","204,447,565.98","278,618,538.28"
资产减值损失,"34,700.00","43,378.00","4,626.13","62,020.58","88,957.33","179,703.54","4,034,601.48",,"71,305.19","51,305.19","3,187,580.31","-270,000.00","1,046,093.92","1,046,093.92","1,358,742.16","-332,353.09","1,079,276.36","1,079,276.36","31,903,984.80","4,036,362.55","819,368.64","819,368.64","1,839,971.70","-288,528.87","-184,290.10","-64,572.54","2,443,815.89","-2,299,381.64","-1,158,184.23","-1,330,864.09"
减:所得税,"12,722,506.97","14,158,358.74","26,245,633.30","5,691,106.78","18,232,968.00","29,165,272.40","41,471,111.82","7,911,553.33","24,431,174.03","36,978,277.97","47,696,115.86","9,555,192.37","23,212,387.04","35,197,245.10","50,800,854.36","8,092,900.65","23,398,378.51","37,926,406.43","59,485,332.56","9,548,461.82","37,442,694.61","60,808,914.73","89,506,039.84","14,755,383.33","57,676,408.48","80,895,370.86","109,703,838.67","15,541,593.66","51,537,969.28","69,908,770.09"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"392,741.62","1,284,980.62","2,362,368.14","3,297,186.30","4,427,923.91","582,853.49","1,692,951.81","4,833,668.19","7,852,797.13","3,008,577.51","6,065,820.63","10,810,989.68","15,358,291.51","5,913,252.53","13,831,235.21","16,008,392.47","19,299,179.75","1,555,215.51","4,850,827.64","12,668,301.54","14,012,616.81","5,857,164.07","8,106,439.24","11,089,297.44"
四、净利润,"42,951,565.86","49,842,570.39","75,878,044.36","19,426,977.04","54,374,131.91","87,320,529.84","119,620,703.18","20,713,973.59","67,091,685.04","99,939,157.73","138,996,016.74","24,877,769.03","65,339,384.94","102,826,108.24","145,608,118.82","24,833,435.68","71,825,055.14","117,480,810.67","177,289,947.42","29,648,508.75","112,774,558.66","184,969,105.21","269,506,022.51","45,479,834.50","171,355,031.76","243,902,606.37","326,089,781.98","46,644,257.65","152,909,596.70","208,709,768.19"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,"2,662,865.72","1,316,975.52","3,329,536.16",,"6,200,672.78","2,052,363.79","4,850,921.10","6,448,130.06","9,738,917.34","1,555,215.51","4,535,551.63","8,279,059.93","8,808,279.53","1,881,981.45","3,815,266.05","6,798,124.25"
归属于母公司所有者的净利润,"42,951,565.86","49,842,570.39","75,878,044.36","19,426,977.04","54,374,131.91","87,320,529.84","119,620,703.18","20,713,973.59","67,091,685.04","99,939,157.73","138,996,016.74","24,877,769.03","65,339,384.94","102,826,108.24","145,608,118.82","24,833,435.68","71,825,055.14","117,480,810.67","177,289,947.42","29,648,508.75","112,774,558.66","184,969,105.21","269,506,022.51","45,479,834.50","171,355,031.76","243,902,606.37","326,089,781.98","46,644,257.65","152,909,596.70","208,709,768.19"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
