科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"470,434,608.58","572,234,612.39","566,859,734.91","291,516,430.66","441,410,769.75","607,110,166.79","147,694,111.51","309,888,832.13","503,947,310.03","706,553,329.80","195,308,198.37","388,818,927.53","636,992,701.64","898,036,014.57","196,047,971.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"23,264,823.95","26,421,103.38","21,733,994.89","8,511,111.88","15,048,723.77","16,628,284.72","10,621,715.99","15,436,073.17","19,313,243.41","24,983,548.15","10,147,638.26","18,300,028.95","23,745,167.21","32,458,657.16","13,168,231.46"
支付其他与投资活动有关的现金,"237,000,000.00","272,000,000.00","70,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","80,000,000.00","145,000,000.00","350,000,000.00","615,000,000.00","142,500,000.00","303,500,000.00","518,500,000.00","743,500,000.00","242,000,000.00"
收到其他与经营活动有关的现金,"10,257,779.89","18,843,770.06","11,456,564.38","8,371,700.54","10,863,502.10","13,926,340.26","47,903,398.90","52,029,458.55","53,419,499.26","57,501,303.74","12,031,801.24","13,692,295.40","21,943,824.18","24,187,668.34","7,460,400.49"
投资活动现金流出小计,"249,377,632.82","312,314,196.34","132,525,209.76","16,677,594.19","19,421,159.23","23,278,511.64","85,192,248.67","151,643,128.62","381,050,794.86","684,405,104.48","172,321,302.59","345,134,373.90","569,127,272.65","858,301,305.17","251,336,063.00"
经营活动现金流入小计,"503,957,212.42","617,499,485.83","600,050,294.18","308,399,243.08","467,322,995.62","637,664,791.77","206,219,226.40","377,354,363.85","576,680,052.70","789,038,181.69","217,487,637.87","420,811,251.88","682,681,693.03","954,682,340.07","216,676,603.35"
投资活动产生的现金流量净额,"-33,480,797.64","-60,564,325.04","3,953,556.77","3,933,461.37","1,190,446.33","-2,504,906.08","-79,942,248.67","-111,239,263.87","-203,965,725.40","-234,806,274.69","4,318,433.32","-24,380,027.68","-85,575,261.74","-137,257,729.81","-49,266,509.18"
购买商品、接受劳务支付的现金,"383,608,849.72","452,192,870.07","443,651,744.80","224,456,158.10","334,827,217.78","453,566,293.92","128,831,869.68","274,214,327.40","410,187,282.51","566,813,378.93","177,317,633.00","338,430,105.01","532,695,545.15","727,800,554.91","173,254,485.74"
吸收投资收到的现金,,,,,,"210,250,000.00","7,936,000.00","7,936,000.00","7,936,000.00","7,936,000.00",,,,,
