科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"514,516,023.15","520,309,175.76","468,791,960.49","310,704,081.42",,"654,271,390.21","180,788,519.25","343,593,687.55","531,746,261.57","806,947,482.93","205,317,019.67","524,487,047.96"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,"37,749,125.08","37,225,741.76","29,162,108.74","12,671,098.95",,"24,428,754.96","8,968,976.81","19,222,733.19","30,256,775.05","39,422,322.45","6,447,387.12","22,220,664.92"
支付其他与投资活动有关的现金,,,,,,,,"126,483.77","387,794.77","578,858.19",,
收到其他与经营活动有关的现金,"80,399,662.56","39,739,792.03","72,503,996.89","40,939,739.15",,"46,474,011.75","4,929,919.60","88,395,702.30","120,890,875.07","13,243,463.57","7,443,578.25","14,911,086.23"
投资活动现金流出小计,"44,348,191.99","53,129,036.94","36,131,287.72","35,383,970.60",,"72,007,815.84","25,708,852.97","182,331,741.08","449,313,718.09","674,135,085.69","137,409,699.67","270,269,777.12"
经营活动现金流入小计,"632,664,810.79","597,274,709.55","570,458,066.12","364,314,919.52",,"725,174,156.92","194,687,415.66","451,212,123.04","682,893,911.69","859,613,268.95","219,207,985.04","561,618,799.11"
投资活动产生的现金流量净额,"-42,101,574.35","-50,196,107.31","-35,782,414.92","-35,324,141.55","-44,412,900.00","-70,899,732.29","-25,708,852.97","-172,243,594.03","-208,117,793.97","-402,683,072.39","-55,513,012.59","-87,420,457.42"
购买商品、接受劳务支付的现金,"444,530,405.65","285,637,726.59","360,279,791.58","184,085,196.58",,"415,643,464.20","127,471,565.58","333,018,896.38","465,198,936.25","523,455,598.11","162,123,314.00","383,596,267.80"
吸收投资收到的现金,,,,,,"149,339,500.00",,,,"1,000,000.00","17,067,600.00","22,967,600.00"
支付给职工以及为职工支付的现金,"64,872,089.73","76,091,631.30","82,042,690.11","55,026,688.07",,"109,697,077.01","50,020,155.65","79,110,961.73","113,233,485.39","145,280,506.71","64,661,633.27","98,085,425.38"
取得借款收到的现金,"403,040,544.80","324,711,871.12","235,338,678.00","185,000,000.00",,"377,000,000.00","70,000,000.00","333,800,000.00","501,000,000.00","566,000,000.00","219,000,000.00","484,000,000.00"
支付的各项税费,"22,002,933.03","19,049,433.06","17,298,015.34","16,992,457.90",,"29,064,943.66","10,376,101.63","22,812,757.95","33,087,085.60","35,495,880.87","11,012,404.29","20,537,994.70"
收到其他与筹资活动有关的现金,,"40,000,000.00","3,302,000.00","2,078,400.00",,"32,392,100.00",,,,"792,030.00",,"100,000.00"
支付其他与经营活动有关的现金,"70,589,273.73","108,088,599.25","79,267,706.37","61,786,603.54",,"165,154,488.21","19,913,389.51","60,724,315.74","120,551,565.18","76,084,974.95","22,704,241.90","45,525,755.58"
筹资活动现金流入小计,"403,040,544.80","364,711,871.12","238,640,678.00","187,078,400.00",,"558,731,600.00","70,000,000.00","333,800,000.00","501,000,000.00","567,792,030.00","236,067,600.00","507,067,600.00"
经营活动现金流出小计,"601,994,702.14","488,867,390.20","538,888,203.40","317,890,946.09",,"719,559,973.08","207,781,212.37","495,666,931.80","732,071,072.42","780,316,960.64","260,501,593.46","547,745,443.46"
偿还债务支付的现金,"382,766,024.63","399,014,048.29","190,423,447.80","126,600,000.00",,"286,700,000.00","15,000,000.00","144,700,000.00","208,700,000.00","293,700,000.00","145,000,000.00","321,700,001.00"
