科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"202,519,151.80","411,103,585.84","195,294,496.59","456,214,987.00","99,176,530.03","140,930,889.11","165,426,880.67","236,458,119.02","40,280,159.90","90,875,752.90","164,294,068.54","251,275,560.30","81,454,492.62","176,831,750.43","270,587,556.60","440,845,858.89","126,359,879.27","265,139,665.88","395,089,288.84","571,808,226.24","135,498,688.89","285,152,105.97","445,823,463.64","629,704,613.59","204,328,362.43","386,957,547.52","534,861,424.65","691,542,468.93","162,091,065.92","325,410,645.93","493,856,619.22","686,989,581.03","140,568,557.19","314,236,807.40","476,206,721.08","648,453,731.51","131,819,780.91","289,615,619.30","427,205,709.85","471,562,437.32","131,426,538.84"
三、利润总额,"1,281,656,416.36","1,375,216,821.96","654,334,878.53","1,329,291,401.18","149,930,925.54","375,377,000.48","614,697,200.25","1,147,118,279.72","27,729,264.02","79,510,449.06","152,558,223.27","528,337,290.93","32,094,793.81","87,217,052.83","103,907,172.14","81,788,422.38","-94,627,201.20","-354,885,780.36","-390,000,469.95","155,502,254.61","-333,878,135.12","-667,833,547.60","-630,399,983.89","80,895,884.55","-288,542,467.17","-514,612,678.06","-1,038,242,191.16","-1,811,983,722.18","-322,690,353.48","-678,272,693.46","-2,063,505,706.54","-5,547,105,986.89","10,405,626.50","32,101,382.91","61,843,880.84","105,313,884.60","35,035,932.21","64,798,786.72","68,991,166.85","120,418,784.37","39,203,157.28"
资产减值损失,"68,733,361.47","177,211,996.53","122,397,651.93","343,172,203.97",-39.00,"15,468,174.69","15,468,174.69","131,289,919.42",,"26,498,101.41","26,428,301.41","242,552,671.46",,"45,543,939.03","45,543,939.03","188,036,475.31",,"-31,127,759.03","-31,512,970.45","-345,511,698.86",,"-22,677,635.62","-62,330,785.20","-92,898,891.10",,"82,019,100.86","162,408,416.92","470,297,187.29",,"-16,556,432.80","706,275,209.48","2,959,395,988.89","-11,721,914.64","-51,027,829.82","-82,678,641.14","26,866,616.23","-18,604,059.60","-59,707,271.61","28,961,183.77","351,119,468.09","-22,518,105.28"
减:所得税,"451,132,862.33","375,848,643.22","152,426,435.12","144,832,189.79","58,372,888.26","76,501,369.10","151,037,905.56","346,681,808.26","6,218,769.11","18,861,810.16","48,885,112.88","95,908,307.03","12,036,257.35","34,393,083.24","52,963,401.55","55,250,859.38","6,164,372.64","37,349,119.07","59,586,433.65","141,693,713.69","3,274,656.33","9,420,133.03","27,569,341.63","61,604,939.35","7,089,395.77","10,928,083.86","13,758,035.40","2,338,577.84","1,992,765.75","18,233,006.45","-88,297,450.24","242,911,267.39","8,831,377.50","19,939,193.95","32,065,618.62","29,761,483.20","12,204,920.19","27,800,165.62","19,616,700.35","54,408,770.34","15,960,278.48"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"228,000.00","228,000.00","380,000.00","368,575.01",,,"951,815.29","743,475.61",,"-193,836.40","-9,766,515.43","-6,293,048.39",,"-248,545.38","195,463.37","25,985,730.76",,"16,495,760.39","37,415,249.21","66,260,950.81","14,225,003.60","21,327,866.42","30,144,379.44","58,051,404.64","37,129,395.07","71,649,862.51","95,580,389.36","113,347,838.79","3,837,922.54","1,795,445.20","4,436,289.13","9,868,872.09","332,133.78","-1,558,286.42","-1,025,240.65","142,067,644.13","5,095.83","3,384,407.87","4,414,778.84","196,822,313.69","59,131.53"
四、净利润,"830,523,554.03","999,368,178.74","501,908,443.41","1,184,459,211.39","91,558,037.28","298,875,631.38","463,659,294.69","800,436,471.46","21,510,494.91","60,648,638.90","103,673,110.39","432,428,983.90","20,058,536.46","52,823,969.59","50,943,770.59","26,537,563.00","-100,791,573.84","-392,234,899.43","-449,586,903.60","13,808,540.92","-337,152,791.45","-677,253,680.63","-657,969,325.52","19,290,945.20","-295,631,862.94","-525,540,761.92","-1,052,000,226.56","-1,814,322,300.02","-324,683,119.23","-696,505,699.91","-1,975,208,256.30","-5,790,017,254.28","1,574,249.00","12,162,188.96","29,778,262.22","75,552,401.40","22,831,012.02","36,998,621.10","49,374,466.50","66,010,014.03","23,242,878.80"
其中:对联营企业和合营企业的投资权益,,,,,,,,"-208,339.68",,,,"-578,481.85",,"-248,545.38",,"-448,454.46",,"-593,521.96","-593,521.96",,,,,"-582,177.32",,"-3,165,136.09","-3,165,136.09","1,557,624.39",,"-5,701,595.08","-5,701,595.08","-1,370,025.47",,"-1,911,164.31","-1,911,164.31","584,792.86",,"-2,007,996.24","-2,007,996.24","-8,497,146.77",
归属于母公司所有者的净利润,"470,010,443.60","1,006,362,270.20","504,270,166.01","1,189,218,269.63","92,115,419.19","300,472,951.74","465,256,615.05","789,805,381.51","21,510,494.91","55,848,069.82","99,002,111.70","422,983,670.68","23,268,812.53","59,736,940.42","51,398,809.98","29,339,854.21","-93,576,792.02","-383,815,896.61","-437,313,495.84","17,198,730.97","-331,922,765.76","-667,278,229.04","-640,673,966.82","25,679,259.89","-289,037,377.13","-517,266,731.20","-1,043,132,137.23","-1,795,058,009.58","-319,154,395.72","-678,475,316.18","-1,953,010,513.03","-5,734,018,548.77","5,966,120.12","19,603,487.45","41,458,792.57","84,183,359.46","26,976,531.74","46,027,174.34","102,872,918.20","128,710,540.79","23,813,353.29"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"360,513,110.43","-6,994,091.46","-2,361,722.60","-4,759,058.24","-557,381.91","-1,597,320.36","-1,597,320.36","10,631,089.95",,"4,800,569.08","4,670,998.69","9,445,313.22","-3,210,276.07","-6,912,970.83","-455,039.39","-2,802,291.21","-7,214,781.82","-8,419,002.82","-12,273,407.76","-3,390,190.05","-5,230,025.69","-9,975,451.59","-17,295,358.70","-6,388,314.69","-6,594,485.81","-8,274,030.72","-8,868,089.33","-19,264,290.44","-5,528,723.51","-18,030,383.73","-22,197,743.27","-55,998,705.51","-4,391,871.12","-7,441,298.49","-11,680,530.35","-8,630,958.06","-4,145,519.72","-9,028,553.24","-53,498,451.70","-62,700,526.76","-570,474.49"
