科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"378,511,170.04","615,736,936.76","926,108,277.32","363,007,462.32","864,520,532.24","1,229,108,547.73","1,718,377,802.83","707,893,377.49","1,514,924,848.65","2,174,311,475.93","2,996,463,028.62","628,352,255.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,,,"725,750.15",,"1,617,564.20","1,671,224.92","1,671,224.92",552.96,"2,715,738.83","13,849,106.83","13,852,327.63",
支付其他与投资活动有关的现金,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,835,799.60","4,319,741.12","5,989,752.67","6,552,750.33","9,712,692.95","17,525,221.21","9,961,194.02","8,173,134.04","12,904,526.53","20,196,526.90","42,433,394.43","12,577,633.72"
投资活动现金流出小计,"10,868,246.38","97,660,203.05","141,541,683.22","15,864,957.65","121,998,560.73","208,275,533.91","356,856,343.99","98,834,116.14","179,968,576.84","256,307,969.55","363,847,724.14","117,433,373.77"
经营活动现金流入小计,"381,346,969.64","620,056,677.88","932,823,780.14","369,560,212.65","875,850,789.39","1,248,304,993.86","1,730,010,221.77","716,067,064.49","1,530,545,114.01","2,208,357,109.66","3,052,748,750.68","640,929,889.66"
投资活动产生的现金流量净额,"-10,153,356.72","-96,680,347.49","-103,431,866.13","-15,864,957.65","-121,998,560.73","-208,275,533.91","-348,423,351.49","-98,831,416.14","-168,005,876.84","-244,326,269.55","-363,023,638.90","-117,433,373.77"
购买商品、接受劳务支付的现金,"152,889,792.85","364,641,581.54","589,924,871.24","268,826,744.03","699,348,407.56","960,106,456.53","1,300,408,678.89","439,579,838.12","840,320,490.41","1,404,967,125.43","2,102,311,003.74","463,046,728.07"
吸收投资收到的现金,,,,"513,298,500.00","513,298,500.00","513,298,500.00","576,782,900.00",,,"444,000,000.00","6,652,100.00",
支付给职工以及为职工支付的现金,"75,583,915.97","82,856,130.83","121,328,331.46","56,336,602.32","90,388,972.09","129,235,646.73","184,778,522.13","60,167,850.55","115,499,425.77","170,473,124.62","225,783,228.79","82,563,132.27"
取得借款收到的现金,"292,500,000.00","378,600,000.00","362,911,945.17","75,000,000.00","165,000,000.00","165,000,000.00","165,000,000.00","225,000,000.00","295,000,000.00","295,000,000.00","545,000,000.00","150,000,000.00"
支付的各项税费,"45,812,232.95","44,593,458.60","74,481,461.87","31,799,167.60","83,375,073.59","109,165,119.33","138,103,479.26","34,992,463.95","98,080,664.81","132,934,236.65","161,863,524.82","34,206,367.48"
收到其他与筹资活动有关的现金,,,,,,,,,,"257,196,954.91","623,523,105.17","139,000,300.00"
支付其他与经营活动有关的现金,"49,091,682.26","44,048,930.46","38,189,092.16","20,074,247.40","31,195,901.78","41,966,838.41","78,438,699.42","18,114,550.45","30,080,353.59","52,722,956.01","71,400,822.77","12,052,994.88"
筹资活动现金流入小计,"292,500,000.00","378,600,000.00","362,911,945.17","588,298,500.00","678,298,500.00","678,298,500.00","741,782,900.00","225,000,000.00","739,000,000.00","996,196,954.91","1,619,175,205.17","289,000,300.00"
经营活动现金流出小计,"323,377,624.03","536,140,101.43","823,923,756.73","377,036,761.35","904,308,355.02","1,240,474,061.00","1,701,729,379.70","552,854,703.07","1,083,980,934.58","1,761,097,442.71","2,561,358,580.12","591,869,222.70"
偿还债务支付的现金,"306,041,622.93","326,035,056.81","323,313,032.50","76,405,450.59","314,490,186.16","315,868,775.50","347,052,190.75","31,378,589.34","125,345,727.50","125,454,100.47","375,347,809.25","45,000,000.00"
经营活动产生的现金流量净额,"57,969,345.61","83,916,576.45","108,900,023.41","-7,476,548.70","-28,457,565.63","7,830,932.86","28,280,842.07","163,212,361.42","446,564,179.43","447,259,666.95","491,390,170.56","49,060,666.96"
分配股利、利润或偿还利息支付的现金,"17,721,319.91","8,474,478.10","17,609,881.29","13,625,105.03","16,471,899.90","18,159,409.92","20,021,939.22","1,864,700.03","86,503,151.87","89,884,246.20","93,285,741.37","3,639,927.07"
