科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"931,948,295.72","982,792,830.60","1,061,412,880.42","508,831,317.75","820,246,460.68","1,132,082,578.86","267,561,983.34","596,407,926.12","937,204,786.03","1,256,403,996.56","318,844,022.69","682,454,237.09","1,069,529,518.77","1,450,058,270.85","352,512,647.21"
二、营业利润,"50,180,638.56","76,981,068.79","120,080,981.66","63,643,735.51","103,826,060.91","136,800,001.30","33,769,276.45","74,808,976.58","123,251,346.58","160,879,045.44","37,582,527.03","92,779,892.07","163,591,707.56","201,368,375.28","54,451,430.99"
减:营业成本,"675,737,242.57","706,921,801.15","734,090,854.41","341,490,909.13","550,432,018.67","757,712,015.75","177,793,105.64","398,843,704.54","626,277,992.14","836,222,467.92","216,060,615.52","456,437,487.12","704,332,549.42","944,602,614.76","228,972,168.05"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"4,461,449.40","5,102,593.82","6,919,382.96","3,454,825.87","5,639,612.28","13,700,330.34","3,328,031.15","7,089,181.10","11,274,300.81","14,696,551.53","3,702,801.49","8,461,660.81","12,364,783.62","15,736,349.81","2,876,371.46"
营业外收入,"58,646,705.53","9,375,346.63","11,197,762.05","4,674,686.17","7,012,552.08","8,845,687.11","952,140.42","3,906,103.58","6,459,958.64","13,665,602.99","409,381.33","2,700,995.76","3,905,078.98","11,631,539.48","29,485.99"
销售费用,"51,429,651.86","55,308,565.57","67,835,756.88","35,323,230.97","58,861,729.90","82,792,289.08","21,071,730.16","45,990,927.01","67,751,813.61","94,033,008.56","22,485,486.07","51,259,414.13","81,969,848.95","118,279,556.77","25,940,505.52"
减:营业外支出,"28,285,152.13","1,322,075.58","1,140,627.18","206,480.60","315,658.94","860,088.32","52,509.25","125,001.28","368,725.80","2,188,503.36","346,330.55","490,829.56","1,740,942.29","4,347,938.37","181,155.57"
管理费用,"124,753,858.93","120,187,012.93","123,697,691.61","58,974,152.63","90,764,074.85","132,040,466.02","29,856,574.16","65,982,539.36","101,702,635.51","145,161,249.89","31,673,645.56","77,871,909.01","76,167,170.93","119,778,087.07","21,556,290.54"
其中:非流动资产处置净损失,"21,597,406.49","965,751.14","941,651.40","86,480.60","195,458.94","704,733.70",900.00,"53,392.03","272,116.55",,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"25,411,645.49","21,605,567.73","7,985,064.41","5,946,187.38","9,487,226.98","8,823,774.47","1,591,439.94","3,203,003.64","6,011,045.58","7,051,950.85","6,032,174.56","-7,146,942.63","-17,083,918.95","-16,370,408.67","2,590,121.71"
三、利润总额,"80,542,191.96","85,034,339.84","130,138,116.53","68,111,941.08","110,522,954.05","144,785,600.09","34,668,907.62","78,590,078.88","129,342,579.42","172,356,145.07","37,645,577.81","94,990,058.27","165,755,844.25","208,651,976.39","54,299,761.41"
资产减值损失,"117,796.66","1,891,933.82","1,176,604.89","51,459.38","1,288,920.21","266,885.02","266,863.88","2,409,069.67","3,296,382.63","2,212,601.63","1,839,754.31","2,581,533.40","3,550,037.00","3,212,255.52","455,848.53"
减:所得税,"12,787,262.63","12,462,950.06","18,731,651.94","11,611,205.70","19,147,640.97","23,424,567.66","5,881,383.88","12,870,124.90","20,272,982.74","29,333,990.06","6,230,509.90","14,103,335.15","26,048,610.20","28,196,522.57","7,680,131.11"
加:公允价值变动净收益,,"30,879.72",,"-57,609.52","-57,609.52","-57,609.52",,,,,,"-1,493,130.00","-2,039,170.00","-605,400.00","1,473,289.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,"143,987.75","5,174,833.49","373,456.40","110,792.64","110,792.64","110,792.64","115,038.04","161,038.04","161,038.04","161,038.04","132,736.20","183,936.20","2,138,048.19","2,262,589.25","685,723.88"
四、净利润,"67,754,929.33","72,571,389.78","111,406,464.59","56,500,735.38","91,375,313.08","121,361,032.43","28,787,523.74","65,719,953.98","109,069,596.68","143,022,155.01","31,415,067.91","80,886,723.12","139,707,234.05","180,455,453.82","46,619,630.30"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,"-270,209.66",
归属于母公司所有者的净利润,"63,305,564.41","64,477,194.22","94,549,522.45","45,924,787.53","76,448,620.52","100,708,254.30","23,910,388.15","53,935,419.05","90,407,393.91","118,957,654.09","24,440,799.60","63,125,139.33","113,301,673.29","147,094,728.76","31,288,827.02"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,"4,449,364.92","8,094,195.56","16,856,942.14","10,575,947.85","14,926,692.56","20,652,778.13","4,877,135.59","11,784,534.93","18,662,202.77","24,064,500.92","6,974,268.31","17,761,583.79","26,405,560.76","33,360,725.06","15,330,803.28"
