科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"153,711,061.75","206,977,777.51","214,075,155.33","88,776,319.51",,"251,855,498.07","46,855,955.15","92,901,787.82","147,018,523.05","236,157,027.86","33,075,925.05","94,609,322.95","185,472,129.31","297,752,115.02","44,989,229.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"10,204,638.18","17,055,471.08","12,511,561.86","10,483,736.86",,"20,319,781.00","4,647,598.47","8,317,053.47","15,079,353.20","18,940,309.63","7,018,291.38","16,911,115.61","23,022,602.25","22,400,142.90","8,248,837.56"
支付其他与投资活动有关的现金,"1,000,000.00",,,,,,,,,,,,"15,000,000.00","15,000,000.00","30,000,000.00"
收到其他与经营活动有关的现金,"16,561,305.86","16,777,475.88","15,346,054.61","7,512,946.49",,"12,886,688.44",,"5,245,251.24","10,432,837.72","10,636,085.16","4,510,395.76","9,482,555.28","12,273,308.70","20,891,968.72","3,021,078.93"
投资活动现金流出小计,"22,026,684.11","62,587,838.87","79,938,210.86","16,512,380.58",,"28,010,512.17","75,310,445.15","154,492,508.10","179,850,914.48","286,105,012.02","7,913,627.31","52,995,094.40","160,706,288.76","171,621,433.49","49,284,848.69"
经营活动现金流入小计,"180,477,005.79","240,810,724.47","241,932,771.80","106,773,002.86",,"285,061,967.51","51,503,553.62","106,464,092.53","172,530,713.97","265,733,422.65","44,604,612.19","121,002,993.84","220,768,040.26","341,044,226.64","56,259,145.99"
投资活动产生的现金流量净额,"-22,013,782.72","-62,569,906.64","-79,936,946.52","-16,435,424.68","-22,684,100.00","-28,010,512.17","-75,292,945.15","-43,399,162.50","-48,671,007.24","-128,403,010.00","73,520,571.19","38,473,460.26","21,458,932.08","30,708,531.22","-24,250,807.59"
购买商品、接受劳务支付的现金,"37,648,061.97","54,921,089.90","53,156,324.08","37,361,710.28",,"75,301,756.81","27,929,152.47","46,977,605.44","68,760,780.26","56,381,800.20","19,395,805.25","32,307,605.04","51,239,634.32","59,911,644.34","26,949,111.04"
吸收投资收到的现金,,,,,,"171,800,000.00",,"28,111,325.00","28,111,325.00","27,908,650.00",,,"1,213,250.00","1,213,250.00",
支付给职工以及为职工支付的现金,"33,626,164.16","44,782,153.00","53,932,265.45","33,993,313.12",,"74,253,985.84","28,089,887.62","51,055,344.04","76,661,579.45","104,246,994.09","33,561,879.11","61,812,425.66","91,520,689.50","120,363,384.56","36,221,095.68"
取得借款收到的现金,"23,000,000.00","59,881,280.00","105,558,544.03","26,241,248.00",,"62,471,248.00",,,"65,000,000.00","75,000,000.00","10,000,000.00","10,000,000.00","98,753,024.00","103,438,970.00","10,000,000.00"
支付的各项税费,"18,358,685.03","32,950,857.56","35,007,526.97","26,282,231.05",,"44,258,419.45","12,298,619.85","23,112,769.62","33,251,245.37","38,525,169.70","14,304,698.48","20,160,724.89","32,446,217.69","40,137,916.46","19,952,341.63"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"2,566,800.00",
支付其他与经营活动有关的现金,"58,004,474.97","67,338,843.01","62,300,557.42","29,951,336.43",,"58,689,413.90","16,609,484.58","31,609,495.99","45,027,537.55","72,738,905.57","13,016,869.94","32,042,441.55","46,395,187.16","71,960,809.79","20,291,571.83"
筹资活动现金流入小计,"23,000,000.00","59,881,280.00","105,558,544.03","26,241,248.00",,"234,271,248.00",,"28,111,325.00","93,111,325.00","102,908,650.00","10,000,000.00","10,000,000.00","99,966,274.00","107,219,020.00","10,000,000.00"
经营活动现金流出小计,"147,637,386.13","199,992,943.47","204,396,673.92","127,588,590.88",,"252,503,576.00","84,927,144.52","152,755,215.09","223,701,142.63","271,892,869.56","80,279,252.78","146,323,197.14","221,601,728.67","292,373,755.15","103,414,120.18"
偿还债务支付的现金,"23,000,000.00","23,000,000.00","28,000,000.00","41,840,780.00",,"53,000,000.00","71,162,417.03","102,462,417.03","146,911,072.03","151,911,072.03",,,"60,000,000.00","70,000,000.00","10,000,000.00"
